TEIL;LAGER;COUNT;MIN;MAX;AVG
G;32402;89;280000;2806000;464932.58
G;32406;90;283000;2246000;383233.33
G;32411;90;283000;995000;390511.11
D;32456;98;294000;2591000;544765.31
D;32459;101;294000;3127000;493336.63
D;32461;102;286000;1164000;430264.71
B;32467;102;293000;1779000;440460.78
B;32471;100;292000;2881000;461140.00
B;32484;101;291000;2877000;489356.44
I;32489;80;302000;2327000;457937.50
I;32491;82;414000;2694000;715243.90
I;32497;80;295000;3072000;513012.50
I;32498;80;424000;1221000;540450.00
I;32501;80;294000;2849000;406987.50
I;32506;80;435000;1982000;574737.50
I;32510;80;257000;1134000;394487.50
I;32516;74;444000;3243000;834675.68
I;32519;80;403000;2578000;612487.50
I;32521;80;436000;3480000;633550.00
I;32525;81;267000;1694000;460543.21
I;32526;81;295000;1437000;438876.54
K;32573;98;342000;3450000;545683.67
K;32578;92;322000;2877000;506195.65
K;32587;101;333000;2167000;545861.39
K;32592;101;350000;3193000;525326.73
K;32595;100;359000;3092000;692820.00
K;32602;101;328000;2619000;571326.73
K;32605;102;333000;2978000;608813.73
H;32616;90;316000;1622000;458177.78
H;32620;87;312000;1746000;487655.17
H;32623;90;296000;3147000;576588.89
F;32631;90;280000;2794000;502044.44
F;32634;89;279000;2510000;530887.64
F;32639;90;281000;2346000;408188.89
F;32648;88;281000;1444000;416852.27
G;32650;90;283000;1825000;396655.56
G;32653;90;263000;1449000;415944.44
G;32660;90;282000;3015000;468588.89
G;32667;88;282000;2651000;523636.36
D;32680;100;293000;1877000;446840.00
D;32683;100;411000;3193000;634230.00
D;32687;102;309000;2604000;582431.37
D;32692;100;300000;1561000;433270.00
D;32699;101;299000;3240000;756000.00
B;32702;100;308000;1656000;448470.00
B;32705;100;299000;1502000;555870.00
B;32709;103;291000;2500000;499990.29
B;32711;99;298000;3202000;541292.93
C;32739;102;409000;1876000;550147.06
C;32740;101;400000;1917000;552940.59
C;32743;103;410000;3120000;623097.09
C;32745;98;419000;2012000;576479.59
C;32748;100;422000;2390000;593070.00
C;32751;103;421000;3344000;605262.14
C;32753;101;419000;1124000;505148.51
C;32756;100;418000;3319000;566010.00
H;32759;90;334000;2664000;485477.78
H;32761;88;310000;949000;417011.36
H;32764;87;352000;2671000;526482.76
H;32766;90;310000;1976000;504066.67
C;32770;100;406000;1975000;513860.00
C;32775;98;413000;991000;475316.33
C;32781;100;412000;2408000;543250.00
C;32785;98;423000;3195000;648255.10
C;32793;96;412000;1602000;526791.67
C;32796;98;416000;1413000;500357.14
F;32805;91;279000;2215000;445428.57
F;32809;90;281000;1516000;469855.56
F;32814;90;280000;1962000;363300.00
F;32817;90;282000;1285000;392866.67
G;32818;90;283000;2712000;501388.89
G;32827;89;285000;1453000;394685.39
G;32830;86;282000;3229000;420662.79
G;32833;91;282000;2216000;441593.41
K;32839;99;330000;2140000;544696.97
K;32843;99;354000;2977000;674797.98
E;32848;96;312000;2264000;498114.58
E;32852;98;334000;1835000;517581.63
E;32856;98;318000;2356000;556724.49
E;32860;100;313000;3098000;501560.00
D;32879;95;258000;3593000;565378.95
D;32882;99;282000;2807000;622777.78
D;32885;100;290000;2560000;587880.00
D;32887;100;281000;1786000;369820.00
D;32894;102;205000;3061000;580833.33
D;32895;95;279000;2911000;618400.00
K;32901;100;336000;2586000;606710.00
K;32908;96;337000;2663000;647572.92
K;32920;111;329000;2675000;551522.52
K;32923;101;337000;1430000;552148.51
H;32927;88;332000;1401000;480454.55
H;32930;91;333000;1676000;482186.81
H;32937;90;334000;2682000;485377.78
H;32941;88;309000;2666000;520852.27
H;32945;177;309000;2653000;502807.91
H;32951;91;289000;1175000;448373.63
G;32956;90;284000;3065000;518233.33
G;32958;90;284000;1341000;409988.89
E;32997;100;314000;2053000;462110.00
E;33002;102;312000;2271000;615235.29
E;33006;100;275000;2485000;528210.00
E;33008;100;314000;2008000;442810.00
I;33031;80;302000;3497000;528537.50
I;33033;78;267000;1424000;457320.51
I;33036;78;412000;1983000;601435.90
I;33041;80;436000;2384000;582737.50
I;33042;80;435000;2839000;555450.00
B;33061;100;282000;2820000;630700.00
B;33064;99;307000;2704000;552545.45
B;33066;100;260000;2907000;535590.00
B;33068;101;282000;2956000;486227.72
C;33106;100;421000;3174000;616480.00
C;33107;101;423000;2502000;611188.12
C;33110;108;401000;2121000;600250.00
C;33111;98;428000;2560000;535418.37
C;33113;99;420000;1978000;546000.00
C;33118;101;431000;3210000;575178.22
C;33119;100;430000;3580000;622670.00
C;33123;97;434000;1740000;553835.05
F;33130;90;279000;2244000;403133.33
F;33134;90;279000;2857000;385344.44
F;33136;88;268000;1451000;392500.00
F;33140;91;281000;3038000;551263.74
F;33141;90;282000;1646000;394144.44
F;33143;88;261000;1410000;424704.55
C;33146;100;426000;3412000;608230.00
C;33148;99;431000;1293000;506828.28
C;33151;104;423000;2722000;649634.62
C;33154;90;436000;2734000;634777.78
C;33157;96;444000;1909000;561291.67
C;33159;99;418000;3468000;559434.34
C;33160;98;428000;3527000;543204.08
C;33164;98;422000;2864000;551591.84
G;33173;87;285000;1483000;487839.08
G;33174;91;284000;1690000;503428.57
G;33190;88;283000;3208000;465045.45
G;33195;88;259000;1923000;499784.09
G;33200;88;282000;1294000;422545.45
G;33204;90;286000;1517000;454022.22
H;33210;88;356000;1860000;566284.09
H;33225;90;336000;1534000;471511.11
E;33229;100;316000;2684000;546240.00
E;33238;100;315000;1482000;422390.00
E;33245;98;323000;2216000;498622.45
E;33249;92;323000;2348000;609130.43
E;33254;97;283000;3277000;523134.02
B;33258;97;281000;3323000;496814.43
B;33262;101;284000;2922000;603128.71
B;33264;102;280000;2783000;474431.37
B;33268;101;218000;2796000;506019.80
D;33294;100;280000;2804000;499720.00
D;33299;100;278000;2881000;496380.00
D;33304;100;281000;3313000;572650.00
D;33309;91;282000;3061000;482021.98
K;33328;88;329000;2780000;680261.36
K;33332;98;339000;2702000;712091.84
K;33339;106;344000;1954000;622924.53
K;33344;107;334000;3058000;689373.83
K;33347;99;335000;2112000;571161.62
I;33363;80;432000;3492000;598162.50
I;33366;78;295000;2571000;518871.79
I;33369;81;294000;1116000;449518.52
I;33373;81;293000;1717000;537086.42
I;33378;80;304000;2714000;524237.50
I;33380;81;292000;3047000;502580.25
I;33382;79;292000;1641000;446367.09
I;33383;78;263000;2998000;442769.23
I;33396;80;445000;3369000;639750.00
I;33397;78;285000;1449000;484897.44
I;33401;80;294000;2256000;469937.50
I;33407;78;291000;1337000;470756.41
F;33439;89;284000;3075000;557764.04
F;33446;90;278000;3054000;604788.89
F;33454;90;271000;1463000;424655.56
F;33455;90;282000;1343000;426322.22
F;33459;91;281000;2441000;576241.76
F;33466;90;288000;1404000;442044.44
G;33471;83;286000;3564000;618903.61
G;33475;91;284000;3044000;700802.20
G;33479;90;283000;3040000;649500.00
G;33485;89;282000;1925000;452471.91
G;33491;90;285000;2631000;445266.67
G;33495;90;285000;2823000;482677.78
G;33498;86;286000;1354000;443058.14
E;33567;101;325000;2310000;531316.83
E;33568;98;333000;866000;411224.49
E;33572;102;288000;2073000;453107.84
E;33576;96;316000;2892000;581500.00
B;33580;92;285000;2248000;488554.35
B;33588;96;284000;3157000;750916.67
B;33593;104;284000;3504000;602750.00
B;33594;97;286000;3049000;558670.10
B;33598;98;270000;3070000;725234.69
D;33632;98;282000;955000;363897.96
D;33636;100;281000;2438000;424080.00
D;33639;99;293000;2783000;487161.62
D;33641;97;299000;2909000;699597.94
H;33645;89;322000;2811000;471247.19
H;33648;90;296000;2519000;560155.56
H;33651;104;319000;2674000;596480.77
C;33656;98;444000;3568000;663714.29
C;33660;100;425000;2679000;571610.00
C;33663;97;433000;2337000;572329.90
F;33670;92;285000;3466000;536326.09
F;33675;90;279000;3219000;528544.44
F;33677;88;286000;1669000;396409.09
F;33680;88;280000;1391000;414000.00
C;33685;102;422000;3119000;651617.65
C;33691;101;449000;2843000;666445.54
C;33692;101;444000;3401000;601851.49
C;33696;100;444000;2269000;605920.00
K;33711;109;336000;3006000;770036.70
K;33759;100;339000;2799000;696690.00
K;33760;98;337000;2469000;732510.20
H;33764;96;279000;3521000;627333.33
H;33765;88;334000;2412000;537988.64
H;33767;93;306000;2770000;593440.86
H;33768;90;319000;2037000;511188.89
H;33771;82;333000;3256000;584878.05
D;33841;101;226000;3028000;556297.03
D;33844;98;267000;2962000;476561.22
D;33847;99;316000;2485000;479292.93
D;33852;100;278000;3104000;718750.00
E;33855;97;285000;1032000;435494.85
E;33858;100;319000;2308000;534640.00
E;33861;100;320000;3429000;607940.00
B;33864;100;294000;1612000;506490.00
B;33868;99;294000;3462000;609020.20
B;33871;97;313000;3146000;676958.76
B;33874;102;295000;3014000;503578.43
B;33878;100;287000;3345000;521440.00
C;33880;99;297000;2906000;613030.30
C;33886;96;439000;2196000;640000.00
C;33887;98;443000;2778000;596459.18
C;33890;101;460000;2282000;628841.58
C;33893;98;454000;2713000;668336.73
K;33898;99;295000;3053000;596010.10
K;33902;100;356000;2180000;590720.00
K;33916;98;349000;2339000;586571.43
K;33921;96;334000;985000;471531.25
C;33928;100;463000;2753000;639960.00
C;33930;107;469000;3501000;772663.55
C;33935;98;454000;1928000;593265.31
C;33937;98;469000;3428000;694765.31
H;33954;92;295000;2860000;547423.91
H;33961;90;354000;3353000;518633.33
E;34247;97;326000;3393000;565391.75
E;34255;99;355000;2160000;614919.19
E;34259;98;321000;1998000;517571.43
E;34263;100;334000;2922000;507490.00
D;34271;103;302000;3327000;601631.07
D;34276;98;293000;2984000;455826.53
D;34282;97;302000;3142000;537804.12
B;34288;101;303000;3383000;612455.45
B;34295;111;298000;2647000;533576.58
B;34302;103;291000;1808000;446883.50
B;34306;102;270000;2727000;550274.51
I;34309;80;451000;2255000;635325.00
I;34313;80;290000;2504000;437025.00
I;34315;79;480000;3313000;681088.61
I;34318;78;289000;1152000;371243.59
I;34321;80;481000;3106000;704825.00
I;34325;78;280000;3485000;427705.13
I;34327;80;279000;1667000;605850.00
I;34328;79;482000;3072000;653696.20
F;34361;89;288000;2652000;537808.99
F;34363;90;279000;2163000;543644.44
F;34367;92;280000;1990000;461423.91
F;34373;90;287000;1460000;419522.22
G;34382;91;284000;2359000;443626.37
G;34387;89;258000;3573000;427887.64
G;34390;89;281000;1403000;450280.90
G;34395;90;281000;2053000;446811.11
H;34399;91;319000;2642000;563703.30
H;34402;91;317000;2517000;493263.74
H;34406;91;321000;1212000;491703.30
H;34408;87;358000;3265000;671448.28
H;34411;91;338000;3322000;728736.26
C;34413;101;296000;1575000;547089.11
C;34420;96;451000;1472000;628166.67
C;34422;102;450000;2774000;745637.25
C;34426;98;476000;2776000;600489.80
C;34429;101;460000;3587000;715099.01
C;34434;101;457000;1964000;613613.86
C;34436;99;464000;3243000;716545.45
C;34438;100;460000;2435000;592580.00
K;34448;98;351000;2988000;566132.65
K;34454;93;336000;3130000;538430.11
K;34456;100;353000;2739000;487790.00
G;34460;90;287000;3491000;492788.89
G;34466;90;287000;2191000;557266.67
G;34473;90;288000;3590000;481233.33
G;34474;90;285000;3142000;408622.22
G;34480;88;284000;1838000;518761.36
G;34483;88;285000;1434000;463420.45
F;34486;88;289000;3053000;511318.18
F;34490;88;273000;2166000;470556.82
F;34498;90;283000;2600000;377833.33
F;34505;92;291000;2696000;537250.00
E;34539;100;343000;2985000;703200.00
E;34542;101;320000;2966000;579465.35
E;34546;93;321000;2278000;640010.75
E;34548;96;320000;1389000;463562.50
E;34550;101;299000;1149000;439366.34
D;34590;98;248000;3255000;565948.98
D;34591;95;279000;1710000;486242.11
D;34598;100;290000;2920000;522420.00
H;34627;90;309000;2561000;561411.11
H;34630;91;363000;3079000;618692.31
H;34635;88;335000;3341000;631193.18
H;34640;87;323000;1168000;445563.22
H;34646;88;317000;1439000;444443.18
H;34647;91;326000;1745000;465494.51
H;34651;88;324000;1361000;457852.27
K;34658;97;336000;3464000;801701.03
K;34661;97;331000;2169000;525298.97
K;34663;100;320000;2980000;602080.00
K;34667;95;331000;3391000;647863.16
C;34671;101;465000;2832000;715603.96
C;34673;98;474000;2977000;630744.90
C;34678;101;468000;1822000;656920.79
F;34684;90;282000;2991000;453511.11
F;34689;90;283000;3167000;402311.11
C;34693;96;454000;2167000;560510.42
C;34698;93;453000;3114000;588580.65
G;34700;90;283000;1549000;432222.22
G;34703;90;287000;3356000;471600.00
G;34706;88;286000;1576000;429284.09
C;34711;98;475000;3359000;606020.41
C;34712;101;475000;1755000;605009.90
F;34718;90;285000;1944000;425233.33
F;34720;88;262000;2926000;673420.45
B;34722;101;291000;2658000;595396.04
B;34724;101;290000;3418000;561752.48
B;34731;101;304000;3300000;644227.72
I;34827;78;483000;2876000;638500.00
I;34830;77;284000;2455000;532870.13
I;34832;80;451000;1656000;627137.50
I;34834;80;285000;3385000;449625.00
I;34836;78;287000;2188000;457064.10
I;34837;80;483000;2906000;714025.00
C;34841;99;469000;3375000;609696.97
C;34847;104;461000;2410000;629875.00
C;34848;90;469000;2144000;588000.00
C;34849;100;471000;1833000;581980.00
C;34861;100;457000;2346000;634160.00
C;34865;98;473000;1495000;581642.86
C;34867;100;471000;2677000;606840.00
C;34872;99;473000;2587000;789282.83
K;34880;98;332000;3292000;591010.20
K;34883;93;333000;1876000;529086.02
H;34886;90;338000;3555000;621611.11
H;34893;92;291000;1969000;496847.83
F;34901;90;284000;3268000;458833.33
F;34906;85;284000;834000;362670.59
E;34913;100;337000;2202000;543800.00
E;34915;98;337000;3213000;540642.86
E;34917;100;336000;2792000;525610.00
D;34920;98;290000;3502000;585948.98
D;34925;97;281000;1642000;416237.11
D;34930;102;275000;3275000;529392.16
D;34933;100;298000;3290000;529880.00
B;34940;100;299000;3161000;560110.00
B;34946;106;233000;3249000;627783.02
B;34954;105;292000;3170000;649114.29
B;34961;96;305000;3146000;614531.25
B;34962;105;291000;3341000;713533.33
I;34966;78;484000;2767000;649705.13
I;34967;80;494000;2809000;635887.50
I;34972;80;271000;1099000;420212.50
I;34974;80;290000;2597000;432400.00
D;35034;103;284000;2863000;526495.15
D;35037;101;285000;2726000;552732.67
D;35042;98;292000;2917000;436418.37
D;35044;101;291000;2839000;500544.55
D;35048;101;291000;2925000;503722.77
E;35072;98;361000;2863000;633387.76
E;35073;100;339000;3576000;516700.00
E;35077;100;337000;2894000;548850.00
E;35080;100;350000;2055000;527850.00
E;35085;101;358000;3255000;543148.51
C;35109;99;476000;2381000;661676.77
C;35114;98;478000;1247000;604234.69
C;35118;100;480000;2193000;620450.00
C;35121;99;479000;3494000;665212.12
K;35128;97;331000;2704000;615546.39
K;35136;96;335000;3181000;751947.92
K;35140;93;334000;2138000;495935.48
K;35143;93;331000;3068000;513870.97
C;35150;96;473000;1355000;565062.50
C;35153;100;472000;2481000;582880.00
G;35157;91;283000;1516000;439945.05
G;35162;90;283000;2765000;441033.33
G;35169;88;288000;2285000;460761.36
G;35174;89;288000;2298000;424943.82
G;35176;90;283000;2338000;455666.67
F;35184;90;284000;2266000;415655.56
F;35187;87;286000;962000;389298.85
F;35192;90;286000;1182000;362122.22
F;35193;90;286000;3425000;419066.67
B;35258;101;287000;3460000;527603.96
B;35269;108;284000;3254000;529777.78
B;35283;101;285000;2158000;505366.34
B;35289;100;285000;1199000;442560.00
I;35337;80;298000;1294000;439275.00
I;35340;76;463000;940000;559736.84
I;35349;80;303000;2623000;486737.50
H;35373;89;338000;2056000;567606.74
H;35375;89;338000;3368000;550011.24
H;35380;83;340000;2736000;725084.34
H;35385;90;335000;2987000;567733.33
G;35389;90;287000;2796000;472288.89
G;35395;91;288000;1284000;442285.71
F;35398;90;260000;2608000;441888.89
F;35400;90;294000;2303000;455900.00
F;35402;88;299000;2273000;461340.91
F;35407;88;299000;1159000;458193.18
K;35429;100;331000;2818000;636650.00
K;35434;98;335000;2625000;509928.57
G;35441;90;298000;2983000;489877.78
G;35443;88;286000;1560000;436704.55
D;35540;98;231000;2211000;435530.61
D;35544;99;219000;2345000;503010.10
E;35549;100;313000;1744000;426720.00
E;35551;99;321000;2218000;557090.91
H;35560;95;358000;3010000;570642.11
H;35563;90;347000;2248000;487211.11
G;35566;90;298000;2065000;499944.44
G;35569;90;297000;3383000;457477.78
G;35573;90;301000;2267000;478855.56
G;35575;89;301000;1459000;399449.44
C;35578;98;482000;2980000;675102.04
C;35580;99;479000;2153000;635888.89
C;35581;100;471000;3458000;657360.00
I;35628;80;301000;1902000;542837.50
I;35631;80;304000;2148000;481325.00
I;35633;80;275000;2228000;440762.50
I;35636;80;289000;1436000;444125.00
I;35639;81;494000;1983000;629098.77
I;35641;80;297000;2809000;529750.00
K;35715;95;332000;2827000;628726.32
K;35720;99;332000;3483000;582070.71
E;35725;40;317000;3385000;710450.00
K;35729;98;323000;2656000;538408.16
K;35733;99;332000;2639000;658565.66
K;35738;96;347000;2809000;625750.00
B;35746;103;285000;2490000;474834.95
B;35748;103;280000;3175000;599970.87
B;35751;60;286000;2626000;715816.67
B;35753;100;209000;2869000;570420.00
B;35756;99;292000;2352000;463171.72
B;35759;98;290000;1328000;430081.63
B;35762;44;289000;2336000;561818.18
E;35767;100;325000;2196000;425120.00
E;35776;101;333000;3022000;573415.84
E;35780;101;317000;1002000;422524.75
D;35783;100;292000;2831000;605300.00
D;35788;95;234000;2152000;449284.21
D;35793;99;287000;2169000;479898.99
D;35795;100;224000;2938000;650550.00
D;35800;100;223000;2041000;494410.00
D;35802;100;284000;2888000;498920.00
F;35859;88;289000;2067000;501511.36
F;35862;90;297000;3069000;481655.56
F;35870;90;301000;1733000;446322.22
F;35872;90;292000;2804000;401277.78
F;35875;90;302000;2292000;472655.56
F;35882;90;300000;2296000;445055.56
F;35889;88;300000;2335000;442125.00
C;35900;100;478000;2717000;666000.00
C;35901;100;479000;2759000;626270.00
C;35908;99;478000;3231000;603646.46
C;35911;100;480000;2265000;573000.00
C;35913;96;470000;3430000;690718.75
H;35917;90;324000;2828000;518711.11
H;35921;90;322000;3525000;645455.56
H;35925;90;335000;1782000;489300.00
H;35928;90;336000;1891000;544900.00
H;35930;88;321000;3363000;659670.45
H;35933;83;361000;3121000;723000.00
I;36017;80;290000;2178000;428650.00
I;36019;77;472000;3599000;734714.29
I;36024;80;304000;3092000;436400.00
I;36029;80;520000;1949000;646412.50
I;36033;78;505000;1638000;653410.26
I;36038;80;300000;2643000;517962.50
I;36040;77;299000;2553000;736831.17
I;36044;80;285000;1320000;400025.00
I;36047;80;290000;2948000;450600.00
C;36066;100;480000;2555000;638830.00
C;36070;95;477000;2620000;673347.37
C;36073;100;494000;2024000;658390.00
C;36075;101;461000;1505000;569970.30
C;36080;100;487000;2464000;644740.00
G;36083;90;300000;1581000;455033.33
G;36087;90;301000;2360000;463233.33
G;36089;89;289000;3342000;410674.16
G;36093;91;283000;1618000;460109.89
G;36097;88;283000;1284000;452920.45
G;36101;89;289000;1197000;385280.90
G;36105;90;287000;2417000;416511.11
K;36108;98;334000;2014000;490540.82
K;36112;100;334000;3501000;627340.00
K;36117;100;330000;2955000;508980.00
K;36123;99;331000;3145000;567868.69
K;36126;93;344000;3040000;717806.45
K;36129;98;341000;2753000;556469.39
K;36134;94;335000;3488000;700787.23
C;36189;98;483000;1002000;538102.04
C;36196;97;494000;2210000;592206.19
C;36198;99;480000;1987000;596656.57
C;36201;99;495000;2071000;609696.97
C;36203;98;487000;2505000;692959.18
C;36205;96;483000;2717000;655645.83
C;36207;98;482000;2229000;649489.80
E;36246;96;312000;1511000;422697.92
E;36252;101;320000;1779000;458346.53
E;36262;100;292000;2279000;482370.00
E;36265;100;325000;2516000;460070.00
E;36270;98;319000;2697000;512030.61
B;36289;100;295000;2879000;585980.00
B;36292;100;277000;1508000;415280.00
B;36295;98;284000;1696000;406051.02
B;36302;100;287000;2899000;482680.00
D;36310;98;285000;2134000;474510.20
D;36312;98;275000;2983000;555040.82
D;36316;98;282000;2194000;435030.61
C;36377;101;500000;3260000;650217.82
C;36380;100;500000;3296000;650460.00
C;36385;98;499000;2241000;666010.20
H;36390;90;313000;2676000;479277.78
H;36391;88;312000;2454000;449806.82
H;36395;90;319000;1399000;461211.11
H;36400;90;312000;3007000;510955.56
K;36403;98;334000;2945000;528244.90
K;36408;101;324000;2622000;627990.10
K;36411;98;332000;3061000;561102.04
F;36416;88;294000;2212000;476454.55
F;36418;88;288000;1039000;373943.18
F;36422;90;289000;1461000;412655.56
F;36427;90;293000;1521000;406844.44
D;36436;100;294000;3550000;518050.00
D;36440;100;287000;3335000;543620.00
D;36443;98;287000;1556000;424183.67
I;36446;81;289000;2850000;420888.89
I;36450;80;295000;1174000;379425.00
I;36452;78;289000;742000;347064.10
I;36454;80;294000;2708000;647625.00
I;36455;80;500000;2860000;724000.00
I;36458;80;517000;2092000;673575.00
I;36464;78;294000;3300000;422782.05
I;36466;78;293000;2170000;471205.13
H;36512;90;330000;2345000;493944.44
H;36517;88;326000;830000;401397.73
H;36522;88;319000;733000;393352.27
H;36525;90;320000;2531000;481344.44
H;36528;89;329000;2563000;603449.44
H;36532;90;319000;1751000;443811.11
H;36534;90;329000;2772000;485888.89
G;36543;90;289000;3562000;417733.33
G;36548;91;295000;1501000;406637.36
G;36552;90;288000;2789000;478444.44
G;36554;88;283000;2450000;544125.00
G;36557;90;295000;814000;383733.33
G;36562;90;279000;1639000;434200.00
G;36565;90;294000;1323000;363944.44
C;36688;101;467000;3096000;712396.04
C;36692;102;501000;1784000;644107.84
C;36694;102;512000;2520000;723245.10
C;36697;100;488000;2600000;628240.00
C;36699;97;511000;1816000;631639.18
C;36701;100;500000;2493000;638960.00
F;36710;90;291000;1196000;398711.11
F;36713;90;297000;1895000;455633.33
F;36715;90;297000;2616000;482133.33
F;36718;90;294000;2775000;420111.11
F;36721;88;286000;3253000;572215.91
F;36726;90;284000;2910000;434744.44
F;36728;88;297000;719000;345386.36
C;36732;100;498000;2408000;631090.00
C;36735;100;493000;1949000;649170.00
C;36737;99;486000;2458000;628424.24
C;36740;96;492000;1400000;575947.92
C;36743;103;500000;1637000;598407.77
C;36745;98;501000;3443000;622948.98
G;36749;90;285000;2720000;604122.22
G;36751;90;286000;2906000;427833.33
G;36754;88;285000;3439000;467579.55
G;36757;87;287000;1551000;461402.30
G;36761;88;287000;3437000;637727.27
B;36804;103;289000;3141000;548815.53
B;36808;96;296000;2020000;501156.25
B;36811;100;287000;2512000;451760.00
B;36813;99;228000;2641000;412252.53
B;36817;99;284000;2834000;553696.97
B;36822;98;241000;1843000;509622.45
D;36842;100;288000;3164000;437730.00
D;36843;100;295000;1595000;385290.00
D;36845;101;297000;2012000;451287.13
E;36868;100;321000;2529000;474200.00
E;36872;100;321000;2476000;441210.00
E;36876;100;311000;2712000;560600.00
E;36882;100;345000;1980000;493180.00
I;36911;78;517000;2393000;733589.74
I;36916;79;525000;3179000;734810.13
I;36917;80;288000;3057000;469837.50
I;36920;81;526000;3319000;821740.74
E;36959;100;326000;3077000;443890.00
E;36966;101;312000;1086000;398069.31
E;36973;98;311000;2146000;507744.90
D;36976;97;286000;1984000;532391.75
D;36979;101;284000;1468000;396000.00
D;36982;98;297000;1485000;411142.86
B;37013;100;288000;2862000;536530.00
B;37015;99;284000;3502000;484222.22
B;37019;102;284000;2625000;611294.12
B;37021;96;285000;1944000;469760.42
K;37052;99;330000;2647000;549464.65
K;37055;97;334000;1268000;508989.69
K;37060;104;324000;3417000;655807.69
H;37062;84;309000;1039000;451202.38
H;37069;66;327000;1693000;453106.06
H;37070;88;321000;2801000;462988.64
F;37077;85;284000;1745000;399611.76
F;37081;88;294000;3079000;401806.82
F;37083;90;286000;3123000;411988.89
F;37084;90;287000;2494000;579588.89
C;37087;95;512000;2333000;712642.11
C;37093;100;514000;3118000;702750.00
C;37095;95;502000;1990000;591463.16
C;37098;101;511000;2350000;697287.13
C;37111;100;501000;2533000;606690.00
C;37113;98;511000;1560000;603775.51
C;37115;100;507000;2319000;767010.00
C;37117;100;509000;1835000;595050.00
D;37120;98;276000;3533000;468377.55
D;37124;94;288000;3364000;521436.17
D;37129;99;276000;2814000;534242.42
I;37182;80;290000;2223000;529087.50
I;37188;80;285000;1297000;385900.00
I;37189;81;498000;2399000;742049.38
I;37192;79;285000;2411000;596772.15
I;37194;81;287000;2638000;428814.81
H;37198;89;348000;3030000;680696.63
H;37201;90;330000;2941000;574655.56
H;37206;83;338000;3014000;816566.27
H;37210;112;348000;2268000;582401.79
K;37217;95;332000;3597000;597294.74
K;37219;100;339000;2698000;687170.00
K;37225;99;337000;1730000;553383.84
K;37229;95;352000;2848000;509368.42
B;37235;104;287000;3459000;584230.77
B;37237;96;291000;3014000;611541.67
B;37240;99;285000;2911000;544404.04
E;37243;100;336000;2876000;482960.00
E;37248;101;310000;2676000;460495.05
E;37249;100;336000;3559000;538790.00
D;37255;100;288000;2780000;517810.00
D;37262;95;288000;1769000;465242.11
D;37265;100;294000;1530000;384530.00
F;37280;88;289000;1054000;372113.64
F;37283;89;284000;3209000;633730.34
F;37284;86;289000;2159000;390058.14
G;37287;88;283000;2246000;524772.73
G;37289;88;284000;1160000;384534.09
G;37292;66;285000;2662000;504287.88
G;37293;114;287000;3074000;397131.58
H;37316;88;370000;3514000;598977.27
H;37318;88;346000;883000;457477.27
H;37321;91;344000;2267000;497769.23
H;37328;90;344000;2639000;524655.56
H;37334;89;346000;2849000;575955.06
K;37343;94;337000;3561000;598446.81
K;37347;94;334000;3387000;563117.02
K;37352;25;335000;1432000;559560.00
K;37355;169;330000;3058000;632952.66
I;37360;80;287000;3185000;737287.50
I;37362;79;516000;2851000;777898.73
I;37365;80;561000;2815000;739875.00
I;37367;81;283000;2361000;588506.17
I;37368;81;287000;2406000;470222.22
I;37371;79;543000;2976000;800240.51
E;37373;100;347000;3393000;713930.00
E;37375;98;347000;3091000;542153.06
E;37378;99;323000;3200000;465303.03
E;37379;99;324000;2045000;547737.37
E;37381;100;314000;714000;448730.00
E;37386;96;373000;3568000;649781.25
E;37388;100;347000;2484000;606020.00
D;37420;97;286000;2655000;511010.31
D;37422;100;287000;2952000;482000.00
B;37449;96;290000;3167000;536343.75
B;37452;98;287000;2391000;484367.35
B;37461;98;290000;2196000;401591.84
B;37466;98;290000;2989000;625112.24
B;37468;96;288000;3253000;548552.08
B;37472;100;291000;2272000;587950.00
F;37477;90;285000;1435000;440733.33
F;37481;89;287000;1772000;527191.01
F;37482;86;288000;2697000;525069.77
F;37486;91;287000;2167000;430164.84
C;37509;96;520000;2312000;673625.00
C;37510;97;521000;1577000;627948.45
C;37521;99;526000;1888000;657242.42
C;37522;98;521000;1482000;711846.94
C;37525;97;527000;3238000;687072.16
C;37530;97;527000;2515000;748257.73
C;37531;96;512000;2481000;675489.58
C;37537;94;534000;1113000;598329.79
C;37540;96;530000;2882000;686781.25
C;37542;99;521000;2468000;666666.67
G;37547;91;288000;2908000;530109.89
G;37551;90;291000;2789000;409244.44
G;37553;91;284000;3202000;483736.26
G;37556;90;285000;2783000;413033.33
G;37559;89;282000;2592000;538977.53
G;37561;90;290000;1878000;511000.00
G;37568;85;290000;1729000;434341.18
K;37604;97;332000;3054000;633701.03
K;37608;100;335000;3127000;617860.00
D;37651;99;290000;2883000;481919.19
D;37654;99;290000;2684000;450292.93
D;37660;96;276000;2583000;477187.50
I;37665;80;286000;3562000;461037.50
I;37667;83;286000;1494000;446566.27
I;37680;80;286000;3048000;439387.50
I;37688;80;568000;3396000;734575.00
I;37689;80;293000;2450000;411887.50
I;37693;78;294000;2782000;484987.18
C;37717;99;512000;3212000;727191.92
C;37719;97;511000;3536000;647886.60
C;37720;96;509000;1717000;629322.92
C;37722;98;526000;2090000;643683.67
C;37723;100;527000;1304000;603090.00
H;37726;97;316000;1975000;508092.78
H;37728;88;345000;1531000;502761.36
