TEIL;FA;COUNT;MIN;MAX;AVG;MIN_O;MAX_O;AVG_O
C;8810;100;430000;3295000;580810.00;1;1;1.00
C;5701;100;601000;2024000;768010.00;1;1;1.00
C;5932;100;625000;2051000;712860.00;1;1;1.00
C;8919;99;428000;1622000;511070.71;1;1;1.00
C;9598;105;422000;1408000;500666.67;1;1;1.00
C;8433;97;449000;899000;532701.03;1;2;1.01
C;6648;93;453000;3114000;588580.65;1;1;1.00
C;7576;100;430000;740000;482300.00;1;1;1.00
C;7102;100;526000;2090000;638480.00;1;1;1.00
C;6617;94;436000;2734000;680223.40;1;2;1.01
C;7874;100;463000;2249000;593720.00;1;1;1.00
C;6912;97;491000;1784000;664463.92;1;1;1.00
C;8722;100;418000;2480000;585430.00;1;1;1.00
C;9025;100;442000;3115000;548330.00;1;1;1.00
C;5783;98;613000;2341000;777183.67;1;1;1.00
C;8347;99;453000;2231000;592464.65;1;2;1.01
C;6238;102;383000;3013000;595813.73;1;2;1.04
C;6308;97;385000;1628000;519340.21;1;1;1.00
C;5934;101;625000;1479000;775257.43;1;2;1.01
C;7162;98;537000;2468000;657479.59;1;1;1.00
C;9676;100;419000;2734000;546370.00;1;1;1.00
C;7929;98;474000;1538000;564591.84;1;1;1.00
C;9674;100;424000;1036000;466800.00;1;1;1.00
C;6239;100;385000;2605000;576500.00;1;1;1.00
C;6917;98;483000;1346000;545306.12;1;1;1.00
C;9386;98;399000;3277000;556163.27;1;1;1.00
C;6978;101;500000;1103000;591465.35;1;1;1.00
C;7480;100;488000;3027000;634080.00;1;1;1.00
C;8235;100;433000;1326000;541880.00;1;1;1.00
C;5933;100;624000;2417000;796740.00;1;1;1.00
C;6311;100;394000;2516000;513950.00;1;1;1.00
C;7579;100;425000;905000;476750.00;1;1;1.00
C;8719;98;417000;1759000;505693.88;1;1;1.00
C;9300;98;398000;1938000;523836.73;1;1;1.00
C;7172;100;533000;2736000;678390.00;1;1;1.00
C;9207;100;387000;2553000;521350.00;1;1;1.00
C;7249;104;538000;2043000;641625.00;1;1;1.00
C;7567;100;431000;3087000;635540.00;1;1;1.00
C;8539;100;468000;3287000;588590.00;1;1;1.00
C;6913;101;492000;3096000;654534.65;1;2;1.01
C;7406;100;554000;1054000;592640.00;1;1;1.00
C;7039;98;511000;1358000;628836.73;1;1;1.00
C;8645;98;404000;1252000;477561.22;1;1;1.00
C;6468;96;412000;1469000;517072.92;1;1;1.00
C;7484;100;416000;1595000;578120.00;1;1;1.00
C;7327;97;533000;2094000;657917.53;1;1;1.00
C;6683;107;469000;3501000;782373.83;1;3;1.07
C;7323;98;548000;2001000;684857.14;1;1;1.00
C;6167;100;381000;3409000;523660.00;1;2;1.01
C;6382;101;395000;2225000;572821.78;1;2;1.01
C;6756;100;471000;2381000;599720.00;1;1;1.00
C;6833;100;479000;3494000;658320.00;1;1;1.00
C;6758;98;475000;1547000;579316.33;1;1;1.00
C;9195;100;379000;2110000;466800.00;1;1;1.00
C;9023;100;369000;1497000;437630.00;1;1;1.00
C;7250;100;539000;3262000;701480.00;1;1;1.00
C;7168;98;534000;1300000;583826.53;1;1;1.00
C;8091;100;421000;1852000;522160.00;1;1;1.00
C;9299;98;391000;1896000;469571.43;1;1;1.00
C;6312;100;394000;2024000;603370.00;1;1;1.00
C;8537;100;465000;2229000;558290.00;1;1;1.00
C;5777;101;607000;3131000;826039.60;1;2;1.05
C;6234;98;385000;2999000;558275.51;1;1;1.00
C;7662;99;427000;1799000;525101.01;1;1;1.00
C;7756;101;442000;3572000;687594.06;1;2;1.04
C;6757;100;471000;3458000;694830.00;1;1;1.00
C;8445;100;458000;1136000;530040.00;1;1;1.00
C;9027;100;362000;1685000;460300.00;1;1;1.00
C;9196;98;372000;3200000;508765.31;1;1;1.00
C;8920;100;434000;1997000;513010.00;1;1;1.00
C;9497;98;414000;2385000;553571.43;1;1;1.00
C;6968;101;499000;3296000;697594.06;1;2;1.01
C;7578;100;426000;1034000;498220.00;1;1;1.00
C;7926;102;468000;1336000;572156.86;1;2;1.02
C;6006;98;623000;3479000;792397.96;1;1;1.00
C;6741;5;296000;1575000;890000.00;1;1;1.00
C;6168;97;321000;1943000;570690.72;1;1;1.00
C;5845;97;615000;3245000;794350.52;1;1;1.00
C;7413;100;558000;3367000;698480.00;1;1;1.00
C;9116;100;378000;2345000;468070.00;1;1;1.00
C;9594;100;424000;2987000;606150.00;1;1;1.00
C;7928;98;471000;972000;530500.00;1;1;1.00
C;5773;100;611000;1011000;675950.00;1;1;1.00
C;7173;98;534000;1784000;634948.98;1;2;1.01
C;8917;98;433000;1048000;529683.67;1;1;1.00
C;9392;200;396000;3106000;643050.00;1;2;1.01
C;6160;100;379000;2886000;538010.00;1;1;1.00
C;8012;100;416000;1506000;507160.00;1;1;1.00
C;6302;101;392000;1661000;501673.27;1;2;1.01
C;6834;97;478000;3157000;650515.46;1;1;1.00
C;8022;100;412000;1271000;480040.00;1;1;1.00
C;6547;98;428000;3527000;569061.22;1;1;1.00
C;7481;100;482000;1518000;598950.00;1;1;1.00
C;8640;101;396000;3489000;602435.64;1;2;1.01
C;7326;95;544000;1213000;607400.00;1;1;1.00
C;5774;94;608000;1835000;732010.64;1;1;1.00
C;6158;100;381000;3490000;514590.00;1;1;1.00
C;7876;99;464000;2081000;642777.78;1;1;1.00
C;8243;97;432000;1051000;500360.82;1;2;1.01
C;7994;100;464000;2761000;657520.00;1;1;1.00
C;7479;97;502000;2365000;720247.42;1;1;1.00
C;6973;98;493000;2071000;619132.65;1;1;1.00
C;9588;101;412000;1851000;487653.47;1;2;1.01
C;6078;100;371000;1888000;489830.00;1;1;1.00
C;7663;100;425000;2475000;542330.00;1;1;1.00
C;5852;98;619000;2613000;816448.98;1;1;1.00
C;8641;97;405000;2784000;530154.64;1;1;1.00
C;5930;99;622000;1757000;751181.82;1;1;1.00
C;7667;100;435000;2501000;601130.00;1;1;1.00
C;7755;100;435000;2836000;569760.00;1;1;1.00
C;6236;98;391000;1746000;497785.71;1;1;1.00
C;8436;100;456000;2940000;548920.00;1;1;1.00
C;7930;98;473000;1422000;542479.59;1;1;1.00
C;7488;100;488000;2097000;556480.00;1;1;1.00
C;8100;97;418000;986000;483628.87;1;1;1.00
C;8447;98;458000;977000;509377.55;1;1;1.00
C;7657;100;427000;1175000;493440.00;1;1;1.00
C;8716;100;420000;1990000;500820.00;1;1;1.00
C;8718;100;410000;3294000;610310.00;1;1;1.00
C;7241;93;539000;2078000;693000.00;1;1;1.00
C;8823;100;428000;2640000;553340.00;1;1;1.00
C;6835;100;480000;1073000;578950.00;1;2;1.02
C;9496;100;415000;1598000;539330.00;1;1;1.00
C;9107;100;377000;1515000;432540.00;1;1;1.00
C;7653;100;427000;1676000;517660.00;1;1;1.00
C;7660;98;434000;2880000;576224.49;1;1;1.00
C;8727;100;422000;2489000;505280.00;1;1;1.00
C;9298;100;388000;2261000;477300.00;1;1;1.00
C;7319;98;547000;2608000;730622.45;1;1;1.00
C;8338;98;453000;3229000;609795.92;1;1;1.00
C;9017;100;438000;1693000;494560.00;1;1;1.00
C;6680;98;454000;1164000;549989.80;1;1;1.00
C;7328;100;543000;2723000;680080.00;1;1;1.00
C;9595;100;427000;2096000;533380.00;1;1;1.00
C;9682;101;422000;2315000;590188.12;1;2;1.01
C;6645;96;454000;2167000;560510.42;1;1;1.00
C;8241;100;438000;2476000;581050.00;1;1;1.00
C;6551;100;455000;3401000;625880.00;1;2;1.01
C;6841;100;478000;3231000;641250.00;1;1;1.00
C;6464;103;422000;2390000;588320.39;1;3;1.03
C;5702;99;599000;2809000;829141.41;1;2;1.01
C;7161;100;521000;2667000;706880.00;1;1;1.00
C;8441;98;457000;3298000;594908.16;1;1;1.00
C;8923;100;427000;2786000;574310.00;1;1;1.00
C;7244;98;516000;2977000;743051.02;1;1;1.00
C;8094;100;424000;3503000;542220.00;1;1;1.00
C;7325;108;550000;2028000;662157.41;1;1;1.00
C;6237;101;386000;2301000;481851.49;1;2;1.01
C;5772;99;607000;2760000;806010.10;1;2;1.02
C;6915;100;487000;2464000;620570.00;1;1;1.00
C;6618;94;439000;2210000;643776.60;1;1;1.00
C;9400;98;408000;1383000;507183.67;1;1;1.00
C;8013;100;417000;2286000;532140.00;1;1;1.00
C;9389;100;400000;2688000;591470.00;1;1;1.00
C;6845;99;480000;2265000;605818.18;1;2;1.01
C;9205;101;380000;962000;470435.64;1;2;1.01
C;8016;101;409000;2126000;513425.74;1;2;1.01
C;9181;14;371000;1881000;1010642.86;1;2;1.08
C;9686;99;429000;2156000;509141.41;1;1;1.00
C;7167;97;537000;1892000;641608.25;1;1;1.00
C;5693;99;602000;2959000;728646.46;1;1;1.00
C;7923;103;413000;2121000;543592.23;1;2;1.01
C;7165;98;524000;1143000;602316.33;1;1;1.00
C;7411;100;555000;2041000;694390.00;1;1;1.00
C;8339;97;450000;1959000;542917.53;1;1;1.00
C;7577;100;421000;1040000;498100.00;1;1;1.00
C;7832;100;449000;2906000;620250.00;1;1;1.00
C;8348;97;455000;2546000;635536.08;1;1;1.00
C;8915;100;430000;1876000;511360.00;1;1;1.00
C;6539;98;428000;1902000;524459.18;1;1;1.00
C;7931;100;412000;3084000;592540.00;1;1;1.00
C;8817;100;422000;2492000;581730.00;1;1;1.00
C;8102;102;425000;2066000;525931.37;1;2;1.01
C;9302;100;399000;3535000;556990.00;1;1;1.00
C;6379;100;412000;2258000;530950.00;1;1;1.00
C;5696;100;599000;3150000;750910.00;1;1;1.00
C;7408;100;555000;2042000;649490.00;1;1;1.00
C;6005;100;621000;3565000;810470.00;1;1;1.00
C;5923;104;620000;3302000;862298.08;1;2;1.04
C;9200;98;372000;3024000;627540.82;1;1;1.00
C;6471;100;422000;2864000;546290.00;1;1;1.00
C;7101;100;527000;2704000;659270.00;1;1;1.00
C;7834;94;467000;1332000;582170.21;1;1;1.00
C;7568;100;420000;1269000;526760.00;1;1;1.00
C;8910;100;429000;2387000;571980.00;1;1;1.00
C;8814;99;424000;3277000;574737.37;1;1;1.00
C;7164;94;533000;1994000;655489.36;1;1;1.00
C;9587;100;422000;968000;472330.00;1;1;1.00
C;8548;101;462000;1685000;539960.40;1;2;1.01
C;7100;99;511000;3212000;674000.00;1;2;1.01
C;8105;97;427000;1094000;493886.60;1;1;1.00
C;9397;100;397000;2881000;603500.00;1;1;1.00
C;9204;100;387000;2760000;511720.00;1;1;1.00
C;5924;100;624000;2157000;778590.00;1;1;1.00
C;5851;100;616000;1375000;687700.00;1;2;1.02
C;5857;101;616000;2159000;725693.07;1;1;1.00
C;6840;100;478000;2165000;627220.00;1;1;1.00
C;5849;101;614000;3383000;857752.48;1;2;1.01
C;6014;98;374000;1450000;466030.61;1;1;1.00
C;7247;99;530000;2307000;657818.18;1;1;1.00
C;8544;100;397000;2408000;508620.00;1;1;1.00
C;7665;100;431000;2198000;537670.00;1;1;1.00
C;8097;101;425000;1432000;576168.32;1;2;1.01
C;6015;100;375000;2023000;472060.00;1;1;1.00
C;6376;100;407000;3248000;569850.00;1;1;1.00
C;6460;102;409000;1876000;571852.94;1;2;1.02
C;5855;104;612000;3102000;851951.92;1;2;1.04
C;6545;99;422000;2070000;632666.67;1;3;1.03
C;6469;98;418000;1602000;485010.20;1;1;1.00
C;6002;100;623000;2394000;757540.00;1;1;1.00
C;6232;100;392000;1514000;486280.00;1;1;1.00
C;6976;100;498000;2408000;616250.00;1;1;1.00
C;8020;100;413000;1712000;497430.00;1;1;1.00
C;9396;100;408000;2179000;528300.00;1;1;1.00
C;9297;100;379000;2324000;499880.00;1;1;1.00
C;5935;101;627000;3561000;858089.11;1;2;1.02
C;6467;100;412000;2408000;533660.00;1;1;1.00
C;6004;95;551000;3431000;1060336.84;1;2;1.01
C;7921;99;408000;2887000;635101.01;1;2;1.01
C;8438;98;460000;789000;507469.39;1;1;1.00
C;6007;99;621000;2690000;823454.55;1;1;1.00
C;6082;100;374000;2433000;485190.00;1;1;1.00
C;6380;102;410000;3120000;632578.43;1;2;1.02
C;6003;96;623000;2025000;777625.00;1;1;1.00
C;5776;101;612000;2714000;794623.76;1;1;1.00
C;6755;98;469000;3375000;666295.92;1;1;1.00
C;6309;102;393000;3075000;547176.47;1;2;1.02
C;5692;101;603000;3421000;794059.41;1;2;1.01
C;7033;98;520000;1325000;662775.51;1;1;1.00
C;8238;100;442000;3066000;557720.00;1;1;1.00
C;7333;102;552000;2514000;710147.06;1;1;1.00
C;9022;97;362000;1509000;444608.25;1;1;1.00
C;6753;95;461000;2200000;619631.58;1;1;1.00
C;8723;101;420000;1760000;553504.95;1;2;1.01
C;8651;100;411000;1946000;509350.00;1;1;1.00
C;9032;98;377000;1485000;442867.35;1;1;1.00
C;9394;100;391000;2187000;503600.00;1;1;1.00
C;9501;98;407000;1624000;561040.82;1;1;1.00
C;7402;98;543000;2067000;658265.31;1;1;1.00
C;8170;100;431000;1170000;506310.00;1;1;1.00
C;8172;100;432000;1803000;503330.00;1;1;1.00
C;8550;98;460000;1332000;579418.37;1;1;1.00
C;8440;100;453000;1139000;501950.00;1;1;1.00
C;8232;98;434000;1943000;523520.41;1;1;1.00
C;9021;100;369000;2855000;534070.00;1;1;1.00
C;9301;100;392000;2606000;502570.00;1;1;1.00
C;9678;100;430000;2533000;531740.00;1;1;1.00
C;8450;100;455000;3133000;584410.00;1;2;1.02
C;6304;100;392000;3174000;566160.00;1;1;1.00
C;8345;100;433000;3268000;563430.00;1;1;1.00
C;9031;101;360000;2413000;492000.00;1;2;1.01
C;7487;100;535000;3597000;829520.00;1;1;1.00
C;7159;96;534000;2882000;684083.33;1;1;1.00
C;6465;99;423000;2502000;606000.00;1;2;1.01
C;7170;96;533000;1652000;654791.67;1;1;1.00
C;9593;99;422000;1968000;548969.70;1;2;1.01
C;7410;98;556000;1052000;631234.69;1;1;1.00
C;8644;100;412000;2668000;532490.00;1;1;1.00
C;7029;99;510000;1184000;621636.36;1;1;1.00
C;8714;98;417000;2323000;566948.98;1;1;1.00
C;8721;100;410000;2681000;521360.00;1;1;1.00
C;7750;98;441000;1591000;566857.14;1;1;1.00
C;8918;100;425000;2798000;531450.00;1;1;1.00
C;9304;100;386000;2306000;463290.00;1;1;1.00
C;6839;96;473000;1295000;561135.42;1;1;1.00
C;8340;84;449000;1676000;551226.19;1;1;1.00
C;5848;102;615000;3426000;784578.43;1;2;1.02
C;9202;99;392000;2943000;561373.74;1;1;1.00
C;6844;100;481000;2186000;576260.00;1;1;1.00
C;7037;98;509000;987000;578775.51;1;1;1.00
C;6077;99;311000;3311000;549656.57;1;1;1.00
C;7251;98;539000;3558000;747489.80;1;1;1.00
C;7329;100;532000;2295000;640290.00;1;1;1.00
C;6971;97;488000;2600000;638525.77;1;1;1.00
C;5922;98;616000;3313000;800020.41;1;1;1.00
C;5771;100;609000;2590000;730880.00;1;1;1.00
C;5926;101;622000;2165000;747574.26;1;2;1.01
C;6914;100;467000;2024000;715740.00;1;1;1.00
C;9586;100;417000;2513000;597030.00;1;1;1.00
C;8911;100;437000;2941000;568450.00;1;1;1.00
C;6385;100;421000;2832000;573780.00;1;1;1.00
C;6461;98;419000;2012000;526948.98;1;1;1.00
C;7758;100;449000;1959000;591570.00;1;1;1.00
C;8176;100;430000;2018000;541650.00;1;1;1.00
C;6009;98;639000;1507000;738479.59;1;1;1.00
C;9393;101;403000;1905000;477158.42;1;2;1.01
C;9401;100;406000;2318000;522990.00;1;1;1.00
C;9113;100;368000;2591000;490870.00;1;1;1.00
C;7034;94;521000;1577000;672191.49;1;1;1.00
C;9494;98;417000;2802000;568520.41;1;1;1.00
C;5695;100;600000;2228000;756980.00;1;1;1.00
C;8239;100;442000;3170000;564750.00;1;1;1.00
C;9490;100;404000;3302000;507660.00;1;1;1.00
C;5929;100;621000;2387000;792350.00;1;1;1.00
C;6240;99;386000;1816000;547858.59;1;2;1.01
C;6552;101;444000;1909000;569089.11;1;2;1.01
C;7171;100;535000;2465000;708980.00;1;1;1.00
C;7833;98;433000;1166000;504397.96;1;2;1.05
C;9387;100;406000;2567000;556740.00;1;1;1.00
C;6310;102;403000;2298000;526578.43;1;2;1.03
C;7332;96;550000;3350000;752875.00;1;1;1.00
C;6463;103;421000;3344000;581786.41;1;2;1.03
C;5775;98;612000;3223000;778530.61;1;1;1.00
C;6672;100;457000;2435000;647260.00;1;1;1.00
C;5847;99;615000;2605000;781363.64;1;1;1.00
C;7654;99;427000;3316000;673424.24;1;2;1.01
C;5928;101;623000;1388000;710980.20;1;2;1.01
C;6386;100;412000;2346000;506900.00;1;1;1.00
C;6762;96;471000;1304000;586520.83;1;1;1.00
C;6919;101;495000;2505000;665029.70;1;2;1.01
C;8344;88;444000;1939000;563272.73;1;2;1.02
C;6235;98;391000;1984000;566469.39;1;1;1.00
C;8547;100;462000;3435000;583980.00;1;1;1.00
C;8725;101;420000;1721000;506039.60;1;1;1.00
C;9305;100;393000;2731000;488700.00;1;1;1.00
C;9309;100;396000;1942000;471070.00;1;1;1.00
C;9495;101;412000;3163000;588623.76;1;2;1.01
C;9688;102;422000;2861000;648245.10;1;2;1.02
C;8907;100;435000;928000;480080.00;1;1;1.00
C;5784;100;612000;2259000;720840.00;1;1;1.00
C;7169;100;533000;2485000;684310.00;1;1;1.00
C;6671;100;455000;1383000;557840.00;1;2;1.02
C;8642;100;411000;2601000;526340.00;1;1;1.00
C;9499;100;416000;2721000;531050.00;1;1;1.00
C;8914;99;426000;2826000;590252.53;1;1;1.00
C;7757;98;442000;1410000;628520.41;1;1;1.00
C;6549;100;433000;2778000;586510.00;1;1;1.00
C;7759;97;439000;1564000;568195.88;1;1;1.00
C;6837;101;461000;2070000;607762.38;1;2;1.01
C;6763;99;473000;2587000;766020.20;1;2;1.01
C;8432;100;450000;2355000;603100.00;1;1;1.00
C;6459;101;418000;3319000;581811.88;1;2;1.01
C;6169;100;384000;1798000;484230.00;1;1;1.00
C;8434;100;452000;1884000;561620.00;1;1;1.00
C;8018;100;411000;1823000;515210.00;1;1;1.00
C;5778;97;607000;2999000;783319.59;1;1;1.00
C;7486;98;537000;2585000;712591.84;1;1;1.00
C;7095;100;520000;2312000;655000.00;1;1;1.00
C;8444;100;458000;973000;509680.00;1;1;1.00
C;7570;97;426000;1595000;511567.01;1;1;1.00
C;6303;100;393000;2619000;510210.00;1;1;1.00
C;8643;97;404000;3485000;567659.79;1;1;1.00
C;7036;100;501000;2533000;634590.00;1;1;1.00
C;6299;98;384000;1625000;495132.65;1;1;1.00
C;6300;100;390000;1625000;502090.00;1;1;1.00
C;7240;100;526000;2134000;659600.00;1;1;1.00
C;6462;100;419000;1934000;544840.00;1;1;1.00
C;6164;100;372000;3266000;563360.00;1;1;1.00
C;6675;99;464000;2296000;737020.20;1;2;1.01
C;6083;98;373000;2015000;462826.53;1;1;1.00
C;6375;101;414000;1241000;523267.33;1;1;1.00
C;7580;99;432000;1249000;549010.10;1;2;1.01
C;8246;98;433000;1671000;536928.57;1;1;1.00
C;8244;100;433000;1207000;487530.00;1;1;1.00
C;8023;98;416000;2874000;591846.94;1;2;1.02
C;8825;100;426000;778000;459470.00;1;1;1.00
C;5779;100;607000;2564000;722080.00;1;1;1.00
C;8236;104;433000;2771000;581990.38;1;2;1.04
C;9390;100;406000;2159000;497590.00;1;1;1.00
C;6613;100;444000;3568000;619260.00;1;3;1.02
C;8906;100;430000;2677000;543020.00;1;1;1.00
C;6159;98;379000;2219000;567112.24;1;1;1.00
C;6301;100;389000;1955000;550830.00;1;1;1.00
C;8541;101;447000;1120000;520356.44;1;1;1.00
C;5931;100;621000;3551000;859570.00;1;1;1.00
C;7485;98;415000;1013000;491030.61;1;1;1.00
C;7490;100;479000;2266000;619140.00;1;1;1.00
C;7761;100;442000;1614000;563830.00;1;1;1.00
C;6969;98;500000;2241000;619673.47;1;1;1.00
C;5858;100;617000;2066000;744070.00;1;1;1.00
C;5920;102;614000;2349000;774607.84;1;2;1.02
C;8099;100;423000;2906000;594500.00;1;1;1.00
C;9677;100;421000;2033000;504960.00;1;1;1.00
C;8248;101;438000;3593000;678326.73;1;2;1.01
C;8648;99;409000;2251000;532434.34;1;2;1.01
C;5850;98;613000;1560000;745469.39;1;1;1.00
C;9018;100;433000;2595000;521750.00;1;1;1.00
C;6377;98;406000;1511000;493908.16;1;1;1.00
C;9030;100;370000;2990000;500370.00;1;1;1.00
C;6678;98;454000;2713000;689816.33;1;1;1.00
C;9310;100;391000;2090000;503240.00;1;1;1.00
C;7242;104;539000;2928000;726201.92;1;1;1.00
C;8168;100;426000;1959000;546000.00;1;1;1.00
C;7494;96;423000;2027000;512031.25;1;1;1.00
C;7239;96;537000;1936000;703510.42;1;1;1.00
C;5854;100;619000;1557000;748680.00;1;1;1.00
C;8912;103;439000;1281000;525485.44;1;2;1.03
C;7398;96;551000;1287000;656145.83;1;1;1.00
C;6381;101;400000;1597000;513405.94;1;2;1.01
C;7038;98;507000;2319000;799285.71;1;1;1.00
C;6162;100;382000;3130000;570260.00;1;1;1.00
C;9028;101;365000;2124000;462217.82;1;1;1.00
C;6681;100;463000;2556000;645540.00;1;1;1.00
C;8090;96;418000;2328000;599520.83;1;1;1.00
C;6977;100;500000;3443000;628410.00;1;1;1.00
C;9599;100;415000;2160000;509890.00;1;1;1.00
C;5694;100;602000;2261000;703710.00;1;1;1.00
C;6010;92;616000;2121000;906086.96;1;1;1.00
C;7661;100;435000;2319000;560050.00;1;1;1.00
C;6384;100;401000;2854000;541070.00;1;1;1.00
C;6761;102;472000;2677000;620656.86;1;2;1.02
C;7572;100;426000;1113000;477790.00;1;1;1.00
C;8555;100;402000;2718000;545740.00;1;1;1.00
C;8553;97;468000;1378000;534865.98;1;2;1.01
C;6538;100;421000;3174000;629450.00;1;1;1.00
C;7752;98;438000;2567000;656326.53;1;1;1.00
C;6165;101;372000;1901000;494059.41;1;2;1.01
C;8556;100;391000;2581000;545800.00;1;1;1.00
C;8726;100;406000;1124000;523580.00;1;2;1.01
C;6084;98;387000;2705000;522653.06;1;1;1.00
C;9210;100;386000;2209000;452880.00;1;1;1.00
C;7666;102;424000;3147000;690147.06;1;2;1.02
C;7873;100;472000;1744000;573560.00;1;1;1.00
C;8443;100;459000;1084000;491290.00;1;1;1.00
C;6616;96;449000;2843000;601583.33;1;1;1.00
C;7566;94;426000;2478000;620553.19;1;2;1.01
C;6674;101;468000;3587000;682693.07;1;2;1.01
C;8813;100;426000;2034000;531370.00;1;1;1.00
C;9303;100;402000;1187000;451940.00;1;1;1.00
C;8015;100;416000;3252000;578170.00;1;1;1.00
C;6979;98;492000;1637000;607683.67;1;1;1.00
C;7656;100;421000;3581000;684320.00;1;1;1.00
C;7248;94;542000;1093000;656606.38;1;1;1.00
C;6090;100;374000;2249000;468030.00;1;1;1.00
C;6008;100;622000;2453000;779690.00;1;1;1.00
C;6846;100;482000;2229000;645720.00;1;1;1.00
C;6088;98;355000;3370000;577612.24;1;1;1.00
C;6972;99;502000;1990000;650272.73;1;1;1.00
C;8538;100;463000;1447000;534330.00;1;1;1.00
C;9395;98;403000;916000;457346.94;1;1;1.00
C;7658;100;434000;1001000;520600.00;1;1;1.00
C;7237;100;537000;1985000;639620.00;1;1;1.00
C;7871;100;451000;1887000;605940.00;1;1;1.00
C;7916;98;471000;2619000;620010.20;1;1;1.00
C;8174;100;431000;1062000;482940.00;1;1;1.00
C;8709;100;413000;1293000;469890.00;1;1;1.00
C;6647;99;464000;2196000;590171.72;1;1;1.00
C;8540;98;467000;2477000;582061.22;1;1;1.00
C;8448;100;458000;2087000;576030.00;1;1;1.00
C;8449;98;460000;2021000;562908.16;1;1;1.00
C;6966;100;500000;2493000;658170.00;1;1;1.00
C;7399;100;556000;2206000;672580.00;1;1;1.00
C;5697;100;598000;3480000;806450.00;1;2;1.02
C;8647;100;403000;923000;456700.00;1;1;1.00
C;7405;98;556000;3340000;707826.53;1;1;1.00
C;8916;100;430000;2586000;563570.00;1;1;1.00
C;6079;100;376000;2970000;545280.00;1;1;1.00
C;8710;96;415000;1067000;469583.33;1;1;1.00
C;6383;96;394000;946000;494437.50;1;1;1.00
C;7403;100;556000;2381000;669740.00;1;1;1.00
C;8650;100;403000;2832000;553120.00;1;1;1.00
C;6831;101;480000;2153000;596178.22;1;1;1.00
C;7322;100;548000;3316000;667010.00;1;1;1.00
C;7749;100;422000;3556000;676090.00;1;1;1.00
C;9024;97;368000;1120000;433690.72;1;1;1.00
C;8096;100;426000;2076000;522540.00;1;1;1.00
C;8334;100;427000;1278000;541270.00;1;1;1.00
C;6682;98;469000;3428000;695979.59;1;1;1.00
C;7035;98;509000;992000;557142.86;1;1;1.00
C;6975;96;486000;2458000;619510.42;1;1;1.00
C;6550;98;444000;2243000;559979.59;1;1;1.00
C;8173;100;430000;2335000;532490.00;1;1;1.00
C;8249;100;445000;2449000;546540.00;1;1;1.00
C;6163;100;373000;2452000;474180.00;1;1;1.00
C;5925;99;622000;1360000;738545.45;1;2;1.01
C;7320;100;546000;1635000;639700.00;1;1;1.00
C;6544;100;425000;2679000;586190.00;1;1;1.00
C;7158;95;512000;1182000;623978.95;1;1;1.00
C;8234;100;433000;1189000;504230.00;1;1;1.00
C;5690;101;601000;1957000;722584.16;1;1;1.00
C;8649;100;411000;2945000;549540.00;1;1;1.00
C;9197;101;390000;2663000;580524.75;1;2;1.01
C;9493;98;410000;2090000;547102.04;1;1;1.00
C;6760;101;457000;2346000;637019.80;1;2;1.01
C;9115;100;371000;1798000;471390.00;1;1;1.00
C;9683;101;430000;2856000;590099.01;1;2;1.01
C;6080;96;371000;3219000;567020.83;1;1;1.00
C;8824;98;427000;2032000;568918.37;1;1;1.00
C;7870;98;465000;1265000;549642.86;1;1;1.00
C;7875;99;447000;1590000;624020.20;1;2;1.04
C;8809;98;432000;2030000;558377.55;1;1;1.00
C;6157;100;378000;2611000;576150.00;1;1;1.00
C;9106;101;376000;1625000;495306.93;1;2;1.03
C;8437;100;450000;3166000;601770.00;1;1;1.00
C;9199;100;386000;1006000;434360.00;1;1;1.00
C;9600;100;414000;2098000;500430.00;1;1;1.00
C;7243;100;540000;3227000;677270.00;1;1;1.00
C;7760;97;442000;2130000;550721.65;1;1;1.00
C;7478;100;560000;2162000;743640.00;1;1;1.00
C;9486;100;408000;1420000;485460.00;1;1;1.00
C;7575;101;430000;694000;466564.36;1;2;1.01
C;8442;102;458000;1966000;581970.59;1;2;1.01
C;9209;100;379000;1879000;475040.00;1;1;1.00
C;9399;100;405000;1971000;520790.00;1;1;1.00
C;9681;100;423000;3092000;584760.00;1;1;1.00
C;6676;100;465000;3243000;660280.00;1;1;1.00
C;9675;96;422000;907000;482875.00;1;1;1.00
C;7922;97;412000;2312000;598711.34;1;1;1.00
C;6974;100;494000;2210000;640940.00;1;1;1.00
C;7872;97;456000;1227000;585659.79;1;1;1.00
C;7924;100;463000;1318000;537400.00;1;1;1.00
C;6832;98;479000;2164000;627571.43;1;1;1.00
C;7669;98;427000;2024000;618234.69;1;1;1.00
C;9311;100;398000;1247000;461110.00;1;1;1.00
C;9020;100;443000;2329000;575930.00;1;1;1.00
C;9384;100;397000;1409000;477950.00;1;1;1.00
C;7098;100;528000;2297000;701230.00;1;1;1.00
C;8720;101;418000;2009000;513910.89;1;1;1.00
C;6646;91;451000;1472000;623670.33;1;1;1.00
C;7482;100;424000;2081000;570940.00;1;1;1.00
C;8435;100;463000;935000;502460.00;1;1;1.00
C;6615;101;446000;2774000;670871.29;1;3;1.02
C;7927;100;471000;1030000;529230.00;1;1;1.00
C;6085;100;385000;2185000;524590.00;1;1;1.00
C;6156;95;336000;1187000;475094.74;1;1;1.00
C;6466;101;401000;2095000;580554.46;1;2;1.01
C;8337;98;436000;2389000;599918.37;1;2;1.01
