TEIL;FA;COUNT;MIN;MAX;AVG;MIN_O;MAX_O;AVG_O
E;7674;100;307000;2863000;514850.00;1;1;1.00
E;8736;99;315000;2303000;494191.92;1;2;1.02
E;7767;100;329000;1558000;465240.00;1;1;1.00
E;9217;100;302000;2559000;413600.00;1;1;1.00
E;9403;100;305000;2704000;496020.00;1;1;1.00
E;6313;102;332000;2843000;686470.59;1;2;1.04
E;7417;101;353000;2092000;509475.25;1;1;1.00
E;6560;100;315000;1482000;422610.00;1;1;1.00
E;6920;100;321000;2088000;456010.00;1;1;1.00
E;7766;97;320000;1162000;480443.30;1;1;1.00
E;9505;99;308000;973000;398343.43;1;1;1.00
E;6771;100;337000;3213000;534960.00;1;1;1.00
E;7933;100;314000;2137000;440290.00;1;1;1.00
E;7180;97;314000;3071000;605154.64;1;1;1.00
E;6557;98;323000;2216000;498622.45;1;1;1.00
E;9312;100;308000;1784000;399110.00;1;1;1.00
E;6922;98;312000;1511000;421591.84;1;1;1.00
E;7497;100;311000;2847000;514270.00;1;1;1.00
E;9696;100;298000;2672000;470010.00;1;2;1.01
E;8182;100;306000;2786000;465700.00;1;1;1.00
E;7337;98;363000;948000;459153.06;1;2;1.01
E;9693;100;317000;2333000;468240.00;1;1;1.00
E;8652;100;320000;2776000;498990.00;1;1;1.00
E;9123;100;301000;2912000;404080.00;1;1;1.00
E;6175;98;342000;2684000;512724.49;1;1;1.00
E;6098;100;319000;2701000;496240.00;1;1;1.00
E;7878;95;334000;3229000;647336.84;1;1;1.00
E;8653;100;309000;923000;374060.00;1;1;1.00
E;7178;98;313000;3118000;525030.61;1;1;1.00
E;7113;100;347000;3091000;584340.00;1;2;1.01
E;7259;100;316000;2603000;536190.00;1;1;1.00
E;6244;100;343000;2858000;513780.00;1;1;1.00
E;5710;98;361000;3010000;614897.96;1;1;1.00
E;8113;100;310000;2830000;453520.00;1;1;1.00
E;8251;96;315000;1474000;408854.17;1;1;1.00
E;7419;94;312000;3031000;533159.57;1;1;1.00
E;8457;100;309000;2481000;491690.00;1;1;1.00
E;8830;100;302000;1270000;406980.00;1;1;1.00
E;8924;100;302000;3306000;553080.00;1;1;1.00
E;9404;101;306000;2401000;449079.21;1;1;1.00
E;7501;100;314000;3339000;404880.00;1;1;1.00
E;8456;101;316000;2357000;497267.33;1;2;1.01
E;9603;98;309000;1772000;451622.45;1;1;1.00
E;7043;100;310000;2676000;431430.00;1;2;1.01
E;8561;101;293000;2314000;570247.52;1;1;1.00
E;9508;101;305000;3162000;534534.65;1;2;1.01
E;5707;98;361000;2239000;624102.04;1;1;1.00
E;8355;98;313000;507000;350306.12;1;1;1.00
E;7770;98;291000;3548000;526010.20;1;1;1.00
E;7764;98;355000;2915000;512459.18;1;1;1.00
E;5705;100;358000;1628000;528350.00;1;2;1.03
E;9033;100;311000;2423000;436310.00;1;1;1.00
E;9405;99;306000;1530000;412040.40;1;1;1.00
E;7046;100;336000;3559000;527830.00;1;1;1.00
E;8557;99;309000;3392000;572535.35;1;1;1.00
E;9120;100;304000;2942000;534500.00;1;1;1.00
E;8655;99;309000;3516000;506747.47;1;2;1.01
E;9124;100;300000;2583000;517410.00;1;1;1.00
E;6099;100;333000;2722000;492740.00;1;1;1.00
E;9605;98;309000;1046000;427397.96;1;1;1.00
E;6093;99;336000;2386000;535050.51;1;1;1.00
E;6170;98;335000;2042000;552010.20;1;1;1.00
E;7044;98;311000;1478000;458479.59;1;1;1.00
E;7258;98;322000;1419000;443938.78;1;1;1.00
E;8728;100;318000;718000;388810.00;1;1;1.00
E;8729;100;317000;1700000;416690.00;1;1;1.00
E;8732;98;310000;1210000;412071.43;1;1;1.00
E;7256;99;315000;1771000;480555.56;1;1;1.00
E;6906;40;317000;3385000;710450.00;1;1;1.00
E;5706;98;358000;3075000;604989.80;1;2;1.03
E;9408;99;320000;1581000;450464.65;1;1;1.00
E;9608;100;300000;1542000;426720.00;1;1;1.00
E;9511;97;305000;2932000;439257.73;1;1;1.00
E;5791;101;348000;2865000;575495.05;1;2;1.01
E;7174;99;348000;3568000;669878.79;1;2;1.01
E;7416;98;373000;2977000;577030.61;1;1;1.00
E;8454;100;310000;1413000;426940.00;1;1;1.00
E;6555;100;314000;2053000;463670.00;1;1;1.00
E;9316;98;305000;3053000;453704.08;1;1;1.00
E;6173;100;339000;3320000;547070.00;1;1;1.00
E;7879;98;342000;3405000;621387.76;1;1;1.00
E;8257;100;314000;1417000;399480.00;1;1;1.00
E;5859;100;352000;2970000;624510.00;1;1;1.00
E;6314;98;331000;3309000;508122.45;1;1;1.00
E;6924;100;292000;2516000;553600.00;1;1;1.00
E;7675;98;309000;2030000;444734.69;1;1;1.00
E;9410;98;310000;3036000;440459.18;1;1;1.00
E;8178;100;304000;2486000;494010.00;1;1;1.00
E;8253;100;281000;2075000;478140.00;1;1;1.00
E;9318;99;307000;1082000;408787.88;1;1;1.00
E;7934;98;304000;2265000;481214.29;1;1;1.00
E;7334;98;318000;1962000;499500.00;1;1;1.00
E;9512;98;306000;2801000;509571.43;1;1;1.00
E;7932;100;305000;1436000;429180.00;1;1;1.00
E;6021;98;337000;868000;451081.63;1;1;1.00
E;8179;101;313000;1377000;392099.01;1;1;1.00
E;6391;100;300000;2618000;447410.00;1;1;1.00
E;6685;100;320000;3429000;607790.00;1;1;1.00
E;6396;100;340000;2700000;505410.00;1;1;1.00
E;5937;98;345000;1757000;515428.57;1;1;1.00
E;6982;99;322000;2476000;481474.75;1;2;1.01
E;7415;100;328000;2101000;490750.00;1;1;1.00
E;7769;98;325000;2855000;514153.06;1;1;1.00
E;6478;98;312000;2264000;494510.20;1;1;1.00
E;8352;98;320000;3542000;465255.10;1;1;1.00
E;8354;98;305000;3077000;462510.20;1;1;1.00
E;8460;100;307000;2861000;437040.00;1;1;1.00
E;8733;100;312000;2749000;516390.00;1;1;1.00
E;7495;102;290000;2648000;443921.57;1;3;1.02
E;5939;100;364000;2767000;581120.00;1;1;1.00
E;6766;99;338000;2966000;584464.65;1;1;1.00
E;8452;97;296000;2880000;543144.33;1;1;1.00
E;9317;100;306000;1606000;412250.00;1;1;1.00
E;6097;102;332000;3535000;535676.47;1;2;1.04
E;8656;101;320000;2126000;426485.15;1;1;1.00
E;7340;100;314000;3053000;529680.00;1;1;1.00
E;8829;98;322000;880000;386775.51;1;1;1.00
E;5709;100;366000;2004000;525800.00;1;1;1.00
E;9213;98;299000;1766000;424183.67;1;1;1.00
E;6095;100;315000;1814000;469770.00;1;1;1.00
E;9121;99;303000;1087000;421474.75;1;2;1.01
E;5863;100;345000;2464000;484260.00;1;1;1.00
E;7414;103;312000;2492000;497834.95;1;2;1.02
E;8110;100;305000;2450000;458670.00;1;1;1.00
E;8932;100;310000;2147000;467560.00;1;1;1.00
E;9402;100;316000;1967000;420320.00;1;1;1.00
E;6479;101;313000;3205000;462356.44;1;2;1.01
E;7881;100;304000;3176000;413360.00;1;1;1.00
E;9313;100;299000;2325000;467500.00;1;1;1.00
E;9319;100;308000;843000;376530.00;1;1;1.00
E;8025;99;305000;2123000;489808.08;1;1;1.00
E;6848;100;337000;2894000;519880.00;1;1;1.00
E;8252;100;312000;2706000;435450.00;1;1;1.00
E;9407;101;309000;3184000;496019.80;1;2;1.01
E;9212;100;299000;2542000;478730.00;1;1;1.00
E;8565;98;316000;1036000;424000.00;1;1;1.00
E;7179;100;313000;3106000;477630.00;1;1;1.00
E;6096;98;333000;1694000;479908.16;1;1;1.00
E;8353;97;324000;1055000;387773.20;1;1;1.00
E;6768;100;335000;2792000;509900.00;1;1;1.00
E;7336;100;313000;2845000;572630.00;1;2;1.01
E;6390;99;315000;2211000;431393.94;1;2;1.01
E;6393;100;281000;2037000;420740.00;1;1;1.00
E;6559;96;315000;2892000;568906.25;1;1;1.00
E;6649;103;325000;2310000;528747.57;1;2;1.03
E;6980;101;320000;1779000;450138.61;1;2;1.01
E;6092;100;335000;2547000;598660.00;1;2;1.01
E;7581;104;342000;3079000;581211.54;1;2;1.04
E;8258;101;301000;2760000;504811.88;1;2;1.01
E;6553;100;314000;2008000;444090.00;1;1;1.00
E;7880;97;303000;2769000;566731.96;1;1;1.00
E;9125;100;309000;2017000;411670.00;1;1;1.00
E;6392;98;317000;1312000;421775.51;1;1;1.00
E;6481;100;313000;3098000;500650.00;1;2;1.02
E;6242;98;337000;3315000;609867.35;1;1;1.00
E;7042;102;312000;3077000;457852.94;1;2;1.01
E;8256;100;303000;2608000;465980.00;1;1;1.00
E;8453;100;306000;1480000;405830.00;1;1;1.00
E;8455;98;308000;2218000;461540.82;1;1;1.00
E;9506;101;305000;1775000;505227.72;1;2;1.01
E;8254;100;310000;1571000;394110.00;1;1;1.00
E;6017;100;363000;1898000;499890.00;1;1;1.00
E;6558;94;323000;2348000;615957.45;1;1;1.00
E;6984;100;322000;1468000;432580.00;1;1;1.00
E;9601;99;305000;2332000;474929.29;1;1;1.00
E;6397;98;339000;1588000;509959.18;1;1;1.00
E;8180;100;305000;2493000;538960.00;1;1;1.00
E;8357;96;305000;753000;364093.75;1;1;1.00
E;9036;103;305000;2567000;500359.22;1;2;1.03
E;5865;99;344000;1325000;556282.83;1;2;1.01
E;8108;100;316000;1605000;422890.00;1;1;1.00
E;8927;100;307000;3449000;693740.00;1;1;1.00
E;8657;98;320000;2549000;525275.51;1;1;1.00
E;8832;98;300000;1413000;439153.06;1;1;1.00
E;5788;98;357000;1447000;484785.71;1;1;1.00
E;9219;98;313000;1553000;443173.47;1;1;1.00
E;6020;100;334000;3153000;516240.00;1;1;1.00
E;7112;98;349000;1654000;509591.84;1;1;1.00
E;9118;99;316000;3339000;687535.35;1;1;1.00
E;8564;100;318000;2273000;444660.00;1;1;1.00
E;7421;98;315000;1074000;411153.06;1;1;1.00
E;8562;102;316000;2815000;491705.88;1;2;1.01
E;9038;100;315000;1687000;423120.00;1;1;1.00
E;7498;100;324000;2706000;448200.00;1;1;1.00
E;9602;100;315000;861000;356640.00;1;1;1.00
E;7936;100;305000;1378000;387560.00;1;1;1.00
E;6981;100;319000;2697000;489130.00;1;1;1.00
E;6241;98;338000;2153000;604020.41;1;1;1.00
E;9041;101;297000;1723000;445465.35;1;1;1.00
E;6016;96;365000;3108000;699291.67;1;1;1.00
E;9314;98;304000;618000;352918.37;1;1;1.00
E;6318;100;314000;2993000;514980.00;1;1;1.00
E;5785;100;359000;2961000;595170.00;1;1;1.00
E;6687;100;334000;2922000;507490.00;1;1;1.00
E;9607;100;310000;2658000;455210.00;1;1;1.00
E;8458;98;320000;1497000;408285.71;1;1;1.00
E;6767;58;320000;1389000;459448.28;1;1;1.00
E;7335;100;314000;3017000;523010.00;1;1;1.00
E;9040;100;306000;2571000;443000.00;1;1;1.00
E;7500;100;313000;2859000;503400.00;1;1;1.00
E;9034;100;310000;2145000;502270.00;1;1;1.00
E;8028;100;302000;2689000;459110.00;1;1;1.00
E;9509;100;307000;825000;375110.00;1;1;1.00
E;6686;100;319000;2308000;534360.00;1;1;1.00
E;6770;98;336000;3255000;533346.94;1;1;1.00
E;8560;100;305000;828000;374080.00;1;1;1.00
E;9606;100;309000;3384000;483060.00;1;1;1.00
E;6619;100;316000;2684000;546240.00;1;1;1.00
E;6315;98;293000;2092000;507163.27;1;1;1.00
E;7673;100;304000;1833000;487140.00;1;1;1.00
E;9216;100;311000;1007000;389580.00;1;1;1.00
E;9504;95;268000;3235000;495505.26;1;1;1.00
E;7339;96;315000;3021000;505843.75;1;1;1.00
E;6018;100;333000;1595000;466040.00;1;1;1.00
E;6850;98;358000;2863000;616448.98;1;1;1.00
E;5938;100;347000;2572000;550250.00;1;1;1.00
E;5708;101;359000;2829000;565574.26;1;2;1.01
E;7420;100;315000;1728000;452410.00;1;1;1.00
E;8259;98;319000;1117000;393520.41;1;1;1.00
E;5790;101;346000;3027000;692821.78;1;2;1.01
E;6174;100;340000;1778000;512880.00;1;1;1.00
E;8351;98;319000;1261000;434336.73;1;2;1.03
E;8731;100;319000;2555000;433500.00;1;1;1.00
E;6765;100;320000;2985000;702470.00;1;1;1.00
E;8930;100;318000;2405000;441160.00;1;1;1.00
E;7114;100;347000;3203000;629270.00;1;1;1.00
E;6317;98;299000;2875000;473244.90;1;1;1.00
E;9211;99;267000;2451000;459989.90;1;1;1.00
E;8106;101;314000;2193000;456811.88;1;1;1.00
E;9507;100;291000;2408000;479440.00;1;1;1.00
E;6477;100;297000;2635000;551060.00;1;1;1.00
E;5940;99;362000;1915000;551414.14;1;2;1.01
E;6650;97;285000;1032000;434701.03;1;2;1.01
E;8024;98;306000;3059000;483928.57;1;1;1.00
E;7583;101;312000;2802000;491386.14;1;1;1.00
E;6019;100;333000;3066000;517080.00;1;1;1.00
E;9604;100;318000;2483000;447810.00;1;1;1.00
E;5711;102;362000;1998000;524137.25;1;2;1.02
E;6176;100;338000;1981000;505730.00;1;1;1.00
E;8828;101;315000;2600000;486623.76;1;1;1.00
E;9692;98;311000;1542000;409112.24;1;1;1.00
E;7671;97;325000;3435000;586216.49;1;1;1.00
E;7937;100;312000;1369000;401270.00;1;1;1.00
E;8026;100;298000;2829000;446090.00;1;1;1.00
E;6316;100;308000;1576000;444630.00;1;1;1.00
E;5786;100;357000;2622000;535710.00;1;1;1.00
E;5944;98;394000;2795000;592244.90;1;1;1.00
E;6476;98;334000;1835000;517438.78;1;1;1.00
E;7111;100;314000;2876000;494040.00;1;1;1.00
E;7676;100;308000;2650000;498730.00;1;1;1.00
E;7255;96;297000;1542000;512083.33;1;1;1.00
E;7586;97;322000;2451000;621041.24;1;1;1.00
E;7677;100;303000;1001000;386840.00;1;1;1.00
E;7257;100;313000;2410000;441340.00;1;1;1.00
E;8030;98;300000;1528000;477826.53;1;1;1.00
E;8730;98;317000;2697000;469785.71;1;1;1.00
E;8734;101;314000;1887000;451198.02;1;1;1.00
E;8558;197;296000;3335000;525304.57;1;1;1.00
E;8358;98;304000;902000;375438.78;1;1;1.00
E;8834;98;309000;2715000;451775.51;1;1;1.00
E;8926;98;319000;1926000;451000.00;1;1;1.00
E;8183;100;306000;3418000;466570.00;1;1;1.00
E;8928;100;285000;2689000;466730.00;1;1;1.00
E;6690;97;326000;3393000;565876.29;1;1;1.00
E;9037;98;303000;846000;379030.61;1;1;1.00
E;9406;98;307000;721000;368775.51;1;1;1.00
E;7582;99;328000;1014000;473090.91;1;1;1.00
E;5943;100;373000;1848000;515030.00;1;1;1.00
E;8107;98;314000;2847000;463704.08;1;1;1.00
E;8255;96;271000;2363000;453906.25;1;1;1.00
E;8356;96;305000;2166000;504895.83;1;1;1.00
E;8929;101;308000;1876000;476891.09;1;2;1.03
E;5864;98;363000;3509000;578071.43;1;1;1.00
E;5936;99;352000;2627000;638060.61;1;1;1.00
E;7768;99;316000;2607000;472676.77;1;1;1.00
E;8027;98;311000;1971000;486500.00;1;1;1.00
E;8451;97;313000;2800000;491154.64;1;1;1.00
E;9214;100;303000;1566000;437690.00;1;1;1.00
E;8111;100;284000;2625000;522360.00;1;1;1.00
E;6094;97;331000;3088000;565484.54;1;1;1.00
E;8109;100;306000;2651000;460620.00;1;1;1.00
E;6554;100;275000;2485000;531260.00;1;1;1.00
E;9695;101;307000;1519000;483009.90;1;1;1.00
E;9215;100;312000;2484000;427670.00;1;1;1.00
E;7765;100;314000;2646000;532240.00;1;1;1.00
E;7835;103;348000;3231000;765601.94;1;2;1.03
E;7181;100;314000;1724000;402670.00;1;1;1.00
E;6246;100;342000;2519000;497110.00;1;1;1.00
E;7502;100;292000;3536000;504260.00;1;1;1.00
E;9315;100;313000;1839000;433950.00;1;1;1.00
E;8831;100;301000;2605000;483990.00;1;1;1.00
E;6769;96;321000;2278000;655635.42;1;1;1.00
E;7175;100;324000;2045000;444080.00;1;1;1.00
E;6394;98;316000;1999000;479704.08;1;1;1.00
E;7670;101;314000;2453000;458396.04;1;2;1.01
E;8112;98;306000;1930000;423877.55;1;1;1.00
E;8931;98;308000;1391000;455867.35;1;1;1.00
E;7763;96;335000;2878000;495375.00;1;2;1.01
E;7252;99;315000;1954000;462565.66;1;2;1.01
E;6245;98;342000;3254000;503081.63;1;1;1.00
E;9218;100;301000;1390000;377320.00;1;1;1.00
E;7041;100;311000;2645000;438600.00;1;1;1.00
E;5787;101;356000;2699000;667207.92;1;2;1.01
E;7045;100;355000;2146000;498440.00;1;1;1.00
E;6854;99;334000;3022000;627151.52;1;2;1.01
E;6851;100;339000;2112000;485990.00;1;1;1.00
E;6985;100;328000;2712000;587080.00;1;1;1.00
E;9510;100;305000;1830000;447210.00;1;1;1.00
E;5862;100;347000;1739000;503480.00;1;1;1.00
E;7115;96;348000;3393000;636322.92;1;2;1.01
E;9691;100;314000;2543000;428950.00;1;1;1.00
E;5941;98;349000;1730000;500867.35;1;1;1.00
E;9035;98;317000;2581000;457397.96;1;1;1.00
E;5861;103;347000;2426000;523757.28;1;2;1.03
E;5942;98;350000;2484000;535132.65;1;1;1.00
E;6921;98;313000;762000;379224.49;1;1;1.00
E;8566;99;296000;1888000;499252.53;1;2;1.01
E;8925;100;317000;2609000;473870.00;1;1;1.00
E;7939;98;322000;838000;402785.71;1;1;1.00
E;9694;98;308000;2753000;397153.06;1;1;1.00
E;6620;98;333000;866000;416061.22;1;1;1.00
E;8184;100;293000;2140000;471700.00;1;1;1.00
E;8735;100;322000;2577000;456180.00;1;1;1.00
E;7938;98;288000;2114000;492887.76;1;1;1.00
E;6849;100;347000;2190000;566580.00;1;1;1.00
E;7836;99;324000;1966000;562959.60;1;2;1.01
E;7338;96;336000;2531000;560645.83;1;1;1.00
E;6475;98;341000;1659000;488744.90;1;1;1.00
E;5860;98;347000;2025000;617897.96;1;1;1.00
E;6847;98;337000;2202000;533571.43;1;1;1.00
E;7177;100;308000;2545000;497270.00;1;1;1.00
E;6395;98;318000;2356000;549673.47;1;1;1.00
E;7496;98;308000;2376000;454459.18;1;1;1.00
E;6691;99;355000;2160000;614909.09;1;2;1.01
E;7584;100;309000;2048000;442810.00;1;1;1.00
E;8029;98;302000;1646000;412000.00;1;1;1.00
E;9122;99;299000;1488000;452949.49;1;2;1.01
E;7418;95;384000;1933000;525084.21;1;1;1.00
E;6171;100;335000;2710000;500410.00;1;1;1.00
E;6480;101;312000;2271000;617049.50;1;2;1.01
E;7176;100;310000;3200000;467350.00;1;1;1.00
E;7588;100;324000;1721000;440540.00;1;1;1.00
E;6621;100;288000;2073000;450700.00;1;1;1.00
E;8459;100;320000;2541000;459240.00;1;1;1.00
E;5789;100;362000;1850000;487020.00;1;1;1.00
E;9119;100;316000;1514000;409370.00;1;2;1.01
E;9039;100;306000;2313000;468230.00;1;1;1.00
E;8181;98;311000;1496000;438693.88;1;1;1.00
E;7837;98;327000;2982000;659112.24;1;1;1.00
E;7253;98;317000;1241000;437173.47;1;2;1.01
E;6319;98;304000;1342000;501489.80;1;1;1.00
E;8827;99;315000;2011000;425262.63;1;1;1.00
E;9513;101;306000;2295000;483346.53;1;2;1.01
E;6243;97;356000;1398000;471134.02;1;1;1.00
E;8654;97;309000;1401000;472144.33;1;1;1.00
E;6556;95;283000;3277000;521136.84;1;2;1.02
E;6688;98;299000;1998000;517000.00;1;1;1.00
E;6689;101;327000;1149000;440049.50;1;2;1.01
E;7838;100;347000;1872000;552580.00;1;1;1.00
F;6054;91;304000;1638000;438846.15;1;2;1.01
F;7806;90;274000;1106000;397255.56;1;1;1.00
F;9656;87;264000;1457000;387862.07;1;1;1.00
F;7978;90;281000;2282000;402177.78;1;1;1.00
F;7140;90;286000;1435000;445600.00;1;1;1.00
F;9555;95;427000;2682000;631105.26;1;2;1.07
F;6729;86;273000;2166000;505139.53;1;1;1.00
F;8310;91;285000;1135000;375747.25;1;2;1.01
F;8513;90;285000;3486000;445688.89;1;1;1.00
F;7076;90;285000;3123000;404111.11;1;1;1.00
F;9452;88;392000;2060000;561931.82;1;1;1.00
F;7459;90;287000;2049000;446511.11;1;1;1.00
F;5983;90;302000;2574000;421477.78;1;1;1.00
F;7980;90;281000;2021000;457300.00;1;1;1.00
F;7454;88;293000;1666000;409545.45;1;1;1.00
F;7979;88;268000;1789000;382329.55;1;1;1.00
F;5977;88;305000;1946000;484806.82;1;1;1.00
F;6805;88;262000;2926000;557613.64;1;1;1.00
F;8788;89;284000;3193000;512033.71;1;2;1.01
F;9456;90;288000;1415000;406088.89;1;1;1.00
F;7296;89;281000;2096000;517056.18;1;1;1.00
F;8980;88;285000;1210000;372897.73;1;1;1.00
F;7142;88;286000;1517000;421897.73;1;1;1.00
F;7379;88;289000;559000;350704.55;1;1;1.00
F;8506;90;282000;2985000;470166.67;1;1;1.00
F;5748;90;303000;2447000;459111.11;1;1;1.00
F;9166;90;289000;2279000;418566.67;1;1;1.00
F;5827;89;304000;2488000;464056.18;1;1;1.00
F;6351;88;271000;2357000;497704.55;1;1;1.00
F;8068;90;283000;1082000;378700.00;1;1;1.00
F;7298;90;286000;3510000;462766.67;1;1;1.00
F;8512;90;285000;1764000;410555.56;1;1;1.00
F;7718;88;279000;1821000;349738.64;1;1;1.00
F;6135;88;303000;2959000;466420.45;1;1;1.00
F;8069;87;283000;2834000;495988.51;1;1;1.00
F;8981;90;287000;1447000;403933.33;1;1;1.00
F;7975;90;280000;2476000;489255.56;1;1;1.00
F;9257;87;373000;3045000;529494.25;1;1;1.00
F;8503;89;290000;2062000;410292.13;1;1;1.00
F;8613;90;284000;2070000;427411.11;1;1;1.00
F;9356;88;408000;1932000;527954.55;1;1;1.00
F;7804;90;280000;561000;329066.67;1;1;1.00
F;5984;88;308000;1295000;391840.91;1;1;1.00
F;7539;88;286000;3375000;480159.09;1;1;1.00
F;6059;90;301000;3470000;470377.78;1;1;1.00
F;6139;90;302000;1454000;445922.22;1;1;1.00
F;7635;88;279000;990000;357909.09;1;1;1.00
F;8070;87;285000;986000;407137.93;1;1;1.00
F;8975;90;286000;1421000;397600.00;1;1;1.00
F;5978;91;306000;2595000;484714.29;1;2;1.01
F;6812;90;286000;769000;350577.78;1;1;1.00
F;6438;90;281000;1285000;390744.44;1;1;1.00
F;7374;89;284000;3068000;562764.04;1;2;1.01
F;9646;90;440000;2413000;570644.44;1;1;1.00
F;9258;90;400000;1988000;591933.33;1;1;1.00
F;8511;90;286000;3436000;461277.78;1;1;1.00
F;7631;90;281000;1419000;442444.44;1;1;1.00
F;6132;88;305000;1611000;463965.91;1;1;1.00
F;6725;90;282000;2279000;451166.67;1;1;1.00
F;7014;90;294000;3079000;416733.33;1;1;1.00
F;7214;91;289000;2167000;446593.41;1;2;1.01
F;5899;90;306000;803000;385166.67;1;1;1.00
F;6895;90;300000;2292000;456833.33;1;1;1.00
F;8212;88;282000;3213000;485318.18;1;1;1.00
F;8406;89;282000;2047000;420662.92;1;1;1.00
F;7543;90;288000;2136000;465877.78;1;1;1.00
F;6133;90;305000;1075000;372366.67;1;1;1.00
F;6434;90;272000;3598000;564355.56;1;1;1.00
F;6518;88;280000;1351000;379465.91;1;1;1.00
F;6437;90;282000;2794000;489577.78;1;1;1.00
F;7376;91;285000;3480000;488065.93;1;1;1.00
F;7375;90;284000;2475000;485900.00;1;1;1.00
F;7457;90;288000;2498000;483777.78;1;1;1.00
F;8686;90;285000;2487000;417844.44;1;1;1.00
F;8510;90;287000;1364000;388466.67;1;1;1.00
F;8977;90;284000;2489000;453422.22;1;1;1.00
F;8984;91;287000;2037000;460208.79;1;2;1.01
F;6137;90;302000;1888000;464300.00;1;1;1.00
F;8690;90;284000;1582000;382633.33;1;1;1.00
F;8153;88;284000;3501000;496556.82;1;1;1.00
F;9163;90;390000;2244000;487088.89;1;1;1.00
F;6214;90;308000;1573000;447788.89;1;1;1.00
F;6432;90;274000;1304000;395111.11;1;1;1.00
F;7721;90;275000;1784000;377766.67;1;1;1.00
F;7723;89;276000;1106000;360359.55;1;1;1.00
F;6352;90;285000;2484000;504588.89;1;1;1.00
F;7900;88;288000;976000;328693.18;1;1;1.00
F;6807;90;284000;3268000;541055.56;1;1;1.00
F;8148;88;284000;3257000;575750.00;1;2;1.02
F;8617;85;292000;2049000;431294.12;1;1;1.00
F;7219;89;291000;3433000;466921.35;1;1;1.00
F;7808;93;277000;2961000;500956.99;1;2;1.03
F;6813;90;260000;2608000;442322.22;1;1;1.00
F;8689;90;281000;2776000;432211.11;1;1;1.00
F;9360;90;416000;779000;452055.56;1;1;1.00
F;8313;87;288000;1523000;457252.87;1;1;1.00
F;9260;90;399000;3279000;546188.89;1;1;1.00
F;9454;90;428000;3144000;535644.44;1;1;1.00
F;6211;90;314000;1884000;490977.78;1;1;1.00
F;7380;90;287000;3354000;485155.56;1;1;1.00
F;8780;90;284000;2339000;428977.78;1;1;1.00
F;8152;90;284000;2196000;380077.78;1;1;1.00
F;8878;90;283000;1960000;383233.33;1;1;1.00
F;8877;90;287000;1810000;469711.11;1;1;1.00
F;7302;90;293000;2717000;471244.44;1;1;1.00
F;8303;88;284000;852000;365045.45;1;1;1.00
F;8978;90;287000;1866000;394688.89;1;1;1.00
F;6282;91;290000;3203000;437681.32;1;2;1.01
F;8407;90;288000;2918000;446077.78;1;1;1.00
F;7811;90;279000;2821000;476011.11;1;1;1.00
F;6057;90;301000;769000;377211.11;1;1;1.00
F;7455;90;284000;2541000;477911.11;1;1;1.00
F;7079;88;292000;2697000;634727.27;1;1;1.00
F;6953;88;291000;1426000;418625.00;1;1;1.00
F;6890;90;297000;2303000;460911.11;1;1;1.00
F;7630;88;281000;864000;408556.82;1;1;1.00
F;5828;88;307000;1848000;458397.73;1;1;1.00
F;9363;90;290000;1449000;395344.44;1;1;1.00
F;9728;90;275000;1380000;407155.56;1;1;1.00
F;7372;90;285000;2839000;433355.56;1;1;1.00
F;8403;88;285000;1833000;422556.82;1;1;1.00
F;8614;90;284000;3064000;427266.67;1;1;1.00
F;9362;90;294000;859000;362522.22;1;1;1.00
F;6431;88;272000;1301000;405545.45;1;1;1.00
F;6598;89;285000;2528000;490314.61;1;2;1.01
F;6896;88;300000;2335000;442988.64;1;1;1.00
F;6134;91;303000;2460000;479846.15;1;1;1.00
F;6639;89;288000;2145000;447797.75;1;1;1.00
F;7805;89;279000;1682000;403460.67;1;2;1.01
F;9169;90;288000;2197000;408500.00;1;1;1.00
F;6279;90;287000;2298000;411344.44;1;1;1.00
F;6808;90;288000;732000;341000.00;1;1;1.00
F;8312;88;287000;1434000;417397.73;1;1;1.00
F;8884;90;283000;2411000;417622.22;1;1;1.00
F;6726;90;283000;2991000;384711.11;1;1;1.00
F;7627;88;285000;1493000;443397.73;1;1;1.00
F;9083;90;291000;2800000;425722.22;1;1;1.00
F;9160;90;390000;2406000;519977.78;1;1;1.00
F;9361;90;290000;1553000;415077.78;1;1;1.00
F;9457;90;288000;2294000;430533.33;1;1;1.00
F;9460;90;402000;1756000;528211.11;1;1;1.00
F;9730;90;445000;1821000;525222.22;1;1;1.00
F;9556;88;428000;1197000;510806.82;1;1;1.00
F;8314;87;287000;2689000;406448.28;1;1;1.00
F;8886;90;286000;3466000;457144.44;1;1;1.00
F;6355;88;274000;1737000;485443.18;1;1;1.00
F;6439;90;279000;2510000;502833.33;1;1;1.00
F;7218;90;291000;2919000;433811.11;1;1;1.00
F;7626;90;288000;2394000;490744.44;1;1;1.00
F;7859;88;280000;3439000;466511.36;1;1;1.00
F;7544;88;290000;1848000;411806.82;1;1;1.00
F;8779;90;282000;1150000;356655.56;1;1;1.00
F;9364;90;290000;2098000;434866.67;1;1;1.00
F;8619;90;290000;3291000;457377.78;1;1;1.00
F;9648;91;439000;1273000;548307.69;1;1;1.00
F;7216;88;283000;2532000;494215.91;1;1;1.00
F;6433;92;269000;3042000;608217.39;1;2;1.02
F;5754;90;304000;1935000;388177.78;1;1;1.00
F;6209;90;356000;3176000;536633.33;1;1;1.00
