TEIL;FA;COUNT;MIN;MAX;AVG;
B;006401;98;292;2566;502.5000
B;006402;100;292;2881;508.9900
B;006403;101;294;6762;783.3168
B;006404;99;378;25975;1161.9091
B;006451;100;298;4826;579.5200
B;006452;99;376;7597;760.5758
B;006482;100;307;199605;4429.1100
B;006483;100;303;3945;553.1800
B;006484;101;282;4377;565.5248
B;006485;99;284;26652;1150.6465
B;006486;99;280;2790;533.5354
B;006487;100;260;2896;505.5700
B;006561;100;293;2907;493.4300
B;006562;199;280;25032;871.3618
B;006564;100;278;204536;5208.3800
B;006565;99;284;26918;1039.3333
B;006566;99;285;56621;1113.8081
B;006567;101;286;208363;3270.1584
B;006568;98;295;205402;2683.9694
B;006622;100;294;3334;671.5100
B;006623;99;308;26490;1200.4848
B;006624;100;313;4236;781.4000
B;006651;100;294;67489;2574.4000
B;006652;103;298;461171;14058.2816
B;006692;97;289;3345;458.8763
B;006693;100;291;27291;1020.7800
B;006694;100;292;5596;628.1000
B;006695;99;270;5771;588.7778
B;006696;100;292;29573;1258.1200
B;006697;100;291;6315;736.6000
B;006698;100;305;27378;1246.0800
B;006772;100;305;12448;1237.7900
B;006773;101;293;201859;6894.0891
B;006774;100;292;155475;2277.3100
B;006775;98;295;5546;757.4694
B;006776;99;296;27394;1471.3737
B;006777;100;293;18575;1623.3600
B;006778;100;291;3254;440.7300
B;006855;100;285;3460;563.0100
B;006856;100;285;2759;532.1600
B;006857;100;285;25988;1058.9600
B;006858;100;285;3649;844.1200
B;006860;100;289;2336;472.0100
B;006861;100;290;25314;904.7900
B;006862;98;280;3175;577.6224
B;006925;99;292;6414;847.5859
B;006926;99;276;2050;460.8889
B;006927;100;288;26069;1336.4000
B;006928;100;286;2879;486.2100
B;006929;100;277;2899;477.2700
B;006986;100;296;2187;410.1400
B;006987;99;287;2641;475.2525
B;006988;98;296;25295;996.9184
B;006989;100;289;3141;563.6800
B;006990;100;299;2949;521.5500
B;006991;99;299;5762;637.3535
B;007047;100;284;372303;8109.8700
B;007048;102;363;3879;675.3529
B;007049;98;284;3692;582.8776
B;007050;100;288;2862;482.4800
B;007051;100;288;26691;1216.2000
B;007052;100;290;3167;515.6500
B;007053;100;291;12541;1192.9300
B;007105;100;285;39383;1701.3800
B;007106;100;288;3565;594.8200
B;007107;100;287;25821;1053.6000
B;007108;100;293;2391;544.9400
B;007109;100;290;2272;477.3700
B;007110;100;290;4458;546.8900
B;007182;100;293;28773;1179.8700
B;007183;100;287;229189;5136.3500
B;007184;100;288;3349;477.7200
B;007185;100;292;27865;1082.2100
B;007187;100;291;2716;456.6900
B;007188;100;290;26440;1041.5000
B;007260;100;277;3274;533.4000
B;007261;100;287;3129;512.9300
B;007262;100;288;27833;1119.4200
B;007263;100;290;2439;438.1600
B;007264;100;289;2891;516.3000
B;007265;100;290;2109;444.5400
B;007266;100;290;26026;1037.7900
B;007267;100;290;2441;428.1700
B;007341;100;279;26005;1194.7700
B;007342;99;291;4961;500.3030
B;007343;100;289;1604;375.5400
B;007344;99;288;2489;576.1111
B;007345;100;289;29479;1087.3800
B;007346;101;292;79003;1827.3267
B;007347;100;292;27675;1164.5600
B;007422;99;294;6962;625.5253
B;007423;100;285;6708;624.8100
B;007424;100;287;229372;5021.1200
B;007425;100;290;40826;1631.5800
B;007426;100;290;8902;938.0900
B;007427;100;284;57401;1635.6000
B;007428;100;293;5525;570.8000
B;007503;103;297;380137;12387.6699
B;007504;97;292;2598;497.0000
B;007505;100;284;26215;1003.1100
B;007506;101;292;3177;475.5842
B;007507;99;292;3545;583.5657
B;007508;100;308;25722;940.5200
B;007509;100;304;10768;849.1400
B;007555;99;292;3756;541.5758
B;007589;100;298;199258;4891.9800
B;007590;99;298;5386;717.5960
B;007591;100;287;3715;477.1300
B;007592;100;282;8380;601.3300
B;007593;100;303;3424;567.0500
B;007594;100;303;2700;466.4000
B;007595;100;302;25646;1053.7800
B;007596;100;302;2343;493.0200
B;007597;100;294;229655;5286.8200
B;007678;100;279;3146;489.2700
B;007679;100;286;4785;462.5900
B;007680;99;286;56488;1941.1919
B;007681;100;290;57021;1708.2200
B;007682;100;283;7523;609.1000
B;007683;100;286;2583;465.9800
B;007771;100;286;1883;471.1800
B;007772;101;286;26269;1041.2673
B;007773;99;289;3642;520.6465
B;007774;103;285;157079;2016.8835
B;007775;97;295;12556;795.4742
B;007776;100;293;285651;6384.0200
B;007777;100;292;2637;551.1200
B;007839;100;290;57072;1816.9000
B;007840;100;281;2924;489.7800
B;007841;100;286;58482;1691.2200
B;007842;100;293;1461;444.5600
B;007882;100;301;1559;457.0500
B;007883;100;293;56275;1479.3700
B;007884;100;295;2971;514.8600
B;007885;100;287;250724;5420.8800
B;007940;100;288;1249;390.7200
B;007941;100;288;1967;447.7400
B;007942;100;288;703;350.3300
B;007943;101;289;166109;2649.4554
B;007944;99;296;3250;513.1515
B;007945;99;288;229981;5585.7273
B;007946;100;286;5735;474.3300
B;007947;100;298;2545;455.4100
B;008031;99;278;28997;1461.9091
B;008032;100;279;3637;617.1300
B;008033;100;289;25060;978.2400
B;008034;101;292;3167;519.0594
B;008035;99;291;2838;624.0505
B;008036;100;291;31835;1125.2600
B;008114;100;286;25915;1051.8000
B;008115;100;287;2771;451.9400
B;008116;100;287;1753;456.4000
B;008117;100;287;3148;407.0800
B;008118;100;287;31671;1159.4800
B;008119;100;290;1705;394.4600
B;008120;100;291;27769;1016.8200
B;008121;100;292;11995;625.6300
B;008185;100;292;8805;560.7100
B;008186;100;287;199576;6461.3300
B;008187;100;280;1614;435.0900
B;008188;100;278;27807;1209.0000
B;008189;100;290;1180;365.7500
B;008190;100;290;1522;396.2800
B;008260;100;290;1319;403.4200
B;008261;100;290;2667;510.0700
B;008262;99;290;2523;424.3939
B;008263;100;291;23595;1007.7200
B;008264;100;290;2438;476.6000
B;008265;100;292;1239;412.7400
B;008266;100;287;2444;477.9000
B;008267;99;290;25859;896.0606
B;008268;100;289;1423;390.6300
B;008269;100;289;913;370.5000
B;008360;57;248;4411;549.0351
B;008361;100;290;3430;458.6400
B;008362;98;293;24942;888.2041
B;008363;96;291;2681;411.0729
B;008364;99;291;3777;520.8586
B;008365;100;291;2243;430.5600
B;008366;100;297;22947;1151.8100
B;008367;100;293;3141;517.5200
B;008461;100;292;6195;728.3600
B;008462;100;292;194927;4481.5500
B;008463;100;286;7973;953.5800
B;008464;100;284;2877;570.0900
B;008465;100;287;26555;1274.9400
B;008466;100;288;1569;353.1200
B;008467;100;287;2066;392.7400
B;008468;100;288;847;361.0500
B;008469;101;287;26684;1293.8416
B;008470;99;297;6244;507.2424
B;008471;100;289;2923;407.3300
B;008567;99;284;1616;403.2525
B;008568;101;286;42474;2182.2772
B;008569;98;286;3750;460.3980
B;008570;99;285;7480;546.5657
B;008571;100;287;3199;448.1900
B;008572;100;294;3013;460.4100
B;008573;100;292;2880;511.6800
B;008574;100;293;28828;1368.1600
B;008575;100;295;18305;878.4100
B;008658;100;304;2892;442.1800
B;008659;100;300;200700;4524.1300
B;008660;100;303;114956;2952.6600
B;008661;99;303;5071;528.4848
B;008662;100;304;5290;543.1700
B;008663;99;304;28524;802.9798
B;008737;100;305;5018;585.3100
B;008738;100;305;1455;408.6200
B;008739;100;286;1866;459.6600
B;008740;100;285;3450;461.0400
B;008741;100;286;8610;637.0600
B;008742;100;290;25598;899.3800
B;008743;100;288;1666;410.4600
B;008744;100;287;2879;400.9100
B;008745;100;287;2535;447.9100
B;008835;100;292;2235;503.9100
B;008836;100;291;2758;495.8800
B;008837;100;292;199351;4514.4100
B;008838;100;299;3163;428.2500
B;008839;100;279;2563;559.7200
B;008840;100;288;3128;549.7000
B;008841;100;274;3210;519.4600
B;008842;100;288;3677;449.6000
B;008843;101;286;26432;993.8911
B;008844;99;299;5041;485.5152
B;008933;100;291;3858;516.0200
B;008934;101;290;5144;555.7327
B;008935;101;290;199868;4451.5743
B;008936;99;283;8814;792.5253
B;008937;99;284;1923;423.1717
B;008938;100;283;2067;401.3400
B;008939;101;283;25545;995.6931
B;008940;99;285;1733;365.0101
B;008941;100;284;2470;507.5000
B;008999;100;283;2737;535.3800
B;009000;100;287;3366;414.7600
B;009001;101;287;26346;1187.9505
B;009002;99;288;4476;540.8586
B;009003;100;287;25538;1900.4500
B;009042;100;290;4056;517.2200
B;009043;100;291;2857;514.4900
B;009044;100;297;4819;682.6200
B;009045;100;290;209566;4750.8600
B;009046;100;285;3054;533.0900
B;009047;100;295;2766;506.5500
B;009048;100;296;30847;1112.9100
B;009049;100;293;8010;811.8100
B;009050;100;300;4477;823.6000
B;009126;101;286;208549;4740.8812
B;009127;99;279;10254;948.1111
B;009128;100;291;9807;1088.4600
B;009129;101;290;8867;585.4851
B;009220;100;299;26361;1205.2200
B;009221;103;295;4943;578.5728
B;009222;97;294;7690;712.1031
B;009223;100;298;28006;1079.8700
B;009224;100;283;13392;924.7900
B;009320;100;294;2519;447.1300
B;009321;100;291;27625;1007.5200
B;009322;100;305;13740;818.1900
B;009323;100;296;222328;9239.8800
B;009324;101;287;272698;3865.5842
B;009325;99;297;2580;448.6768
B;009326;101;294;28474;1166.4257
B;009327;98;297;3297;586.0918
B;009328;100;292;4015;541.4400
B;009411;100;300;4058;596.8900
B;009412;100;292;200623;4512.2100
B;009413;100;298;27654;1301.3300
B;009414;100;304;2593;512.4400
B;009415;100;301;2600;501.4300
B;009416;100;322;2870;582.6500
B;009417;100;311;27555;1077.5100
B;009418;100;306;8187;1147.1200
B;009419;100;288;10271;713.9500
B;009514;99;282;7771;755.9899
B;009515;100;291;26054;1322.0600
B;009516;100;286;3258;511.9200
B;009517;100;286;2508;406.1600
B;009518;100;285;1127;371.3400
B;009519;100;273;4508;531.9900
B;009520;100;299;2248;491.8700
B;009521;100;302;3486;464.5900
B;009522;101;303;26178;1006.5743
B;009523;99;303;5390;637.8081
B;009609;100;289;230675;5158.0300
B;009610;100;299;2530;446.2100
B;009611;100;296;3899;472.8200
B;009612;104;298;240578;9692.5865
B;009613;96;286;2646;382.2396
B;009614;100;279;2602;409.4100
B;009615;100;282;26519;1112.2600
B;009616;100;282;5266;651.7300
B;009697;100;281;1968;397.9600
B;009698;100;280;2327;413.5600
B;009699;100;274;200265;4493.3500
B;009700;100;273;4129;521.5800
B;009701;99;280;4769;733.0505
B;009702;97;284;2657;448.9175
B;009703;100;283;2356;465.8200
B;009704;101;270;5194;536.3960
C;005689;91;600;934653;21296.7912
C;005690;100;262;178287;2489.4300
C;005691;99;601;4361;776.3030
C;005692;100;603;5249;838.1600
C;005693;101;602;25339;1279.4653
C;005694;99;602;2261;704.7273
C;005695;100;600;2228;756.9800
C;005696;100;599;3150;750.9100
C;005697;100;598;25436;1534.7600
C;005698;100;603;2240;716.8200
C;005699;100;605;27663;2034.0300
C;005700;100;606;1897;692.5900
C;005701;100;601;2024;768.0100
C;005702;100;602;4041;903.7300
C;005769;100;604;3135;780.0700
C;005770;101;609;6768;802.9703
C;005771;99;610;2590;732.1111
C;005772;102;609;120722;3797.7353
C;005773;98;611;1011;673.0918
C;005774;100;608;26988;1441.0700
C;005775;100;612;5031;880.7100
C;005776;101;612;9033;860.1584
C;005777;100;352;204847;5156.4900
C;005778;99;380;5321;868.9091
C;005779;100;607;2564;722.0800
C;005780;100;607;31037;1369.0200
C;005781;100;614;5246;810.4400
C;005782;100;613;26731;1379.2700
C;005783;100;613;5541;869.9200
C;005784;100;612;2259;720.8400
C;005845;99;615;200224;4851.9899
C;005846;102;615;5490;831.4804
C;005847;98;615;2605;769.0102
C;005848;100;615;3426;822.9300
C;005849;100;614;3383;873.6100
C;005850;100;613;25579;1238.4200
C;005851;100;616;4690;822.7700
C;005852;100;619;25449;1307.3700
C;005853;100;618;1698;695.9800
C;005854;100;619;1557;748.6800
C;005855;100;612;5330;944.2900
C;005856;100;615;25895;1259.2500
C;005857;101;616;6347;767.1584
C;005858;99;617;2066;745.2626
C;005920;100;614;4411;830.4400
C;005921;100;615;2337;761.8300
C;005922;100;616;199070;4763.4100
C;005923;100;621;5049;948.0500
C;005924;100;624;2407;784.3400
C;005925;100;622;28827;1540.9900
C;005926;100;622;2165;759.0300
C;005927;100;623;3697;849.8900
C;005928;100;623;2430;723.0600
C;005929;100;621;2387;799.6700
C;005930;101;622;26537;1287.3366
C;005931;99;624;3551;868.0606
C;005932;100;625;2051;712.8600
C;005933;100;624;2417;796.7400
C;005934;100;625;2076;783.9700
C;005935;100;627;4997;956.0000
C;006002;100;623;2394;757.5400
C;006003;100;623;200769;4882.2700
C;006004;99;629;5717;1279.3636
C;006005;100;621;3565;810.4700
C;006006;100;348;25438;1281.2500
C;006007;99;621;2690;823.4545
C;006008;100;622;2453;801.3400
C;006009;100;337;3916;798.9900
C;006010;100;616;26062;1982.8300
C;006011;100;617;2190;789.5700
C;006012;101;375;4051;701.3960
C;006013;99;375;3710;537.1818
C;006014;100;374;25358;962.7200
C;006015;100;375;2023;472.0600
C;006076;100;370;2094;460.4100
C;006077;99;381;3311;564.8687
C;006078;100;371;1888;489.8300
C;006079;100;376;2970;545.2800
C;006080;98;372;8066;720.8980
C;006081;100;373;2276;550.0500
C;006082;100;374;2433;485.1900
C;006083;100;373;27259;1049.6700
C;006084;100;387;10340;709.0900
C;006085;100;385;2185;524.5900
C;006086;99;387;200564;4585.7172
C;006087;102;370;254161;5821.4510
C;006088;96;369;3370;563.4583
C;006089;100;373;1653;489.9600
C;006090;100;374;2249;468.0300
C;006091;100;373;28829;1168.6800
C;006156;99;375;199311;4594.2727
C;006157;100;378;2611;576.1500
C;006158;100;381;3490;514.5900
C;006159;100;379;5534;665.8100
C;006160;100;379;2886;538.0100
C;006161;100;382;25365;1029.4200
C;006162;100;382;3130;570.2600
C;006163;100;373;2452;474.1800
C;006164;100;372;3266;566.4100
C;006165;100;372;2147;510.7100
C;006166;100;291;6100;688.6800
C;006167;100;381;5286;640.5000
C;006168;99;384;26456;1092.8283
C;006169;100;384;1798;484.2300
C;006229;100;390;2892;558.6200
C;006230;100;391;1562;557.7800
C;006231;100;385;3030;559.4400
C;006232;100;392;1514;486.2800
C;006233;99;381;2754;589.2626
C;006234;100;385;26281;1072.0700
C;006235;100;391;319887;6952.7600
C;006236;100;391;6106;609.9500
C;006237;100;386;2301;500.9600
C;006238;100;383;4342;751.0200
C;006239;100;385;2605;576.5000
C;006240;100;386;25898;1075.9600
C;006299;100;384;198146;4446.9400
C;006300;100;390;1625;502.0900
C;006301;100;389;1955;550.8300
C;006302;100;392;1661;511.7700
C;006303;100;393;2619;510.2100
C;006304;100;392;3174;566.1600
C;006305;102;390;408024;9280.8824
C;006306;100;385;2476;540.1600
C;006307;100;386;2884;540.1200
C;006308;99;385;8861;687.8485
C;006309;100;393;4782;631.0900
C;006310;101;403;25091;1111.0297
C;006311;99;394;2516;514.8586
C;006312;100;394;2024;603.3700
C;006375;99;414;3717;550.2020
C;006376;99;407;3248;571.1515
C;006377;100;406;26991;1023.8100
C;006378;97;408;27327;1102.8557
C;006379;100;412;2258;530.9500
C;006380;100;410;3120;652.3300
C;006381;100;400;2136;528.4600
C;006382;100;395;3298;591.2100
C;006383;100;394;198848;4614.9000
C;006384;100;401;2854;541.0700
C;006385;100;421;2832;573.7800
C;006386;100;412;2346;506.9000
C;006387;100;405;26767;1037.6400
C;006388;100;421;2563;534.4600
C;006389;100;413;6088;649.8400
C;006459;100;418;3884;643.9600
C;006460;100;409;3790;635.5000
C;006461;100;419;25887;1037.0300
C;006462;100;419;1934;544.8400
C;006463;100;421;3344;621.4600
C;006464;100;422;5395;657.1100
C;006465;100;423;25761;1146.4100
C;006466;100;401;2095;590.9400
C;006467;100;412;2408;533.6600
C;006468;100;412;199892;4598.8900
C;006469;100;418;4163;557.2300
C;006470;100;406;1975;549.7600
C;006471;100;422;2864;546.2900
C;006472;100;423;4258;780.1900
C;006473;100;425;3412;609.3300
C;006474;100;423;3195;673.5000
C;006537;100;430;31634;1207.7700
C;006538;100;421;3174;638.6800
C;006539;100;428;4330;600.5600
C;006540;100;420;2560;535.1000
C;006541;100;431;7269;718.6300
C;006542;100;431;28611;1214.8300
C;006543;100;434;9014;856.6100
C;006544;100;425;2679;586.1900
C;006545;101;422;200347;4794.5248
C;006546;100;429;8519;643.4900
C;006547;99;429;5640;691.0303
C;006548;100;418;4665;664.1500
C;006549;100;433;2778;586.5100
C;006550;100;444;28264;1113.5100
C;006551;100;455;4937;682.0400
C;006552;100;444;1933;580.0400
C;006613;100;444;8455;873.4200
C;006614;101;450;38689;1125.8911
C;006615;100;446;876998;10049.1100
C;006616;100;449;205236;4849.3500
C;006617;100;436;13297;1306.6100
C;006618;100;439;26273;1708.3300
C;006645;96;454;2167;564.1667
C;006646;95;451;143816;3712.3053
C;006647;100;464;7442;719.2000
C;006648;96;453;58510;1842.0833
C;006671;96;460;231530;5407.6979
C;006672;100;457;2435;647.2600
C;006673;100;460;3078;606.5300
C;006674;100;468;3587;707.1900
C;006675;100;464;25994;1251.9300
C;006676;100;465;3243;660.2800
C;006677;100;465;4825;824.6000
C;006678;100;454;26018;1206.4000
C;006680;100;454;25195;1042.8000
C;006681;100;463;2556;645.5400
C;006682;100;469;8128;822.7100
C;006683;100;469;202734;6860.0800
C;006684;100;297;454932;18881.8900
C;006741;8;296;174791;66041.8750
C;006751;100;474;27744;1163.5600
C;006752;100;477;2776;611.6600
C;006753;100;461;15941;1215.0800
C;006754;100;254;1780786;18365.0400
C;006755;100;469;27464;1198.8400
C;006756;100;471;2381;599.7200
C;006757;100;471;3458;694.8300
C;006758;100;476;8818;830.6300
C;006759;100;475;3359;626.7400
C;006760;100;457;2346;645.9700
C;006761;100;472;3875;650.0600
C;006762;100;471;26426;1456.0200
C;006763;100;473;8451;933.9700
C;006764;100;472;2481;606.2300
C;006831;101;480;2690;617.0198
C;006832;99;479;25109;1121.9091
C;006833;100;479;3494;658.3200
C;006834;100;309;4279;759.0000
C;006835;100;313;11351;808.9100
C;006836;100;480;2555;609.8000
C;006837;100;301;2070;615.2600
C;006838;100;272;24973;1202.0300
C;006839;100;473;202236;4696.2200
C;006840;100;478;2165;627.2200
C;006841;100;478;3231;641.2500
C;006842;99;479;2759;636.9091
C;006843;100;235;5093;761.6600
C;006844;100;481;2186;576.2600
C;006845;100;480;24923;1132.3900
C;006846;100;482;2229;645.7200
C;006912;99;491;26792;1192.2727
C;006913;101;492;5730;778.3465
C;006914;100;467;2024;715.7400
C;006915;100;487;2464;620.5700
C;006916;100;313;4040;850.8600
C;006917;100;483;3837;611.1300
C;006918;100;487;27107;1154.9100
C;006919;100;495;6850;725.8000
C;006966;100;500;2493;658.1700
C;006967;100;500;1305;588.1100
C;006968;100;499;3296;713.3100
C;006969;100;500;25375;1113.5900
C;006970;100;489;3260;643.1600
C;006971;100;352;4057;740.5700
C;006972;99;502;1990;650.2727
C;006973;100;493;4907;704.7800
C;006974;100;494;2210;640.9400
C;006975;100;486;200407;4679.6800
C;006976;100;498;2408;616.2500
C;006977;100;500;3443;628.4100
C;006978;101;500;4614;634.2178
C;006979;99;492;25917;1112.6465
C;007029;100;510;374144;8075.8900
C;007030;100;511;2520;684.8600
C;007031;100;514;2350;701.5100
C;007032;100;512;13693;1085.4700
C;007033;100;520;29686;1242.7800
C;007034;100;521;6872;957.7600
C;007035;100;509;3713;620.2600
C;007036;100;501;2728;658.7200
C;007037;100;509;4153;650.2600
C;007038;100;507;29793;1370.8300
C;007039;100;511;3622;693.1900
C;007040;100;511;4450;727.2200
C;007095;100;520;2312;655.0000
C;007096;100;527;296096;6782.7500
C;007097;100;526;5251;790.2500
C;007098;100;528;2297;701.2300
C;007099;100;527;27286;1390.8500
C;007100;100;511;29071;1254.9600
C;007101;100;527;2704;659.2700
C;007102;100;526;2090;638.4800
C;007103;100;489;26634;1363.1200
C;007104;100;517;5128;816.5500
C;007158;99;512;9153;915.0808
C;007159;100;534;211309;4959.5200
C;007160;100;533;3780;728.9900
C;007161;100;521;2667;706.8800
C;007162;100;537;29359;1228.6100
C;007163;100;522;2279;648.5500
C;007164;100;533;13024;1161.3500
C;007165;100;524;4766;685.2700
C;007166;100;533;28919;1252.1000
C;007167;100;537;3626;744.3900
C;007168;100;534;3896;649.9600
C;007169;100;533;2485;684.3100
C;007170;100;533;28119;1269.5800
C;007171;100;535;2465;708.9800
C;007172;100;533;2736;678.3900
C;007173;100;534;4172;769.1100
C;007237;100;537;1985;639.6200
C;007238;100;537;2688;734.9000
C;007239;100;537;39497;1578.8200
C;007240;100;526;2134;659.6000
C;007241;95;539;26307;1002.9158
C;007242;104;539;2928;726.2019
C;007243;100;540;3227;681.5000
C;007244;100;516;4624;819.6900
C;007245;100;534;5236;779.2000
C;007246;100;533;207692;4809.7300
C;007247;99;530;2307;657.8182
C;007248;96;542;25128;1165.5208
C;007249;104;538;2043;641.6250
C;007250;100;539;3262;701.4800
C;007251;100;539;7405;880.6400
C;007319;100;547;27094;1257.7800
C;007320;100;546;1635;639.7000
C;007321;100;340;4642;748.9000
C;007322;100;548;3316;668.7700
C;007323;100;548;9282;856.0000
C;007324;92;551;3393;738.0217
C;007325;108;550;2028;662.1574
C;007326;100;544;207086;4837.2900
C;007327;100;533;4442;771.3300
C;007328;100;543;2723;680.0800
C;007329;100;532;2295;640.2900
C;007330;100;549;2510;652.5800
C;007331;100;549;30684;1290.2700
C;007332;96;550;3350;752.8750
C;007333;104;552;57622;1804.5000
C;007398;100;551;202307;4769.1800
C;007399;100;556;2206;679.9600
C;007400;100;551;2788;676.4600
C;007401;99;555;3058;676.4848
C;007402;100;543;26840;1180.9500
C;007403;100;556;2381;669.7400
C;007404;100;555;2850;738.7500
C;007405;100;556;3805;769.7600
C;007406;100;554;1054;592.6400
C;007407;100;545;25584;1221.6900
C;007408;100;555;2042;649.4900
C;007409;100;553;4975;722.3200
C;007410;100;556;25186;1121.2700
C;007411;100;555;2041;694.3900
C;007412;99;549;4814;812.5455
C;007413;100;558;3367;698.4800
C;007478;100;560;2162;749.0500
C;007479;99;502;199976;4745.0808
C;007480;100;488;3027;634.0800
C;007481;100;482;1518;598.9500
C;007482;100;335;2081;569.9200
C;007483;100;425;3634;599.6400
C;007484;100;416;1595;578.1200
C;007485;100;415;28457;1050.2800
C;007486;100;537;57355;1845.2400
C;007487;100;535;3597;829.5200
C;007488;100;488;2097;556.4800
C;007489;100;488;29281;1168.4100
C;007490;100;479;2266;619.1400
C;007491;100;423;1268;503.1200
C;007492;100;413;5342;674.6400
C;007493;100;423;2276;572.7300
C;007494;100;423;27937;1123.0000
C;007565;100;422;3035;552.3200
C;007566;99;426;203256;5102.5455
C;007567;100;431;3087;635.5400
C;007568;100;420;1269;526.7600
C;007569;100;434;992;493.5600
C;007570;100;426;4012;615.0200
C;007571;100;418;1128;489.4000
C;007572;100;426;1113;477.7900
C;007573;100;416;2723;545.5700
C;007574;100;415;3533;629.0300
C;007575;100;442;1264;472.6300
C;007576;100;430;740;482.3000
C;007577;100;421;1040;498.1000
C;007578;100;426;1034;498.2200
C;007579;100;425;905;476.7500
C;007580;100;432;25574;1070.8200
C;007653;100;427;1676;517.6600
C;007654;98;427;3489;708.6429
C;007655;100;427;2540;548.9900
C;007656;100;421;3581;684.3200
C;007657;100;427;1175;493.4400
C;007658;100;434;1001;520.6000
C;007659;100;434;1857;554.7200
C;007660;100;299;25401;1107.2200
C;007661;100;435;2319;560.0500
C;007662;101;427;198628;4491.4059
C;007663;99;425;2475;543.3636
C;007664;100;437;7745;675.3800
C;007665;100;431;2198;537.6700
C;007666;100;424;3522;727.0500
C;007667;100;435;2501;601.1300
C;007668;100;435;1796;551.8800
C;007669;100;427;25758;1120.0600
C;007748;100;436;5188;627.4900
C;007749;100;422;3556;676.0900
C;007750;100;441;199452;4544.2200
C;007751;100;445;2235;540.4100
C;007752;100;438;25908;1161.7500
C;007753;101;443;8168;673.1782
C;007754;99;443;3927;632.3636
C;007755;100;435;2836;569.7600
C;007756;100;442;4003;923.5700
C;007757;100;442;26655;1149.0100
C;007758;100;449;1959;591.5700
C;007759;100;439;3880;667.5000
C;007760;100;442;4509;668.8900
C;007761;100;442;2062;585.7500
C;007762;100;458;2472;644.6800
C;007828;100;450;3084;621.7300
C;007829;100;448;56915;1820.0900
C;007830;100;451;2870;640.0900
C;007831;98;464;1053;526.7449
C;007832;100;449;2906;620.2500
