Lagerout;count(b.baseid);MinFertigungszeit;MaxFertigungszeit;AVGFertigungszeit
008342;99;5,1;8308,84;95,98252525
008343;100;5,12;85,89;14,1999
008344;100;5,14;71,65;13,8885
008345;100;5,22;82,97;12,0058
008346;98;5,15;8312,44;184,3843878
008347;90;5,13;53,89;13,271
008348;90;5,23;83,11;13,41533333
008349;89;5,21;29141,86;664,9598876
008350;90;5,07;68,84;14,19677778
008351;91;5,08;57,04;14,46472527
008352;90;5,1;50,89;13,379
008353;90;5,19;67,07;12,64722222
008354;90;5,1;75,85;12,31888889
008355;90;5,11;8316,22;196,2341111
008356;81;5,12;45,68;10,65555556
008357;90;5,16;62,36;12,52466667
008358;90;4,5;88,8;14,40333333
008359;90;4,49;47,64;9,051
008360;90;4,44;74,94;11,58755556
008361;90;4,42;75,29;13,35222222
008362;90;4,51;8322,09;195,5517778
008363;90;4,42;50,14;10,06277778
008364;90;4,53;74,21;14,12044444
008365;90;4,53;85,94;11,80088889
008366;90;4,49;64,18;11,18388889
008367;90;4,48;85,31;12,78188889
008368;91;4,52;8311,18;197,3421978
008369;90;4,47;47,86;11,67077778
008370;90;4,53;79,19;12,65566667
008371;90;4,5;57,52;10,577
008372;90;4,46;111,17;13,91911111
008373;90;4,49;28313,29;640,1032222
008374;90;4,46;54,57;11,37633333
008375;90;4,51;84,92;11,75666667
008376;90;4,45;56,91;9,62188889
008377;90;4,45;73,85;12,56811111
008378;90;4,47;8303,18;198,9084444
008379;27;4,53;44,95;11,41851852
008380;85;4,45;175,75;23,23670588
008381;80;4,52;8370,96;221,333
008382;79;4,48;94,56;16,37367089
008383;80;4,44;73,7;13,0035
008384;80;4,43;85,66;13,2015
008385;81;4,48;8317,87;216,9132099
008386;80;4,46;72,36;13,0495
008387;80;7,24;8304,78;220,820625
008388;80;7,2;73,66;16,388875
008389;80;6,88;82,19;16,907875
008390;80;7,17;60,78;16,74425
008391;80;7,19;102,45;14,434875
008392;100;5,25;69,21;15,2654
008393;100;5,23;83,77;13,8898
008394;100;5,28;9194,03;196,4492
008395;100;5,29;29178,82;595,9508
008396;100;5,2;61,25;13,5342
008397;100;5,2;71,62;10,9133
008398;99;5,22;8677,97;187,1539394
008399;100;5,21;99,77;14,0876
008400;100;5,39;18619,19;387,8131
008401;100;5,23;72,25;14,1589
008402;100;6,93;50,89;12,2269
008403;100;6,95;28332,99;584,4966
008404;100;6,91;72,97;14,5058
008405;100;6,58;83,85;14,1863
008406;100;6,97;68,4;12,1173
008407;102;6,97;8303,65;177,1947059
008408;100;4,32;77,16;13,1347
008409;100;7;57,97;14,3442
008410;101;6,94;63,98;14,90366337
008411;100;6,9;94,94;18,9711
008412;99;6,97;8310,47;183,3873737
008413;100;6,98;73,69;13,7888
008414;100;6,9;84,81;10,6936
008415;100;6,58;81,6;16,5503
008416;100;7;69,2;14,3092
008417;100;7,01;94,43;15,5111
008418;100;7;68,8;13,6322
008419;100;6,86;8303,81;180,0372
008420;100;4,11;81,69;13,1641
008421;100;5,05;123,38;16,0387
008422;100;5,05;64,15;11,6502
008423;100;4,56;71,46;12,4646
008424;100;4,58;97,7;13,6944
008425;100;4,86;85,71;13,6599
008426;100;4,56;8306,38;176,5938
008427;100;4,88;67,86;11,2526
008428;100;4,87;87,99;11,4851
008429;100;4,48;72,72;9,8863
008430;99;5,04;203,77;16,39656566
008431;100;4,54;28313,12;578,8551
008432;100;4,43;235,18;16,634
008433;100;4,46;122,11;16,1808
008434;100;4,57;8317,23;178,435
008435;100;4,87;87,9;12,2993
008436;100;4,88;8306,22;176,9476
008437;100;4,9;61,98;9,9929
008438;100;4,9;84,7;14,23
008439;100;5;84,28;11,7144
008440;100;5,15;73,71;10,7825
008441;100;5,24;83,2;13,2708
008442;100;5,22;28313,8;576,1746
008443;100;5,02;51,62;11,9778
008444;99;5,01;83,65;12,87070707
008445;100;5;8316,28;178,2751
008446;100;5,12;55,55;13,7233
008447;98;5,09;85,15;11,60755102
008448;90;5,08;81,64;12,77544444
008449;90;5,17;51,8;10,88544444
008450;90;5,08;47,15;9,92688889
008451;90;5,08;8305,93;195,8751111
008452;90;4,99;68,5;13,80066667
008453;89;5;85,97;11,52337079
008454;90;5,01;58,68;11,75144444
008455;87;5;111,09;13,16229885
008456;90;5,04;74,5;12,74122222
008457;90;5,03;93,06;12,46477778
008458;90;4,5;63,04;14,05266667
008459;90;4,45;51,69;11,72566667
008460;90;4,49;84,16;10,75188889
008461;92;4,48;8308,99;194,1096739
008462;90;4,48;87,58;12,25155556
008463;90;4,43;56,78;10,94155556
008464;90;4,45;54,26;11,15022222
008465;90;4,43;80,51;10,96288889
008466;88;4,51;8320,04;204,3309091
008467;90;4,51;97,86;11,63366667
008468;90;4,46;55,77;11,25177778
008469;90;4,48;28308,61;638,09
008470;90;4,46;79,41;12,23888889
008471;90;4,43;131,54;16,23422222
008472;90;4,49;51,85;11,63922222
008473;90;4,53;80,73;11,00588889
008474;90;4,47;8311,08;196,8541111
008475;90;4,5;90,98;17,01188889
008476;90;4,5;87,97;12,028
008477;80;4,48;53,9;9,971125
008478;80;4,55;57,11;13,71225
008479;80;4,53;8308,98;220,031125
008480;80;4,54;77,58;14,518125
008481;80;4,57;93,09;12,059875
008482;80;4,56;52,01;13,4605
008483;80;7,22;54,52;19,9015
008484;80;6,97;77,54;14,402125
008485;80;7,27;82,99;16,695625
008486;80;7,28;8312,99;223,045375
008487;81;6,98;88,57;20,2408642
008488;81;7,29;93,07;20,41851852
008489;80;7,29;74,87;13,778125
008490;100;5,35;9513,5;109,2527
008491;99;5,26;29189,75;605,8611111
008492;100;5,42;96,75;17,5927
008493;100;5,21;9186,83;201,1291
008494;100;5,21;219,01;18,6693
008495;100;5,4;153,02;16,5026
008496;100;5,24;8431,45;182,2363
008497;100;5,23;184,13;22,6675
008498;100;6,97;91,47;15,7703
008499;100;7,12;8310,53;181,3387
008500;100;7,1;94,95;16,8495
008501;100;7,11;50,29;13,8951
008502;101;7,05;8380;345,1469307
008503;100;7,06;47,63;16,0417
008504;99;7,04;94,77;16,03828283
008505;100;7,12;56,31;15,6132
008506;100;4,08;82,8;13,7245
008507;100;7,02;81,71;18,0933
008508;100;7,03;66,27;14,3732
008509;103;7,02;28371,1;571,1219418
008510;100;7,12;48,87;13,1115
008511;100;7,07;95,12;16,5165
008512;100;7,09;79,02;14,2341
008513;100;7,08;84;14,0334
008514;100;7,07;8319,97;183,2891
008515;100;7,06;48,65;12,8467
008516;100;4,92;77,15;13,1314
008517;100;4,53;85,96;14,5893
008518;101;4,92;28362,71;576,6605941
008519;100;4,99;92,83;10,7465
008520;100;4,39;82,82;15,983
008521;100;4,88;92,08;15,581
008522;100;4,34;93,7;13,5837
008523;100;4,87;85,85;11,745
008524;100;4,46;8360,32;178,2368
008525;100;4,99;89,65;12,0755
008526;100;4,5;86,6;10,8241
008527;101;4,5;8325,63;262,6592079
008528;100;5,01;8315,87;181,8378
008529;100;5,01;85,64;12,8841
008530;100;5;70,04;14,4802
008531;100;4,55;47,5;8,946
008532;101;4,46;8366,03;92,73326733
008533;100;4,48;83,21;13,2079
008534;101;4,92;91,89;12,98465347
008535;85;5,03;169,89;13,49364706
008536;81;5,03;69,61;16,53469136
008537;100;5,02;95,06;15,2268
008538;100;5,17;83,69;13,4907
008539;100;5,19;8574,24;183,1884
008540;100;5,07;97,69;18,7614
008541;100;4,45;84,89;13,7753
008542;98;5,17;71,56;11,82428571
008543;100;5,18;80,44;12,5436
008544;101;5,08;8309,8;177,0779208
008545;100;5,1;75,46;12,9916
008546;90;5,03;49,98;11,54933333
008547;90;5,02;84,84;11,83366667
008548;90;5,02;8360,11;196,2217778
008549;90;5,04;72,76;12,33533333
008550;89;5,04;85,83;12,04707865
008551;90;4,81;45,59;12,38333333
008552;90;5,07;58,29;15,02777778
008553;90;5,08;89,93;13,85288889
008554;90;5,17;72,91;12,61233333
008555;90;5,17;79,24;14,75722222
008556;90;5,09;8368,11;197,8298889
008557;90;4,46;28370,17;646,191
008558;90;4,46;59,9;10,19244444
008559;90;4,44;109,56;16,67344444
008560;90;4,48;81,29;11,99644444
008561;90;4,5;71,46;10,14244444
008562;90;4,5;53,1;10,47422222
008563;90;4,49;8309,28;195,1611111
008564;90;4,51;47,56;11,626
008565;90;4,51;44,96;8,40144444
008566;89;4,4;49,84;11,41775281
008567;90;4,51;73,97;12,46233333
008568;90;4,49;52,66;11,20511111
008569;90;4,5;67,07;12,24688889
008570;90;4,52;8309;199,3662222
008571;90;4,47;62,16;11,241
008572;90;4,51;54,15;8,49911111
008573;89;4,5;57,46;11,18988764
008574;90;4,54;57,6;11,84877778
008575;90;4,46;8311,92;195,6805556
008576;90;4,53;44,97;11,54433333
008577;90;4,52;50,48;11,64533333
008578;90;4,48;48,26;9,70622222
008579;80;4,46;83,74;12,201625
008580;79;4,48;8362,08;117,7312658
008581;80;4,51;48,85;9,3945
008582;80;4,46;83,45;10,60675
008583;80;4,44;44,92;11,145
008584;80;4,44;74,57;11,9605
008585;80;7,5;64,05;14,820625
008586;80;7,54;90,67;15,667
008587;80;7,55;49,76;14,663625
008588;80;7,36;8296,54;223,3445
008589;80;7,14;81,56;16,904875
008590;80;7,07;76,79;18,674875
008591;100;5,28;86,85;13,5581
008592;100;5,26;8527,89;183,9619
008593;99;5,28;196,31;18,36808081
008594;100;5,38;28584,81;586,5737
008595;99;5,06;121,25;16,00313131
008596;100;5,44;71,95;13,5574
008597;100;5,27;8304,35;179,8596
008598;99;5,24;672,82;19,52787879
008599;100;5,23;8770,81;192,6373
008600;100;7,14;77,72;12,4294
008601;100;7,1;84,77;14,2382
008602;100;7,16;55,68;15,2168
008603;100;7,06;8299,54;178,0417
008604;100;7,17;76,66;15,2366
008605;103;7,22;96,86;16,20087379
008606;100;7,19;8299;177,4363
008607;100;7,11;77,91;16,8751
008608;99;7,06;87,06;18,73888889
008609;100;7,1;71,16;13,7216
008610;100;7,1;83,06;12,9877
008611;100;7,14;28303,53;580,6984
008612;100;7,05;86,78;14,4465
008613;100;7,08;8314,05;180,5421
008614;100;7,14;73,57;14,1581
008615;99;7,18;51,95;12,85545455
008616;99;7,14;59,49;15,82939394
008617;100;7,07;86,26;13,1631
008618;100;4,91;85,97;13,3208
008619;100;4,9;88,8;12,6505
008620;101;4,54;28371,08;854,7630693
008621;100;4,43;120,83;17,4537
008622;100;4,52;72,03;11,9909
008623;100;4,43;74,67;10,6854
008624;100;4,44;8305,85;178,8851
008625;100;4,53;56,34;10,054
008626;100;4,57;81,1;12,2817
008627;100;4,49;47,67;10,5183
008628;100;4,56;91,03;12,7803
008629;100;4,49;8361;176,8198
008630;100;4,9;80,61;12,0285
008631;100;4,53;8304;180,0845
008632;100;4,58;53,25;10,3202
008633;100;4,45;62,97;9,7365
008634;100;4,54;88,85;12,1125
008635;100;4,59;72,66;12,3873
008636;100;7,16;49,99;15,9398
008637;100;7,17;52,89;12,4465
008638;90;5;49,92;8,67988889
008639;100;4,43;83,07;14,8037
008640;100;4,59;96,46;11,7156
008641;100;4,87;8319,46;184,8253
008642;100;4,88;103,74;11,3097
008643;100;4,86;8305,78;179,3087
008644;70;4,53;80,78;15,37828571
008645;79;4,22;83,92;15,09151899
008646;73;4,28;86,09;21,48972603
008647;85;4,97;74,95;14,31317647
008648;83;4,24;85,09;20,1186747
008649;78;4,38;8320,05;231,1714103
008650;100;5,11;80,62;13,2671
008651;100;5,1;75,85;12,7707
008652;100;5,17;28340,06;579,0677
008653;100;5,05;82,87;13,1168
008654;100;5,03;8307,76;176,7214
008655;100;5,15;48,77;11,4672
008656;100;5,06;78,73;13,4063
008657;100;5,06;82,91;12,566
008658;101;4,97;63,79;12,97346535
008659;90;5,12;71,3;15,58722222
008660;90;5,12;83,49;12,44177778
008661;90;4,96;48,97;11,97455556
008662;90;5,09;708335,82;15752,917
008663;90;5,1;85,51;13,19822222
008664;90;5,08;65,88;11,61311111
008665;90;5,08;83,75;11,27833333
008666;90;5,09;52,86;11,28988889
008667;180;4,46;50,04;10,34161111
008669;90;4,43;8312,33;195,1363333
008670;91;4,46;45,92;12,3356044
008671;90;4,48;708313,71;15750,74922
008672;90;4,51;86,8;12,00388889
008673;90;4,56;50,04;12,11433333
008674;90;4,55;48,69;9,49666667
008675;90;4,57;60,98;14,04655556
008676;90;4,56;76,01;12,969
008677;91;4,48;49,72;11,20681319
008678;91;4,52;28389,96;631,958022
008679;89;4,43;59,05;11,05876404
008680;90;4,48;47,67;11,96744444
008681;90;4,49;45,74;11,59755556
008682;90;4,53;74,93;11,41566667
008683;90;4,57;8359,96;196,7601111
008684;90;4,53;48,46;9,15511111
008685;90;4,56;144,12;14,41144444
008686;90;4,57;63,49;11,99155556
008687;80;7,41;173,79;18,233625
008688;80;6,23;8381,15;228,437375
008689;80;6,23;50,99;14,1695
008690;80;6,34;72,06;11,61325
008691;80;6,23;83,65;13,26725
008692;80;5,97;708392,2;17726,79938
008693;79;4,51;49,59;13,42101266
008694;80;4,51;57,83;12,205875
008695;80;4,48;59,35;9,940375
008696;80;4,51;50,66;10,923625
008697;100;5,25;141,1;16,2697
008698;102;5,42;8342,84;185,2006863
008699;99;5,26;9299,91;211,4244444
008700;100;5,35;203,54;21,0483
008701;100;5,29;28498,35;589,3054
008702;100;5,22;92,16;16,7901
008703;100;5,22;163,09;14,7475
008704;100;5,23;104,28;16,9992
008705;100;5,22;8312,03;185,7809
008706;100;5,51;719383,76;14414,8683
008707;100;7,18;68,13;13,4336
008708;100;7,13;83,55;13,8735
008709;102;7,2;28364,68;572,6407843
008710;100;7,24;49,37;16,7793
008711;100;6,09;87,52;14,0967
008712;100;6,02;172,24;16,3527
008713;100;6,09;64,97;12,9043
008714;99;6,08;8330,1;180,2187879
008715;100;7,29;91,95;15,5313
008716;100;6,08;48,93;12,0156
008717;100;6,02;68,05;12,8572
008718;100;6,05;75,64;13,3039
008719;100;6,11;83,97;16,4859
008720;100;6,1;89,9;14,3197
008721;100;6;80,13;13,8234
008722;100;6,17;28319,92;578,4178
008723;101;4,9;81,41;12,57683168
008724;100;4,91;87,77;14,0201
008725;100;4,91;88,86;14,6393
008726;101;4,97;28512,86;579,4325743
008727;100;4,45;90,94;12,5177
008728;100;4,96;86,06;14,316
008729;100;4,94;8474,07;181,1489
008730;100;4,93;177,78;18,2197
008731;102;5;99,91;17,98490196
008732;100;4,49;59,93;12,1145
008733;102;4,46;98,05;13,98813725
008734;100;4,55;8315,98;96,9686
008735;100;4,89;84,16;11,1234
008736;100;4,49;101,75;12,7343
008737;100;5,01;84,46;11,7836
008738;100;4,94;708369,58;14179,8671
008739;100;4,53;81;11,0376
008740;100;4,94;161,86;12,628
008743;100;5,16;101,07;19,9653
008744;100;5,16;68,96;11,827
008745;100;5,04;89,02;13,725
008746;101;5,03;8307,99;176,6934654
008747;99;4,99;8319,79;96,60363636
008748;100;5,01;49,02;11,1488
008749;100;5;83,03;15,0141
008750;100;5,09;73,77;10,8567
008751;90;5,11;8313,98;198,0933333
008752;90;5,11;85,13;11,61188889
008753;90;5,12;81,98;14,30988889
008754;90;5,12;54,86;11,99622222
008755;91;4,96;82,48;14,24681319
008756;91;5,04;8307,64;196,9581319
008757;90;5,05;78,09;13,75477778
008758;90;4,97;81,5;12,97866667
008759;90;4,96;66,92;11,91611111
008760;90;6,51;79,01;16,18711111
008761;90;6,3;80,06;15,33755556
008762;90;6,29;86,69;15,53588889
008763;90;6,07;8315,89;198,1403333
008764;90;6,31;77,24;13,89311111
008765;90;6,3;66,99;13,83288889
008766;90;6,31;84,37;16,33677778
008767;90;4,5;46,62;10,55011111
008768;90;4,49;83,79;13,905
008769;90;4,47;8314,88;196,7834444
008770;90;4,52;76,76;11,69833333
008771;90;4,46;81,83;14,21488889
008772;90;4,48;28477,5;653,2853333
008773;91;4,47;53,23;8,6810989
008774;90;4,47;91,63;14,12
008775;90;4,55;84,89;13,47655556
008776;90;4,5;82,48;11,83955556
008777;90;4,54;8308,48;197,949
008778;90;4,52;56,03;10,62877778
008779;90;4,52;82,44;10,71522222
008780;80;4,47;47,49;10,70175
008781;80;4,46;79,77;11,34075
008782;80;4,48;8309,83;219,563375
008783;80;4,47;49,74;11,2975
008784;80;4,48;92,11;12,178375
008785;80;4,46;55,77;12,825625
008786;79;4,52;49,01;13,21481013
008787;80;4,47;47,85;9,43825
008788;80;4,5;8317,98;117,655
008789;80;4,49;49,86;11,765
008790;80;4,49;85,04;11,011125
008791;80;4,45;47,83;13,062625
008792;100;5,22;29537,95;313,4514
008793;100;5,24;71,99;13,3367
008794;101;5,24;8302,91;179,5109901
008795;100;5,23;75,99;14,2403
008796;100;5,23;141,86;14,3847
008797;100;5,29;71,73;12,3957
008798;100;6,15;56,04;12,4282
008799;100;6,15;89,24;14,4742
008800;100;6,17;8301,17;181,7541
008801;100;6,17;65,15;10,0014
008802;100;6,05;8296,89;183,6808
008803;100;6,2;70,1;10,677
008804;100;6,2;86,73;13,7346
008805;100;6,12;93,04;15,6788
008806;100;6,16;67,64;11,0544
008807;100;6,08;83,51;15,8047
008808;100;6,16;8304,9;182,7139
008809;100;6,11;69,98;11,4299
008810;100;6,18;79,05;13,4087
008811;100;6,18;172,74;17,8072
008812;100;4,85;28595,89;584,0837
008813;100;4,54;285,81;19,7226
008814;100;4,91;137,09;16,5231
008815;100;4,51;94,37;11,4342
008816;101;4,44;8365,09;178,480396
008817;100;4,51;170,01;15,4482
008818;100;4,46;187,36;16,8182
008819;100;4,5;8400,21;180,8896
008820;100;4,88;92,72;10,46
008821;100;4,49;84,34;12,8891
008822;100;4,75;94,3;18,9179
008823;100;4,88;8386,09;183,3867
008824;90;5,05;84,73;11,13322222
008825;34;6,1;76,8;11,90411765
008826;14;6,11;180,01;39,36857143
008827;81;4,49;199,89;14,73604938
008828;74;4,46;101,88;16,67148649
008829;85;4,49;8495,77;324,1308235
008830;80;4,51;49,13;10,737875
008831;100;4,27;28316,07;579,3987
008832;100;4,99;82,22;13,1873
008833;100;4,99;8304,93;178,6134
008834;100;5,03;59,01;11,6929
008835;100;5,12;81,64;13,1367
008836;100;5,11;49,98;10,8918
008837;100;5,02;82,79;10,484
008838;100;5,01;48;9,8852
008839;100;5,13;8309,92;179,4268
008840;90;5;59,97;13,84144444
008841;91;5;174,87;17,94802198
008842;91;5,01;8315,04;203,5534066
008843;90;5;154,16;17,533
008844;90;5;82,54;14,64944444
008845;91;5,09;8312,93;196,8283517
008846;90;5,03;80,91;12,277
008847;90;5,03;56,75;10,91822222
008848;90;5,01;48,75;11,50877778
008849;90;5,03;54,11;11,99922222
008850;90;5,02;8308,19;195,3381111
008851;89;6,13;8330,64;198,987191
008852;90;6,4;61,81;18,30155556
008853;90;6,39;66,02;11,885
008854;90;6,39;94,79;14,43522222
008855;90;6,39;80,64;12,033
008856;90;6,39;50,57;12,45233333
008857;90;6,15;8329,92;200,6088889
008858;90;6,53;49,67;15,35966667
008859;90;4,54;63,39;10,73222222
008860;89;4,48;8313,31;104,2413483
008861;90;4,48;84,55;12,29344444
008862;90;4,51;50,8;11,20511111
008863;90;4,54;77,04;13,60288889
008864;90;4,51;88,91;12,299
008865;90;4,44;28360,87;644,1651111
008866;90;4,52;44,93;8,93755556
008867;90;4,46;85,66;12,74577778
008868;90;4,47;55,31;13,178
008869;90;4,56;47,77;12,36988889
008870;90;4,52;47,94;11,29211111
008871;90;4,54;45,6;9,90355556
008872;90;4,49;8309,69;195,9954444
008873;90;4,53;74,25;10,42155556
008874;80;4,42;82,77;11,424125
008875;80;4,57;8310,32;218,284625
008876;80;4,91;50,99;10,781875
008877;80;4,47;87,91;12,09525
008878;80;4,44;51,78;9,745625
008879;80;4,44;46,6;12,490125
008880;80;4,53;76,66;11,88875
008881;80;4,48;8314,72;220,049875
008882;80;4,5;84,71;12,780625
008883;80;4,48;76,73;13,19925
008884;80;4,48;48,19;9,79375
008885;80;4,5;46,08;11,11675
008886;100;5,17;8314,01;182,0319
008887;100;5,44;300,7;19,896
008888;99;5,45;10134,24;220,0778788
008889;100;5,24;28385,24;582,8681
008890;100;5,22;9195,65;204,2575
008891;100;5,24;55,8;15,6615
008892;100;5,27;9211,2;198,1744
008893;100;6,19;75,1;12,572
008894;100;6,12;28393,87;580,9785
008895;102;6,31;84,17;15,80823529
008896;100;6,26;72,75;14,0864
008897;100;6,26;46,77;11,6556
008898;100;6,2;8415,56;186,1392
008899;100;6,27;8385,96;181,4345
008900;102;6,32;89,03;15,00411765
008901;100;6,24;68,54;16,615
008902;100;6,27;86;14,5172
008903;100;6,2;52,92;11,054
008904;100;6,24;75,02;11,6354
008905;100;6,3;82,33;14,6975
008906;100;6,29;55,15;13,3749
008907;100;6,19;71,19;12,7184
008908;100;6,26;76,89;13,1488
008909;100;4,99;8319,21;182,0976
008910;100;4,94;52,59;12,8859
008911;100;4,94;105,82;14,3804
008912;100;4,97;8386,86;178,9944
008913;100;4,53;186,73;18,2629
008914;100;4,91;29201,75;598,0573
008915;100;4,48;176,65;14,398
008916;100;4,86;50,69;11,859
008917;99;4,53;8497,17;189,5419192
008918;100;4,89;82,15;11,9767
008919;100;4,87;87,32;13,2686
008920;99;4,9;8637,06;188,8791919
008921;100;4,51;83,17;11,1966
008922;100;5,01;79,95;13,0299
008923;100;5,89;30102,23;912,7539
008924;80;4,37;163,68;18,7275
008925;83;4,02;8362,84;214,4824096
008926;80;4,13;44,78;10,500875
008927;79;4,14;92,52;13,77708861
008928;80;4,26;99,95;18,35475
008929;82;4,25;93,74;20,52231707
008930;80;4,27;53,76;11,033125
008931;82;4,3;86,15;13,50085366
008932;100;5,09;48,76;10,6511
008933;100;4,99;78,85;11,803
008934;100;5,12;9979,6;209,7668
008935;100;5,13;70,79;11,2275
008936;100;5,15;18306,2;378,7013
008937;100;5,06;66,86;10,8665
008938;99;5,07;48;11,67171717
008939;100;5,08;47,9;11,0733
008940;90;5,04;61,82;12,29411111
008941;90;5,04;79,75;12,71577778
008942;90;5,02;99,1;15,27388889
008943;90;5,04;60,47;9,844
008944;90;4,98;28301,4;638,119
008945;91;5,15;69,67;12,02087912
008946;90;5,1;8313,86;202,4457778
008947;90;5,09;78,55;14,14622222
008948;90;5,08;51,33;11,01888889
008949;90;5,16;69,06;13,27966667
008950;90;6,48;8365,97;198,5191111
008951;90;6,62;93,97;16,641
008952;90;6,56;66,58;14,41266667
008953;90;6,88;88,18;15,95077778
008954;90;6,96;48,6;11,965
008955;90;4,9;54,85;11,36411111
008956;90;4,54;54,18;11,363
008957;90;4,9;64,09;11,48233333
008958;90;4,9;74,98;12,13533333
008959;90;6,98;53,73;12,43344444
008960;90;4,52;51,5;11,19266667
008961;91;4,46;49,16;11,82923077
008962;90;4,53;52,09;12,14133333
008963;90;4,52;28318,02;639,5286667
008964;90;4,52;87,79;13,02333333
008965;90;4,55;8371,6;198,589
008966;90;4,54;82,73;11,68277778
008967;90;4,59;80,75;13,23777778
008968;90;4,54;52,44;11,24133333
008969;80;4,46;46,6;11,132
008970;80;4,47;54,89;10,022375
008971;80;4,43;9286,78;242,912125
008972;80;4,5;75,73;10,706
008973;80;4,45;51,7;9,146125
008974;81;4,46;8404,81;117,8162963
008975;80;4,49;52,01;12,81025
008976;80;4,46;77,61;11,098875
008977;80;4,47;49,92;12,168
008978;80;4,49;73,68;12,6585
008979;101;5,19;8598,99;216,6219802
008980;99;5,2;56,67;12,07292929
008981;101;5,4;86,91;13,49940594
008982;75;5,43;19202,14;522,7382667
008983;100;5,27;82,52;16,741
008984;124;5,25;49,95;12,62919355
008985;100;5,28;28371,97;580,2355
008986;100;5,22;85,7;15,2297
008987;100;6,29;81,04;14,3877
008988;101;6,19;78,84;15,4560396
008989;100;6,28;77,41;13,545
008990;100;6,37;28411,88;581,3008
008991;100;6,38;8312,84;179,1731
008992;100;6,32;83,26;12,3817
008993;100;6,39;98,95;16,0939
008994;100;6,42;59,87;11,1394
008995;100;6,26;62,71;12,9289
008996;100;6,33;85,71;12,543
008997;101;6,35;95,95;18,40970297
008998;100;6,35;78,92;13,5708
008999;100;6,39;18302,27;378,2295
009000;100;6,36;71,02;13,0347
009001;100;6,31;74,9;14,4004
009002;100;6,39;60,87;10,8711
009003;100;4,94;81,99;11,8473
009004;100;4,56;8380,25;179,9912
009005;101;5,05;155,76;16,26356436
009006;101;4,96;28419,68;589,0843564
009007;100;4,53;109,83;17,2154
009008;100;4,97;83;13,0465
009009;100;4,94;8358,96;99,5433
009010;99;4,97;94,97;15,22181818
009011;100;4,52;56,72;13,5556
009012;100;4,88;205,07;21,9517
009013;100;4,51;8466,19;185,312
009014;100;4,79;110,85;17,2993
009015;100;4,5;78,22;10,5585
009016;100;4,87;18382,35;380,2714
009017;100;4,97;65,93;14,008
009018;100;4,86;116,76;13,7881
009019;100;5,16;72,86;11,4072
009020;100;5,05;85,04;13,8642
009021;101;5,07;80,01;10,6650495
009022;99;5,06;60,07;11,30828283
009023;100;5,07;8307,29;176,1638
009024;100;5,09;93,04;13,0452
009025;100;5,2;8316,79;97,0115
009026;100;5,12;48,07;12,3386
009027;100;5,1;179,88;15,1941
009028;90;5,08;28323,02;642,724
009029;90;5,1;49,9;12,79744444
009030;90;5,07;85,12;12,243
009031;90;5,07;79,88;12,44355556
009032;90;5,05;52,11;11,05944444
009033;90;5,06;80,21;13,92677778
009034;90;5,05;8308,31;194,1076667
009035;90;5,15;54,85;11,79733333
009036;90;5,12;83,7;14,27622222
009037;90;5,15;49,84;11,96477778
009038;100;4,91;72,1;9,7694
009039;90;6,97;77,19;14,57288889
009040;90;6,72;8333,21;201,8981111
009041;90;7;49,75;17,08688889
009042;91;7,08;92,64;15,96967033
009043;90;6,8;69,26;15,70166667
009044;90;4,49;46,72;12,10088889
009045;90;4,57;78,14;11,63422222
009046;88;4,59;8363,63;109,3784091
009047;90;7,07;47,97;16,30322222
009048;90;6,82;69,16;13,24655556
009049;90;4,53;28308,28;642,3661111
009050;89;4,45;87,99;15,02955056
009051;89;4,47;88,79;11,24449438
009052;90;4,39;47,17;9,62144444
009053;90;4,44;424,01;27,12766667
009054;90;4,45;67,68;9,98522222
009055;90;4,5;8388,42;196,121
009056;90;4,46;78,01;12,30477778
009057;90;4,53;98,82;14,24066667
009058;90;4,47;82,59;11,56788889
009059;80;4,49;82,6;12,488375
009060;79;4,52;18301,09;472,2870886
009061;80;4,46;62,93;11,07275
009062;80;4,58;77,98;11,970875
009063;80;4,46;8313,45;217,755625
009064;80;4,48;69,78;12,745
009065;80;4,47;90,74;15,012
009066;80;4,48;53,9;12,9485
009067;80;4,95;64,98;12,3245
009068;80;4,51;8315,07;220,310125
009069;81;4,45;84,04;14,50567901
009070;80;4,47;82,8;13,19975
009071;100;5,23;9202,21;196,7824
009072;100;5,24;85,86;21,0098
009073;100;5,27;84,75;14,8571
009074;100;5,41;73,11;14,0874
009075;100;5,21;8307,12;183,5765
009076;100;5,25;82,72;15,0408
009077;102;5,4;197,82;18,78558824
009078;100;5,22;8302,5;181,5166
009079;100;5,32;86,35;15,0935
009080;100;6,37;60,82;13,5635
009081;100;6,37;79,93;15,2021
009082;100;6,39;28424,47;585,976
009083;100;6,46;70,95;16,8874
009084;100;6,36;115,69;14,0776
009085;100;6,51;84,88;17,4587
009086;100;6,5;75,99;13,1039
009087;100;6,5;82;14,8379
009088;100;6,54;8375,69;184,4732
009089;100;6,45;71,85;10,7621
009090;100;6,46;76,27;13,196
009091;100;6,43;8325;179,5323
009092;100;6,49;52,75;14,007
009093;101;6,37;88,01;17,42633663
009094;100;6,48;71,59;14,3388
009095;100;6,45;72,91;12,6719
009096;100;6,5;8324,95;179,6011
009097;100;6,48;55,04;14,7139
009098;100;5,02;107,78;17,3324
009099;100;4,92;28383,83;580,0061
