Lagerin;count(b.baseid);MinFertigungszeit;MaxFertigungszeit;AVGFertigungszeit
000041129;90;4,41;188,55;13,92366667
000041132;91;4,44;61,52;11,93626374
000041147;82;7,33;105,08;15,75317073
000041149;80;7,42;47,87;14,6435
000041155;80;7,53;55,96;17,12375
000041156;81;7,26;92,03;16,43518519
000041254;90;4,4;47,86;11,42977778
000041263;90;4,4;8400,45;198,8533333
000041270;90;4,47;126,74;17,53044444
000041273;90;4,42;80,91;13,07466667
000041277;100;7,1;52,06;12,8655
000041283;100;7,01;57,07;13,2352
000041287;101;7,1;48,68;12,59960396
000041290;101;7,17;209,05;19,26237624
000041292;100;7,05;66,46;16,8152
000041298;100;7,15;54,91;14,7975
000041302;100;5,37;28308,39;581,215
000041307;100;6,2;79,06;14,3387
000041313;102;6,05;9201,89;116,4218628
000041318;102;5,37;9135,76;197,2230392
000041321;101;5,28;51,26;11,48663366
000041325;97;7,07;82,2;14,88752577
000041329;101;7,01;99,81;18,47613861
000041331;101;7,07;98,09;17,20811881
000041335;100;7,06;54,89;12,4596
000041338;99;7,13;48,56;14,2659596
000041340;101;7,26;82,87;17,42356436
000041344;102;7,07;52,94;12,67705882
000041352;103;5,01;60,13;13,82359223
000041355;102;4,92;8507,86;187,4555882
000041362;104;4,52;9182,86;188,0916346
000041365;98;4,91;93,83;12,78530612
000041370;100;5,03;83,57;15,9812
000041385;100;5,24;45,7;11,0069
000041387;100;5,14;95,62;14,643
000041435;80;7,5;94,55;17,531375
000041437;81;7,16;96,23;16,63617284
000041442;80;7,06;51,56;14,635
000041443;81;7,48;8357,19;222,0059259
000041446;100;5,13;79,93;14,3725
000041457;65;5,04;70,73;13,27676923
000041464;100;5,15;8314,19;184,5746
000041474;90;4,42;87,87;11,65622222
000041480;90;4,45;8317,35;197,1772222
000041483;90;4,39;28315,99;639,1295556
000041485;92;5,13;61,18;13,3123913
000041493;90;5,04;28313,82;640,6383333
000041496;92;5,1;84,14;12,51804348
000041500;88;5,02;79,63;13,85954545
000041524;110;4,49;139,16;19,12972727
000041527;104;4,9;9190,21;192,1289423
000041559;100;4,91;101,16;14,4092
000041566;102;4,84;104,95;16,72911765
000041570;100;4,93;86,21;16,0009
000041575;90;4,39;71,56;12,29488889
000041584;90;4,38;91,29;12,32422222
000041586;90;4,39;8314,58;194,7134444
000041589;90;4,38;29190,77;662,367
000041593;101;5,37;195,94;15,65930693
000041596;101;5,35;91,93;15,3049505
000041599;85;5,03;8432,04;213,3387059
000041602;93;5,02;101,14;11,55903226
000041606;100;7,05;48,59;12,9588
000041608;102;7,13;8306,44;178,7393137
000041613;100;7,07;28310,68;581,5317
000041619;102;7,11;87,14;15,52558824
000041621;100;7,04;92,67;19,2974
000041627;90;4,37;81,94;13,00322222
000041634;90;4,42;54,98;9,45455556
000041638;90;4,38;46,99;10,37455556
000041646;90;4,41;77,52;12,34044444
000041651;93;4,37;118,05;18,20204301
000041659;93;4,38;8366,9;190,3207527
000041663;91;4,38;77,9;12,04912088
000041665;104;5,08;84,49;13,70144231
000041668;100;5,09;53,97;13,5319
000041671;101;5,25;80,93;12,04029703
000041676;102;5,03;110,88;15,56627451
000041681;101;4,58;87,6;13,61970297
000041683;100;4,54;88,84;14,6767
000041688;101;4,56;245,23;16,73227723
000041741;103;4,93;9218,54;368,8152427
000041748;82;4,4;100,57;18,15853659
000041751;80;7,53;48,07;15,43325
000041752;80;7;66,03;16,695625
000041755;80;7,89;83,99;22,1945
000041762;80;7,74;8369,99;222,354625
000041778;101;5,59;9139,7;200,4680198
000041785;100;5,78;9141,99;200,9196
000041791;100;5,78;100,06;19,2619
000041795;89;4,48;93,1;11,60561798
000041797;90;4,4;62,86;13,06466667
000041810;89;4,37;61,85;11,10932584
000041814;90;4,42;63,19;11,43966667
000041816;90;5,06;8312,19;200,651
000041819;89;5,07;64,06;12,45404494
000041822;88;4,86;410,93;22,62125
000041826;94;5,16;171,96;17,85893617
000041844;80;4,91;91,11;19,248625
000041849;80;4,44;68,02;15,43325
000041850;80;7,29;88,9;18,89175
000041854;81;4,5;100,97;14,56271605
000041855;80;7,42;88,49;18,990875
000041860;102;4,46;88,53;16,17196078
000041863;100;4,47;54,57;10,8171
000041956;133;5,07;8615,09;143,3476692
000041961;100;7,26;28364,12;580,7536
000041966;100;7,21;49,93;16,1502
000041969;99;4,99;8303,61;180,8120202
000041970;102;7,14;100,85;17,20235294
000041971;100;7,14;70,97;16,1175
000041979;100;7,15;81,8;16,3097
000041982;100;7,07;8309,18;186,5866
000041985;100;7,15;49,37;13,8078
000041990;100;7,2;69,85;16,5766
000041993;100;5,35;64,28;14,9395
000042000;100;5,82;98,91;16,5442
000042006;100;5,82;30108,99;615,207
000042015;101;5,88;9141,91;207,7815842
000042023;105;5,43;430,04;23,07971429
000042025;101;5,55;8320,46;262,6076238
000042032;100;5,31;8306,31;179,8208
000042071;80;7,56;63,87;17,302
000042075;80;7,71;8410,86;226,742625
000042079;81;7,99;108,85;18,29160494
000042083;80;7,81;95,88;16,319125
000042085;80;7,82;85,09;19,592
000042090;80;7,97;94,16;19,09575
000042096;90;4,43;61,92;9,72233333
000042099;92;4,42;120,95;13,3523913
000042103;90;4,4;52,87;11,24777778
000042106;88;5,16;83,62;14,85454545
000042112;92;5,17;28319,34;632,0306522
000042117;91;5,16;51,97;12,85835165
000042127;102;4,86;8317,89;177,0603922
000042130;103;4,41;9191,12;197,3653398
000042132;104;4,53;38320,91;752,0525
000042153;100;5,2;401,79;18,4992
000042157;102;5,17;304,44;23,13196078
000042160;100;5,29;83,67;13,1656
000042166;100;4,51;68,86;13,5253
000042213;102;4,87;28311,13;567,2827451
000042227;101;7,02;126,28;19,38792079
000042234;100;7,18;8311,48;184,3275
000042238;91;4,4;93;14,0278022
000042242;90;4,4;8315,68;195,6885556
000042245;90;4,39;73,9;10,71088889
000042248;100;4,98;68,5;12,4353
000042250;90;4,38;85,22;12,49466667
000042252;90;4,38;56,03;9,74133333
000042260;104;7,33;8364,15;178,8583654
000042261;102;7,28;106,82;25,64735294
000042286;102;5,34;9181,68;200,6190196
000042291;100;7,16;75,59;16,835
000042296;91;4,38;8318,45;195,7198901
000042297;90;4,38;53,28;12,16855556
000042301;93;4,38;118,73;13,35053763
000042304;90;4,4;65,07;13,57855556
000042307;89;4,37;8317,68;106,665618
000042309;100;4,76;94,82;13,2001
000042310;102;4,51;8398,04;189,4438235
000042312;90;4,41;87,01;10,68611111
000042317;90;5,31;73,99;16,65922222
000042320;91;5,48;94,17;18,28351648
000042322;93;5,49;9183,96;210,4567742
000042327;88;5,48;86,02;13,55011364
000042330;90;5,29;90,98;14,78866667
000042336;90;5,26;82,91;17,18033333
000042338;93;4,42;84,87;14,36010753
000042351;105;4,9;161,44;15,05342857
000042364;80;4,43;9204,93;247,937625
000042367;80;4,39;8311,41;220,203
000042371;81;4,41;79,17;10,66876543
000042373;79;7,56;87,83;18,73974684
000042459;102;5,26;8577,81;348,9058824
000042468;104;5,24;9226,35;287,3341346
000042473;100;5,47;9213,76;202,8672
000042477;100;5,45;78,21;15,5186
000042485;100;4,95;274,15;15,9265
000042488;103;4,85;19537,99;212,9837864
000042493;102;4,86;9214,42;192,5308824
000042498;101;4,52;109,73;13,25049505
000042500;103;4,95;980017,72;9709,036893
000042503;104;4,91;8418,89;254,3948077
000042505;102;4,55;88,98;18,08303922
000042508;99;4,98;9344,26;202,7373737
000042513;99;4,98;9144,89;199,9356566
000042520;76;4,49;56,75;12,70618421
000042526;85;8,02;87,03;22,50776471
000042530;80;8,17;85,56;18,17725
000042537;81;8;78,64;21,38518519
000042540;80;7,84;9195,05;250,836
000042569;100;7,19;66,04;17,3325
000042573;102;7,3;76,6;17,085
000042581;100;7,27;102,2;18,9191
000042583;100;7,29;115,49;16,9655
000042586;100;7,36;104,8;15,5505
000042589;100;5,8;9198,53;200,3372
000042593;101;5,58;28712,58;583,2809901
000042598;100;5,37;207,77;23,3417
000042599;100;5,39;9228,76;202,2099
000042603;100;5,94;19285,77;410,6039
000042608;100;7,33;91,24;18,0795
000042610;101;7,3;216,08;21,07584158
000042613;100;7,37;9186,96;206,6787
000042616;100;7,3;74,92;16,465
000042621;90;4,38;58,95;11,407
000042628;90;4,36;65,26;12,03388889
000042632;90;4,39;87,15;14,05055556
000042634;90;4,41;96,74;13,33566667
000042637;90;4,43;205,45;13,41544444
000042638;91;4,4;92,08;14,03593407
000042641;91;4,39;159,35;14,63571429
000042644;92;5,27;28407,17;636,1807609
000042646;90;5,27;87,19;15,19555556
000042648;88;5,25;93,84;15,15647727
000042650;88;5,27;100,61;15,79863636
000042654;100;5,5;9188,86;197,5259
000042660;99;5,27;39596,91;820,1629293
000042661;109;5,41;9228,16;275,1477064
000042667;101;5,21;113,21;16,27336634
000042679;101;7,44;61,05;13,42613861
000042681;99;7,54;9184,72;199,5775758
000042685;100;7,92;50,65;16,5384
000042692;100;7,31;71,27;16,5334
000042697;80;4,41;49,98;10,2315
000042699;96;7,8;8368,87;192,8261458
000042700;98;7,41;76,05;14,23163265
000042707;101;7,58;101,77;18,83811881
000042762;90;4,46;85,37;12,53033333
000042765;90;4,39;90,06;13,27466667
000042768;89;4,45;28494,95;657,4429214
000042775;91;4,43;8317,62;195,6242857
000042778;90;4,42;9319,08;223,3285556
000042779;92;4,38;9291,2;418,4801087
000042783;89;5,21;52,18;11,9441573
000042785;92;5,26;8312,68;193,5582609
000042789;133;7,13;39375,16;539,5772932
000042793;72;7,52;10009,13;155,7358333
000042795;100;7,38;81,12;16,0989
000042798;100;7,3;381,1;24,5401
000042804;100;7,44;74,81;15,3542
000042842;100;5,16;8366,21;179,8597
000042845;100;5,44;86,09;14,3311
000042848;100;5,51;9250,05;203,6145
000042852;100;5,34;29611,33;611,8472
000042855;101;4,53;9177,95;192,4937624
000042861;100;4,95;102;12,842
000042864;103;4,93;65,99;13,01349515
000042869;100;4,91;94,27;12,2038
000042872;102;4,9;29707,8;597,2623529
000042877;102;4,93;9183,4;192,9501961
000042880;90;4,51;9129,81;211,7124444
000042885;90;4,49;62,79;15,03722222
000042888;91;4,44;9297,59;323,6527473
000042892;90;4,45;9384,76;221,8757778
000042894;90;4,38;73,94;11,69766667
000042898;100;5,23;9269,79;200,1329
000042905;108;5,24;81,43;16,93472222
000042908;93;5,44;699286,2;15053,40624
000042915;91;5,26;9196,74;217,3236264
000042920;91;5,22;709202,03;23392,23802
000042955;90;4,42;29683,01;671,2561111
000042956;90;4,43;9196,99;218,1875556
000042961;101;7,56;56,12;13,55039604
000042964;100;7,98;8314,12;181,615
000042967;99;7,94;8384,72;185,980101
000042969;90;4,44;29106,91;659,7698889
000042973;90;4,48;84,95;10,38822222
000042978;90;4,31;96,88;11,85566667
000042985;92;5,09;71,96;11,59
000042990;89;5,07;9181,11;218,7519101
000042998;101;4,56;72,06;11,62
000043003;100;4,92;74,87;10,2732
000043009;100;4,92;699191,59;13999,1435
000043014;102;4,87;29778,84;887,4776471
000043017;102;5,04;73,87;11,69960784
000043023;80;8;9240,71;255,9765
000043024;79;4,48;59,02;10,91012658
000043028;80;8,14;90,13;19,043875
000043031;80;8,1;29069,84;745,15275
000043034;80;4,54;57,61;11,5565
000043093;100;4,49;52,41;9,4418
000043095;100;4,56;72,87;10,9685
000043102;101;4,38;8370,85;96,06138614
000043103;99;4,47;8371,78;94,65151515
000043117;79;4,88;84,84;17,25987342
000043118;80;8,09;104,77;23,1805
000043123;80;4,54;9197,76;239,321875
000043127;100;5,05;87,91;13,2142
000043135;199;5,03;9195,84;103,9024623
000043138;100;5,05;63,96;12,093
000043142;100;5,1;62,89;10,7924
000043215;90;4,42;54,68;10,14755556
000043216;88;4,23;699209,07;15901,69466
000043221;90;5,26;87,05;15,35822222
000043223;90;5,08;57,9;12,374
000043227;100;7,43;50,62;13,8107
000043430;96;5,3;9190,01;205,0591667
000043463;99;5,45;87,14;14,72919192
000043509;103;7,49;699189,62;13594,90515
000043511;101;7,53;98,46;15,80762376
000043512;104;7,92;91,19;18,70817308
000043515;100;7,48;9197,84;202,9014
000043516;102;7,91;84,36;15,21147059
000043518;100;7,57;48,03;14,418
000043519;103;6,55;111,55;16,1607767
000043523;100;5,21;39777,28;810,8489
000043539;91;4,28;8346,44;197,0376923
000043541;90;4,45;102,02;13,99644444
000043543;90;4,43;78,02;9,67933333
000043547;90;4,44;73,8;11,15355556
000043551;90;4,4;81,16;10,63011111
000043552;92;4,41;8391,71;195,2075
000043553;89;4,41;49,64;10,87483146
000043557;100;6,47;253,64;21,5936
000043560;100;6,92;48,47;14,9108
000043562;102;6,48;88,07;19,95666667
000043564;105;6,53;28310,88;554,5891429
000043568;110;7,94;69,77;15,82954545
000043570;101;8;62,85;19,30574257
000043571;103;7,93;8320,24;179,3225243
000043574;90;4,41;44,88;8,25255556
000043577;90;4,44;8335,87;105,2692222
000043580;91;4,45;52,93;10,22186813
000043581;89;4,45;66,89;13,73123596
000043583;91;4,27;8337,9;103,4621978
000043587;93;4,45;91,75;13,98301075
000043589;92;4,41;8350,09;378,3097826
000043592;88;5,02;45,58;11,62590909
000043601;90;5,02;8318,91;197,3993333
000043605;90;5,08;29898,02;677,3513333
000043608;90;5,08;87,91;13,16766667
000043610;92;4,8;80,32;14,39065217
000043614;88;5,07;55,71;11,46761364
000043621;92;5,13;79,04;11,98032609
000043624;90;5,09;66,92;12,07922222
000043625;87;5,08;8315,03;203,3955172
000043628;89;5,08;56,62;12,00157303
000043630;91;5,07;163,06;18,82406593
000043632;101;4,45;122,87;12,80059406
000043636;100;4,49;9033,15;192,9939
000043638;100;4,5;91,64;12,2622
000043641;103;4,44;9045,55;277,083301
000043646;81;4,45;46,02;10,30740741
000043649;80;8,2;61,5;16,547875
000043651;82;4,23;115,58;13,1447561
000043655;80;7,21;76,92;17,155375
000043658;80;8,07;117,31;17,891375
000043663;80;6,52;78,05;14,287125
000043664;82;4,44;70,73;10,42134146
000043667;80;7,1;81;16,27125
000043671;77;7,96;86,7;20,92012987
000043673;84;7,92;93,86;23,06880952
000043674;102;4,96;88,93;14,37441176
000043677;100;4,89;8318,99;178,1798
000043680;101;4,78;8309,2;184,6020792
000043682;103;4,49;19808,29;399,5256311
000043684;100;4,86;82,25;11,6294
000043687;100;5,01;8403,57;98,7172
000043688;107;4,88;29193,01;571,0603738
000043690;103;4,85;8297,8;176,1715534
