TEIL;LAGER;COUNT;MIN;MAX;AVG
K;000042006;100;342;263339;5758.7000
K;000035143;100;331;26351;1338.3000
K;000029680;100;390;11601;1049.6300
K;000042599;100;339;59316;1789.7900
K;000032923;100;337;29774;2248.0200
K;000028614;101;356;56812;1701.6040
K;000028597;100;358;56895;1906.2100
K;000038200;100;339;2952;585.1500
K;000036112;100;334;3501;627.3400
K;000048383;99;320;1882;433.1818
K;000052586;102;319;243432;5449.2843
K;000044526;99;326;62463;2442.8889
K;000052609;100;320;4431;673.6900
K;000044758;99;323;56314;1596.4444
K;000050691;100;322;244753;5616.8600
K;000045237;100;326;2601;588.7300
K;000046852;102;322;261279;8121.3627
K;000045244;99;322;56301;1649.4242
K;000047522;100;326;4541;556.5800
K;000045584;100;324;55984;1773.1100
K;000049739;99;338;207881;4747.1919
K;000046112;98;328;4494;593.2245
K;000052064;100;323;57741;1615.7100
K;000046105;103;321;1866;494.4660
K;000047995;99;320;122642;2959.0505
K;000053823;100;318;1976;423.2000
K;000047781;101;326;3039;545.0099
K;000049930;101;328;61191;2996.1485
K;000050863;100;317;26041;1055.8300
K;000049936;100;328;4915;739.1400
K;000030283;102;387;72504;1462.5098
K;000041049;100;326;1336;448.3300
K;000028956;102;409;199489;9979.6275
K;000037052;100;330;406350;8725.4500
K;000039028;100;333;56514;1921.0000
K;000043523;100;321;337048;7274.8900
K;000028946;98;397;63604;4968.9286
K;000032578;100;322;58360;3055.8600
K;000033921;100;334;60793;1778.2200
K;000031085;101;375;67630;2931.5842
K;000034667;99;331;202545;4865.1818
K;000039481;100;330;57751;1701.9300
K;000039505;100;333;3293;608.1600
K;000028600;100;385;229168;6784.5100
K;000035136;99;336;35501;2088.1010
K;000039957;100;327;3260;527.5800
K;000029684;100;373;25731;1140.8300
K;000048598;100;322;3577;516.8100
K;000050123;99;320;3868;655.4343
K;000051059;83;328;92761;1687.8795
K;000053015;100;320;3781;606.1000
K;000051067;100;321;11484;901.7500
K;000044762;100;322;56125;1567.3100
K;000048602;98;325;2583;503.9898
K;000044754;99;321;2462;610.5455
K;000053021;99;339;5671;570.4444
K;000053225;101;324;2809;640.9604
K;000045002;100;326;4090;527.4700
K;000046839;90;319;2961;618.1667
K;000051284;101;321;2195;505.6733
K;000047564;100;324;53993;1478.5000
K;000045862;100;329;2874;548.5700
K;000047992;101;322;65620;2103.6634
K;000049440;100;324;25475;1221.9200
K;000044531;99;322;2629;521.2424
K;000044129;100;320;5224;685.2500
K;000054223;12;320;1149;552.7500
K;000052461;102;324;8168;995.4020
K;000052473;100;322;25330;1043.8700
K;000048012;100;328;2351;487.8300
K;000031671;100;354;6865;636.2200
K;000028473;99;393;58093;1944.3939
K;000042660;97;326;331011;7586.9485
K;000042898;100;323;59379;1710.8900
K;000041054;100;327;60546;2308.5900
K;000038989;95;345;16478;1261.3158
K;000033711;99;336;58308;2831.0606
K;000037229;97;352;56461;1662.9897
K;000041313;98;365;57709;1440.6020
K;000041593;100;337;6954;584.7900
K;000037355;176;330;144024;2371.7557
K;000031118;100;405;70460;2728.6200
K;000041785;100;338;56519;1734.7600
K;000032587;99;333;3731;563.7576
K;000029207;100;357;9634;817.5600
K;000031517;101;396;239778;4114.0792
K;000035729;100;323;4035;608.3400
K;000039496;100;331;2999;670.9200
K;000032602;101;348;8153;832.7228
K;000036134;99;335;28250;1871.5859
K;000032839;100;330;57829;1708.0800
K;000036126;100;344;448231;11240.5500
K;000029693;100;375;4541;693.7400
K;000042598;99;337;7657;796.1111
K;000044153;100;299;57068;1682.9500
K;000046390;100;339;2601;569.9300
K;000050531;101;322;25923;1180.7228
K;000048900;99;326;230168;7613.6869
K;000053028;101;322;3414;617.7426
K;000044991;99;325;52790;1647.9091
K;000048908;100;321;8341;680.0200
K;000053341;100;321;237827;9951.0900
K;000047533;97;322;54090;1662.5773
K;000045596;100;320;56336;1700.2900
K;000053523;100;311;4960;543.6400
K;000045588;100;324;930;418.8300
K;000044142;101;324;26762;1706.1782
K;000043759;101;307;56265;1590.1584
K;000043944;98;318;80290;1569.6735
K;000043948;100;307;9032;907.6500
K;000052066;100;334;6129;810.2200
K;000052074;100;321;1935;496.1200
K;000047999;99;327;2000;537.8283
K;000050116;100;329;8434;864.5600
K;000030270;100;364;2625;577.5600
K;000028469;100;384;57247;1726.6400
K;000038748;102;338;25218;1203.9902
K;000030292;100;376;12138;1594.8400
K;000031682;100;332;2628;509.4300
K;000032063;100;329;5237;708.0300
K;000039202;100;334;3709;728.0800
K;000041055;102;328;5918;872.2255
K;000032054;99;332;8620;799.3131
K;000031099;100;373;56759;2139.9700
K;000041302;100;337;198519;4489.9000
K;000033916;98;349;2339;586.5714
K;000037343;98;337;32754;1662.9592
K;000039034;99;337;58561;1885.1717
K;000037217;101;332;285163;6450.7822
K;000029202;101;377;3018;580.7723
K;000034658;100;336;57682;2018.6400
K;000041318;100;336;56136;1718.9500
K;000031111;100;378;1889;572.0300
K;000039491;100;327;56885;1648.1500
K;000029206;101;370;2442;553.5050
K;000034663;100;320;2980;605.1200
K;000042015;100;341;56511;1998.4100
K;000038187;100;331;3402;716.3900
K;000031534;44;377;56108;3098.1591
K;000029669;100;382;2634;612.6700
K;000038195;99;335;40558;1399.2121
K;000035434;100;335;4503;661.7500
K;000040385;100;326;57052;1798.0300
K;000038204;98;334;230982;5450.3673
K;000036408;100;324;2622;638.2400
K;000046489;99;323;2052;470.1515
K;000050529;100;323;236616;5737.3200
K;000048896;100;321;56803;1828.9800
K;000050514;101;333;25371;1065.0396
K;000053348;100;341;1943;543.7900
K;000050709;100;312;8683;646.7100
K;000053350;100;317;3930;538.9200
K;000052055;97;322;144134;4154.9794
K;000045850;100;329;57960;1587.9400
K;000049439;98;306;4885;617.3878
K;000046115;99;328;246194;5377.5556
K;000052049;100;321;199917;4479.8400
K;000053819;100;312;41901;1428.3400
K;000044157;100;323;198358;4543.9900
K;000049751;99;325;410962;4694.5051
K;000046273;101;322;170471;4307.7921
K;000054209;100;317;56047;1584.3500
K;000049941;103;334;9187;791.3981
K;000052465;100;322;2675;580.1600
K;000028244;82;380;954383;23922.5244
K;000038604;103;334;56777;1656.1359
K;000036117;100;330;2955;513.5200
K;000033339;101;353;61378;2321.0594
K;000031669;100;323;3573;492.5900
K;000042908;93;325;60380;1862.7742
K;000043463;99;338;2834;569.4848
K;000040763;99;327;46546;1645.2525
K;000034661;99;331;349309;7584.3636
K;000039197;100;335;91973;3524.1000
K;000037219;100;339;2698;687.1700
K;000039023;100;338;50349;1692.2800
K;000041596;100;335;3113;557.1000
K;000037608;100;335;3127;617.8600
K;000042000;100;342;3531;607.6200
K;000029667;101;386;75464;5562.5941
K;000038188;100;332;56645;1652.1900
K;000039964;100;331;58081;1580.8300
K;000039509;99;324;198971;4447.7879
K;000032843;99;354;58993;1939.6667
K;000038396;100;336;56354;1793.8200
K;000029696;97;375;57412;2948.4948
K;000036123;99;331;3145;568.4343
K;000040395;100;329;5827;612.2800
K;000032920;113;329;18709;872.8230
K;000029757;102;377;56802;2181.0000
K;000042593;99;335;213138;4720.0303
K;000029776;98;391;15926;1210.5102
K;000029773;100;405;44601;1925.9200
K;000050864;116;325;92064;2224.4655
K;000048379;100;320;38277;1215.6500
K;000044145;100;326;3285;501.0800
K;000046480;98;323;39838;1683.1939
K;000044752;101;330;231578;5217.6139
K;000053012;100;316;3547;704.1500
K;000048907;100;321;4382;600.5700
K;000045249;100;326;289080;6357.4900
K;000046844;100;320;57611;1853.8500
K;000051788;101;319;262943;15202.1881
K;000047560;100;324;2171;460.8300
K;000053711;101;320;5914;1009.2277
K;000053705;98;296;219227;5790.0000
K;000047570;100;326;2504;481.0300
K;000045857;99;329;2475;491.3131
K;000049745;100;322;1915;505.7500
K;000046286;96;324;34981;759.9479
K;000048020;100;336;2715;497.2800
K;000044133;100;324;143140;3384.2000
K;000052596;100;326;2795;562.2000
K;000030262;100;374;26129;1312.4500
K;000028461;100;413;3262;583.3300
K;000043430;96;330;57001;1678.8333
K;000033760;98;337;73061;3087.4490
K;000037060;103;324;7095;717.0097
K;000031673;100;343;34348;1546.8200
K;000043749;94;305;66432;2034.4787
K;000028945;102;374;56515;2015.5882
K;000037347;100;334;57350;1995.5000
K;000028964;100;367;8396;851.9800
K;000039193;100;325;257728;5647.5000
K;000032573;100;342;60192;1738.5300
K;000035733;99;332;50022;1692.4444
K;000029678;101;367;57699;2448.3663
K;000035429;100;335;6311;752.8200
K;000037604;100;332;207930;6224.3500
K;000031521;100;391;10949;899.5800
K;000035738;100;347;28474;1570.1400
K;000028621;98;404;6220;861.2653
K;000038401;100;338;58527;1704.3800
K;000035715;100;332;199301;5167.3200
K;000033328;85;329;5524;875.2353
K;000038601;100;333;3492;624.5800
K;000033347;99;335;143308;3679.0101
K;000042603;100;335;146996;3756.7900
K;000046485;101;310;220617;4898.5446
K;000051068;100;320;200724;4487.4800
K;000046832;100;322;2637;543.8100
K;000046835;100;324;56239;1751.5200
K;000046821;98;323;59439;1863.9898
K;000046848;99;326;45126;1971.2222
K;000051275;100;341;58280;1686.9000
K;000051279;100;327;9383;826.7500
K;000053344;100;320;65148;1837.1300
K;000049044;100;335;32282;1418.8900
K;000049037;100;322;9421;651.7700
K;000053715;100;318;27847;1059.5100
K;000051779;102;327;75659;2036.2157
K;000049760;103;323;41441;1401.3398
K;000044148;99;306;2058;488.6768
K;000044127;101;321;2354;513.1386
K;000048371;100;323;2617;511.1500
K;000052598;100;326;56715;1937.5200
