TEIL:F
FA:008610;90;286.0;3293.0;439.97727272727275;0;0;0.0
FA:005981;90;301.0;1398.0;439.6;0;0;0.0
FA:008689;90;281.0;2776.0;432.68888888888887;0;0;0.0
FA:007859;90;280.0;3439.0;466.5113636363636;0;0;0.0
FA:006210;90;313.0;1475.0;512.5777777777778;0;0;0.0
FA:006280;90;290.0;2312.0;509.3;0;0;0.0
FA:008068;90;283.0;1082.0;378.7;0;0;0.0
FA:009457;90;288.0;2294.0;430.53333333333336;0;0;0.0
FA:009268;90;288.0;939.0;352.06666666666666;0;0;0.0
FA:007013;90;297.0;1803.0;420.0;0;0;0.0
FA:007374;90;284.0;3068.0;562.7640449438202;0;1;0.011111111111111112
FA:008064;90;269.0;1822.0;383.6222222222222;0;0;0.0
FA:007719;90;281.0;2867.0;427.3222222222222;0;0;0.0
FA:006431;90;272.0;1301.0;405.54545454545456;0;1;0.011111111111111112
FA:006516;90;279.0;2244.0;432.96666666666664;0;0;0.0
FA:008781;90;281.0;2129.0;482.989010989011;0;1;0.011111111111111112
FA:008507;90;286.0;1065.0;370.5888888888889;0;0;0.0
FA:009460;90;402.0;1756.0;528.2111111111111;0;0;0.0
FA:006596;90;281.0;2237.0;466.31111111111113;0;0;0.0
FA:008786;90;284.0;1458.0;404.6111111111111;0;0;0.0
FA:008981;90;287.0;1447.0;403.93333333333334;0;0;0.0
FA:009454;90;428.0;3144.0;535.6444444444444;0;1;0.011111111111111112
FA:006807;90;284.0;3268.0;541.0555555555555;0;0;0.0
FA:006598;90;285.0;2528.0;490.314606741573;0;1;0.022222222222222223
FA:008001;90;285.0;1227.0;373.6703296703297;0;1;0.011111111111111112
FA:009560;90;287.0;2868.0;502.15555555555557;0;1;0.03333333333333333
FA:008877;90;287.0;1810.0;469.7111111111111;0;0;0.0
FA:009362;90;294.0;859.0;362.52222222222224;0;0;0.0
FA:007809;89;279.0;1893.0;398.10227272727275;0;0;0.0
FA:009452;90;392.0;2060.0;561.9318181818181;0;0;0.0
FA:008510;90;287.0;1364.0;388.46666666666664;0;0;0.0
FA:008688;91;282.0;2625.0;385.15384615384613;0;0;0.0
FA:007544;90;290.0;1848.0;411.8068181818182;0;0;0.0
FA:005984;90;308.0;1295.0;391.84090909090907;0;0;0.0
FA:008309;90;285.0;3015.0;435.2;0;0;0.0
FA:008614;90;284.0;3064.0;427.26666666666665;0;0;0.0
FA:006277;90;286.0;2706.0;470.3666666666667;0;0;0.0
FA:008311;90;285.0;2527.0;461.3888888888889;0;0;0.0
