TIME
0.194352
0.167654
0.062653
0.068408
0.075485
0.064974
0.088713
0.052326
0.059961
0.074251
0.085454
0.083809
0.061356
0.067982
0.067756
0.059839
0.061672
0.062410
0.058520
0.064626
0.066394
0.065490
0.063768
0.058016
0.060351
0.058411
0.061222
0.059908
0.091879
0.061834
0.066704
0.062762
0.063417
0.076650
0.076178
0.073454
0.069830
0.056963
0.059901
0.072855
0.070627
0.083091
0.066375
0.063605
0.087987
0.075571
0.070874
0.074758
0.072007
0.068399
0.069052
0.070000
0.078930
0.083544
0.068077
0.058814
0.058735
0.067316
0.064416
0.066826
0.087701
0.061647
0.060801
0.056878
0.058376
0.063711
0.063066
0.064262
0.059101
0.083722
0.058885
0.062279
0.059047
0.060605
0.062423
0.066962
0.067924
0.056190
0.072596
0.060622
0.053407
0.060793
0.057432
0.059282
0.059329
0.057687
0.054353
0.054980
0.082594
0.055693
0.063925
0.055863
0.051703
0.053088
0.066466
0.056310
0.052541
0.057362
0.074682
0.058651
0.053180
0.053791
0.064903
0.065043
0.058956
0.064392
0.060212
0.058704
0.052734
0.059390
0.053977
0.060829
0.063572
0.063619
0.068696
0.063735
0.063827
0.080432
0.051401
0.058339
0.061500
0.057967
0.059937
0.061839
0.061630
0.059124
0.091652
0.060304
0.063055
0.061330
0.065436
0.050834
0.058822
0.067547
0.060692
0.057736
0.059273
0.063758
0.055203
0.056521
0.056857
0.060731
0.063126
0.064011
0.060181
0.084927
0.065935
0.066622
0.064161
0.080489
0.071612
0.078168
0.064625
0.067675
0.067298
0.060987
0.065386
0.063565
0.069555
0.063069
0.056209
0.058495
0.068303
0.059661
0.027164
0.068991
0.072228
0.071816
0.063504
0.092258
0.067742
0.074704
0.066533
0.067473
0.072162
0.069203
0.068446
0.064443
0.059731
0.065755
0.062305
0.065270
0.072813
0.058076
0.068252
0.063170
0.064501
0.067116
0.067481
0.062028
0.067358
0.068987
0.089445
0.074647
0.070047
0.072256
0.065816
0.066291
0.068216
0.063878
0.106990
0.061786
0.068672
0.067594
0.068605
0.070925
0.066344
0.059134
0.062724
0.063868
0.068789
0.070229
0.067277
0.070626
0.059284
0.061472
0.058243
0.067313
0.067034
0.061182
0.063814
0.073830
0.066075
0.102100
0.072600
0.066241
0.062140
0.068383
0.070504
0.072404
0.066604
0.094934
0.064992
0.065424
0.066491
0.064230
0.066873
0.070349
0.066747
0.070740
0.066376
0.068581
0.066851
0.065388
0.073870
0.065838
0.095187
0.061461
0.065074
0.065196
0.061821
0.065917
0.066360
0.065758
0.100180
0.060695
0.070390
0.063921
0.065173
0.076958
0.080700
0.071079
0.067184
0.068270
0.068154
0.068376
0.064831
0.065001
0.090086
0.106753
0.087233
0.090673
0.061405
0.061435
0.068403
0.074528
0.066307
0.062220
0.068382
0.066736
0.062653
0.067686
0.067737
0.070276
0.061273
0.068667
0.070585
0.068653
0.065787
0.073595
0.069329
0.105864
0.071397
0.069323
0.071584
0.066972
0.072606
0.065055
0.066329
0.103266
0.063650
0.070905
0.064246
0.067362
0.069989
0.065325
0.074358
0.073101
0.065209
0.067745
0.068752
0.061852
0.073151
0.070550
0.066696
0.059023
0.066023
0.068765
0.065828
0.067585
0.069618
0.073043
0.105981
0.069890
0.067779
0.068045
0.067581
0.067994
0.075809
0.060588
0.065700
0.072521
0.070447
0.068297
0.069316
0.069597
0.067182
0.072827
0.073691
0.061346
0.067433
0.065313
0.066120
0.070469
0.058290
0.079301
0.061219
0.060330
0.063407
0.060807
0.065366
0.062765
0.060448
0.072351
0.064726
0.064279
0.061081
0.067042
0.071719
0.066882
0.105427
0.073871
0.063053
0.062121
0.064285
0.062644
0.068073
0.062589
0.111003
0.061941
0.073022
0.063055
0.075337
0.067449
0.120292
0.083995
0.075022
0.075133
0.074813
0.074791
0.071372
0.070287
0.066463
0.073144
0.065773
0.066326
0.069637
0.067959
0.072000
0.067170
0.113627
0.068694
0.069264
0.064361
0.069592
0.078485
0.071457
0.110105
0.073491
0.068218
0.064745
0.069751
0.068221
0.070171
0.065076
0.126560
0.098818
0.065096
0.069611
0.102400
0.075794
0.131546
0.064708
0.057837
0.062697
0.064880
0.073247
0.078937
0.098757
0.067723
0.069049
0.067568
0.066027
0.065553
0.067107
0.068102
0.107632
0.070458
0.065946
0.066857
0.067346
0.070323
0.074858
0.081489
0.080235
0.065106
0.074854
0.068784
0.068661
0.064804
0.063635
0.116967
0.066002
0.066361
0.088685
0.059644
0.060389
0.065889
0.072217
0.070105
0.066181
0.060659
0.073331
0.062213
0.064199
0.102487
0.064775
0.063823
0.066530
0.068991
0.076489
0.072744
0.064839
0.077211
0.064061
0.065949
0.068362
0.066587
0.071028
0.070723
0.112143
0.067335
0.067902
0.070185
0.066998
0.067913
0.071740
0.114252
0.070728
0.056190
0.073792
0.072907
0.033804
0.064162
0.064181
0.109799
0.070739
0.075318
0.079425
0.070635
0.034890
0.066986
0.059739
0.120838
0.070422
0.057878
0.069457
0.106949
0.077225
0.128547
0.086608
0.069775
0.080908
0.072037
0.087085
0.064504
0.101397
0.098316
0.071456
0.101533
0.074645
0.110243
0.094083
0.081805
0.082852
0.077577
0.080248
0.093454
0.077774
0.076592
0.080296
0.109291
0.142422
0.083225
0.087500
0.081934
0.069878
0.082383
0.113185
0.077699
0.071675
0.071296
0.067720
0.067348
0.070731
0.113749
0.072298
0.069275
0.071471
0.072775
0.073268
0.074263
0.118935
0.076024
0.078543
0.088859
0.088140
0.087692
0.180810
0.074477
0.079481
0.074655
0.082594
0.079165
0.096913
0.076589
0.076697
0.079499
0.074700
0.072852
0.102899
0.073649
0.068719
0.070333
0.068729
0.110763
0.127971
0.118154
0.111442
0.096220
0.125319
0.083391
0.085765
0.122458
0.096751
0.350313
0.161384
0.126383
0.093296
0.156600
0.129596
0.186121
0.136203
0.112712
0.094444
0.085154
0.093322
0.083525
0.082252
0.084275
0.085052
0.148779
0.087001
0.082045
0.080609
0.086692
0.082229
0.132263
0.083153
0.072362
0.077976
0.065098
0.067341
0.069376
0.086722
0.082688
0.065198
0.070705
0.066021
0.069552
0.178083
0.190066
0.176445
0.273889
0.202062
0.209607
0.368174
0.210384
0.221207
0.207509
0.195087
0.344730
0.212557
0.254924
0.219295
0.211618
0.363207
0.220585
0.420030
0.219300
0.205353
0.261696
0.183123
0.360758
0.204233
0.198444
0.267560
0.207209
0.364767
0.196817
0.192082
0.289104
0.203040
0.352685
0.200179
0.212262
0.248320
0.202718
0.413920
0.226956
0.330605
0.222349
0.206218
0.384667
0.191708
0.211841
0.211520
0.198453
0.401580
0.217038
0.229869
0.231876
0.210334
0.214788
0.210447
0.288629
0.227167
0.242818
0.393114
0.211070
0.372137
0.205899
0.211339
0.239804
0.207093
0.392312
0.216104
0.248823
0.288419
0.210889
0.260612
0.218077
0.367139
0.236963
0.193932
0.309180
0.230891
0.452044
0.220674
0.343372
0.214648
0.204763
0.409219
0.219870
0.339574
0.219941
0.244748
0.261609
0.212228
0.407689
0.215150
0.222541
0.242436
0.208629
0.378419
0.214231
0.381659
0.233540
0.221335
0.259884
0.201834
0.398934
0.221438
0.223298
0.247548
0.224055
0.438666
0.201437
0.309366
0.213970
0.171265
0.347862
0.196527
0.183186
0.444873
0.205048
0.339699
0.197056
0.179481
0.256125
0.228669
0.457744
0.202698
0.259357
0.197869
0.204941
0.414067
0.207611
0.210848
0.245218
0.225192
0.366577
0.219070
0.224877
0.261524
0.242770
0.234691
0.192644
0.350180
0.214103
0.215202
0.267117
0.185777
0.455943
0.201769
0.295820
0.210726
0.209443
0.363606
0.216413
0.203125
0.240610
0.204751
0.406909
0.236332
0.380438
0.238295
0.186579
0.239317
0.208384
0.384909
0.227646
0.193803
0.215369
0.206764
0.305627
0.196697
0.201901
0.406522
0.193798
0.228903
0.241782
0.217165
0.374039
0.216940
0.398422
0.209369
0.201829
0.231434
0.202905
0.443826
0.206074
0.332408
0.237319
0.207254
0.376330
0.189266
0.390011
0.219113
0.201127
0.254159
0.209477
0.397518
0.226848
0.185526
0.234813
0.200318
0.433482
0.212600
0.310831
0.235462
0.221269
0.390687
0.209931
0.335180
0.218962
0.201736
0.435357
0.187697
0.391596
0.213240
0.305690
0.248932
0.232968
0.290179
0.201756
0.225501
0.217415
0.190524
0.298165
0.206384
0.415756
0.228856
0.235866
0.226520
0.190676
0.311043
0.181365
0.209506
0.342296
0.230996
0.305392
0.248834
0.213118
0.325196
0.202639
0.448465
0.212849
0.216331
0.232806
0.209292
0.493829
0.214555
0.322186
0.218797
0.200123
0.345403
0.218052
0.252216
0.223948
0.219689
0.456593
0.196242
0.416363
0.206713
0.204151
0.201592
0.210095
0.191102
0.440965
0.205502
0.397481
0.102014
0.199174
0.356209
0.208159
0.223672
0.278571
0.207705
0.446572
0.221213
0.189121
0.185182
0.202092
0.344038
0.179601
0.194367
0.394284
0.190288
0.278849
0.260180
0.223399
0.233615
0.199255
0.316597
0.216332
0.203297
0.376812
0.215048
0.381200
0.244604
0.205258
0.218675
0.094260
0.215365
0.265247
0.214088
0.381237
0.210961
0.308343
0.230029
0.222350
0.365984
0.204230
0.208292
0.244104
0.207758
0.361661
0.212213
0.376191
0.198975
0.216946
0.276880
0.195281
0.405413
0.211443
0.189990
0.268520
0.221921
0.454711
0.201462
0.300106
0.193140
0.236944
0.399035
0.203188
0.238058
0.245146
0.225938
0.322661
0.202840
0.377810
0.203560
0.205154
0.255928
0.209614
0.388081
0.223407
0.445160
0.210453
0.231369
0.209845
0.195487
0.329251
0.192477
0.198276
0.462871
0.216308
0.391039
0.204382
0.199062
0.257549
0.222458
0.462249
0.222919
0.334874
0.255412
0.221907
0.285126
0.207073
0.437621
0.194132
0.280721
0.228704
0.192363
0.350267
0.210000
0.220298
0.277419
0.211045
0.237930
0.213766
0.427319
0.207281
0.258168
0.249323
0.213069
0.336971
0.215775
0.252014
0.277039
0.277132
0.208679
0.198220
0.292607
0.194412
0.222100
0.488985
0.212260
0.439320
0.211784
0.308671
0.213177
0.211675
0.408087
