0.265081;
0.157416;
0.157487;
0.152334;
0.166983;
0.158587;
0.163622;
0.164469;
0.164244;
0.161854;
0.162898;
0.151550;
0.156157;
0.161968;
0.159988;
0.163925;
0.167683;
0.158617;
0.155605;
0.161874;
0.160538;
0.160726;
0.174452;
0.165595;
0.160898;
0.162477;
0.162087;
0.169463;
0.159022;
0.162356;
0.158699;
0.168272;
0.160522;
0.159719;
0.161457;
0.154495;
0.157990;
0.181324;
0.160547;
0.164854;
0.156670;
0.156787;
0.167193;
0.157500;
0.156773;
0.174993;
0.166773;
0.159708;
0.152887;
0.157244;
0.158888;
0.157976;
0.162631;
0.166791;
0.166241;
0.160778;
0.160307;
0.153760;
0.162648;
0.160598;
0.159853;
0.166459;
0.158024;
0.159051;
0.163355;
0.157961;
0.162833;
0.162445;
0.170180;
0.164366;
0.161842;
0.156449;
0.157968;
0.192513;
0.163792;
0.164039;
0.158290;
0.163154;
0.166604;
0.157343;
0.157270;
0.163955;
0.151117;
0.160759;
0.167907;
0.168270;
0.160230;
0.157006;
0.161836;
0.154741;
0.161419;
0.155954;
0.164455;
0.159960;
0.151562;
0.162190;
0.158240;
0.157650;
0.151723;
0.156600;
0.159039;
0.165501;
0.155542;
0.163726;
0.157439;
0.151537;
0.156999;
0.167131;
0.162492;
0.189420;
0.160364;
0.153785;
0.155850;
0.158857;
0.150232;
0.162131;
0.197106;
0.161849;
0.158591;
0.161182;
0.157184;
0.157627;
0.159728;
0.165659;
0.161625;
0.162829;
0.159028;
0.162804;
0.153940;
0.159028;
0.155154;
0.187048;
0.164398;
0.165798;
0.153665;
0.155185;
0.157137;
0.154326;
0.169751;
0.165841;
0.158806;
0.163474;
0.166187;
0.159687;
0.154600;
0.151062;
0.165896;
0.166188;
0.162653;
0.153681;
0.163011;
0.162213;
0.153103;
0.158304;
0.167428;
0.166245;
0.154354;
0.160789;
0.161826;
0.158315;
0.164146;
0.167722;
0.170244;
0.165230;
0.156109;
0.162542;
0.155320;
0.162555;
0.159562;
0.196995;
0.166840;
0.156416;
0.154658;
0.156560;
0.163932;
0.154739;
0.160792;
0.164763;
0.164597;
0.157896;
0.155007;
0.161502;
0.153889;
0.177377;
0.176746;
0.170608;
0.177538;
0.157807;
0.163545;
0.161033;
0.155230;
0.155922;
0.164881;
0.165632;
0.158354;
0.156422;
0.153638;
0.162108;
0.163845;
0.156830;
0.163039;
0.167426;
0.158481;
0.157524;
0.154698;
0.154565;
0.155388;
0.159274;
0.164798;
0.166500;
0.161363;
0.158613;
0.162775;
0.160549;
0.158230;
0.160423;
0.172379;
0.165394;
0.177871;
0.157701;
0.152627;
0.156203;
0.155807;
0.165768;
0.195186;
0.157000;
0.155651;
0.151866;
0.154726;
0.158926;
0.161961;
0.170729;
0.163668;
0.157131;
0.188200;
0.158153;
0.157311;
0.162036;
0.163980;
0.172407;
0.170002;
0.162073;
0.158713;
0.152752;
0.176212;
0.162485;
0.163890;
0.163402;
0.164629;
0.161195;
0.157009;
0.154096;
0.163596;
0.166327;
0.163785;
0.165515;
0.163312;
0.158227;
0.199938;
0.152294;
0.153318;
0.155924;
0.161601;
0.164787;
0.156481;
0.151986;
0.160091;
0.165061;
0.220602;
0.156952;
0.163512;
0.163251;
0.150876;
0.162416;
0.158672;
0.154995;
0.215584;
0.168324;
0.160298;
0.159504;
0.163335;
0.163228;
0.154739;
0.161514;
0.165690;
0.170303;
0.162308;
0.152077;
0.155692;
0.159103;
0.164535;
0.162082;
0.163498;
0.167825;
0.163190;
0.187380;
0.156979;
0.157620;
0.151647;
0.171776;
0.161390;
0.206416;
0.177056;
0.181130;
0.180716;
0.163157;
0.206321;
0.155320;
0.181700;
0.162345;
0.154510;
0.188444;
0.176334;
0.177632;
0.162557;
0.164480;
0.164904;
0.162526;
0.162943;
0.178177;
0.171732;
0.161311;
0.155808;
0.166430;
0.174715;
0.186727;
0.152531;
0.178613;
0.163624;
0.164935;
0.164939;
0.160965;
0.158737;
0.183295;
0.170638;
0.165950;
0.183538;
0.165431;
0.173348;
0.171335;
0.171418;
0.186316;
0.181218;
0.154086;
0.175200;
0.162222;
0.153169;
0.162769;
0.173515;
0.189094;
0.169306;
0.157086;
0.156791;
0.161090;
0.161955;
0.177945;
0.168510;
0.155499;
0.154716;
0.163792;
0.155113;
0.160268;
0.162486;
0.169693;
0.172095;
0.157375;
0.161979;
0.161196;
0.155390;
0.162266;
0.154046;
0.163500;
0.168059;
0.170137;
0.161471;
0.157153;
0.160384;
0.153760;
0.154807;
0.163142;
0.177943;
0.158389;
0.150974;
0.163151;
0.156257;
0.158097;
0.181059;
0.166370;
0.155422;
0.161107;
0.166488;
0.176213;
0.156658;
0.236990;
0.173118;
0.164278;
0.156936;
0.157733;
0.166579;
0.161476;
0.158663;
0.167804;
0.172428;
0.168027;
0.157433;
0.159222;
0.150872;
0.155952;
0.171345;
0.170031;
0.167396;
0.161225;
0.161176;
0.162307;
0.155113;
0.158580;
0.157136;
0.164741;
0.166333;
0.176092;
0.154477;
0.164589;
0.159346;
0.161908;
0.178998;
0.170417;
0.158305;
0.167273;
0.165189;
0.160826;
0.158938;
0.175301;
0.171035;
0.165224;
0.155721;
0.155163;
0.173758;
0.154669;
0.151496;
0.160562;
0.161356;
0.173703;
0.155077;
0.156038;
0.159319;
0.152918;
0.165427;
0.166991;
0.169741;
0.158866;
0.162211;
0.162626;
0.157923;
0.155891;
0.151308;
0.178586;
0.177949;
0.158111;
0.158830;
0.158424;
0.167264;
0.157357;
0.161480;
0.162061;
0.168150;
0.164123;
0.159416;
0.151036;
0.163603;
0.165747;
0.176769;
0.167009;
0.159852;
0.153876;
0.164574;
0.158607;
0.162178;
0.159363;
0.191119;
0.213904;
0.154894;
0.159394;
0.167687;
0.169380;
0.155640;
0.164789;
0.159117;
0.163156;
0.158305;
0.162497;
0.157295;
0.158275;
0.169175;
0.163382;
0.163270;
0.150862;
0.160697;
0.162232;
0.161774;
0.162047;
0.168723;
0.181857;
0.157616;
0.157633;
0.180628;
0.169139;
0.159476;
0.160965;
0.171950;
0.170742;
0.162300;
0.153514;
0.151516;
0.154981;
0.155555;
0.176630;
0.167308;
0.159415;
0.172627;
0.172809;
0.155932;
0.155003;
0.169383;
0.176088;
0.158879;
0.163776;
0.159815;
0.172188;
0.163311;
0.156773;
0.158554;
0.158750;
0.165377;
0.159695;
0.156155;
0.163058;
0.155289;
0.160010;
0.176074;
0.172351;
0.162610;
0.157358;
0.162692;
0.162081;
0.158786;
0.209831;
0.168796;
0.164580;
0.161213;
0.149952;
0.170067;
0.164249;
0.162390;
0.162901;
0.165026;
0.171347;
0.166951;
0.152528;
0.160668;
0.156826;
0.150744;
0.168062;
0.169027;
0.162685;
0.157620;
0.160624;
0.161230;
0.162426;
0.165421;
0.169912;
0.170580;
0.164265;
0.159477;
0.163145;
0.164985;
0.164842;
0.164226;
0.165818;
0.152530;
0.160751;
0.160888;
0.159608;
0.160976;
0.161772;
0.171996;
0.157961;
0.167924;
0.160618;
0.161226;
0.164558;
0.165695;
0.161079;
0.167979;
0.163582;
0.160236;
0.161295;
0.171822;
0.159440;
0.154817;
0.162795;
0.178717;
0.168361;
0.154123;
0.158096;
0.163989;
0.157361;
0.156783;
0.165442;
0.161297;
0.167849;
0.152192;
0.155956;
0.156578;
0.154820;
0.166735;
0.169889;
0.169574;
0.157060;
0.162006;
0.163954;
0.158433;
0.160320;
0.164076;
0.167213;
0.169871;
0.161603;
0.161940;
0.160280;
0.163906;
0.165117;
0.161437;
0.162450;
0.159071;
0.161533;
0.171329;
0.168374;
0.163925;
0.156335;
0.168967;
0.170743;
0.158253;
0.160807;
0.158557;
0.161322;
0.170240;
0.158369;
0.164435;
0.161456;
0.163671;
0.161131;
0.154744;
0.156840;
0.157763;
0.171410;
0.172169;
0.158359;
0.161916;
0.161457;
0.156311;
0.158596;
0.160420;
0.167778;
0.172604;
0.166087;
0.158415;
0.156495;
0.157657;
0.158912;
0.161436;
0.159758;
0.164659;
0.151500;
0.167609;
0.168251;
0.158269;
0.168901;
0.158038;
0.173093;
0.162372;
0.164210;
0.160393;
0.157695;
0.158929;
0.158548;
0.167511;
0.166100;
0.158485;
0.157672;
0.181755;
0.161981;
0.165678;
0.164868;
0.163812;
0.164494;
0.157627;
0.178400;
0.159245;
0.162741;
0.163088;
0.167895;
0.164461;
0.158704;
0.154341;
0.161930;
0.161612;
0.164028;
0.165762;
0.166043;
0.160147;
0.155922;
0.161185;
0.168514;
0.158356;
0.165057;
0.176984;
0.167540;
0.154493;
0.177851;
0.156112;
0.163724;
0.160600;
0.157416;
0.214241;
0.164188;
0.155293;
0.160436;
0.150196;
0.163906;
0.154524;
0.169425;
0.163302;
0.152057;
0.156456;
0.172521;
0.160520;
0.161808;
0.147432;
0.187074;
0.161530;
0.159143;
0.155998;
0.156560;
0.155038;
0.155023;
0.163293;
0.172482;
0.158645;
0.155213;
0.150008;
0.146262;
0.156408;
0.176441;
0.162109;
0.158671;
0.158970;
0.163688;
0.162921;
0.157460;
0.156829;
0.152396;
0.162624;
0.169632;
0.155229;
0.158281;
0.155628;
0.162801;
0.154460;
0.163861;
0.160730;
0.164308;
0.157341;
0.161313;
0.162845;
0.156718;
0.153264;
0.176864;
0.167916;
0.167636;
0.158330;
0.173683;
0.205192;
0.161226;
0.159192;
0.163996;
0.173967;
0.159855;
0.154641;
0.161843;
0.155611;
0.157978;
0.164475;
0.177485;
0.159477;
0.158077;
0.157553;
0.155073;
0.157345;
0.155166;
0.161360;
0.178158;
0.166961;
0.153666;
0.190386;
0.158806;
0.155602;
0.155267;
0.153062;
0.180910;
0.229951;
0.182144;
0.178299;
0.166189;
0.168005;
0.169645;
0.178006;
0.168409;
0.152210;
0.158278;
0.151278;
0.175619;
0.176214;
0.180837;
0.168754;
0.161017;
0.160565;
0.183024;
0.176406;
0.168581;
0.172001;
0.197498;
0.161424;
0.161626;
0.154050;
0.153123;
0.164774;
0.177234;
0.162165;
0.169783;
0.151809;
0.163661;
0.155395;
0.152176;
0.154702;
0.167384;
0.170426;
0.151767;
0.149624;
0.160949;
0.165820;
0.155594;
0.153553;
0.154274;
0.164089;
0.158259;
0.158060;
0.158728;
0.151132;
0.149877;
0.152973;
0.179730;
0.157717;
0.163929;
0.158478;
0.165285;
0.164647;
0.158052;
0.259568;
0.165371;
0.156169;
0.157960;
0.157867;
0.186643;
0.161251;
0.151119;
0.161028;
0.158772;
0.156076;
0.157314;
0.158176;
0.155141;
0.169568;
0.165251;
0.164203;
0.187649;
0.154765;
0.155036;
0.158896;
0.159859;
0.160967;
0.166996;
0.166393;
0.157788;
0.161121;
0.149725;
0.165732;
0.152305;
0.158397;
0.159148;
0.171663;
0.193312;
0.161969;
0.162551;
0.167606;
0.168852;
0.154062;
0.168588;
0.167553;
0.156795;
0.170231;
0.168730;
0.159955;
0.165674;
0.181866;
0.161291;
0.166690;
0.164847;
0.191525;
0.172673;
0.162730;
0.168352;
0.173620;
0.161576;
0.162614;
0.155556;
0.164087;
0.159908;
0.169441;
0.170641;
0.163356;
0.163667;
0.160615;
0.162244;
0.159036;
0.157072;
0.170184;
0.168694;
0.148725;
0.151639;
0.163728;
0.156467;
0.155265;
0.158247;
0.162676;
0.164932;
0.161204;
0.153776;
0.157731;
0.156120;
0.151046;
0.163952;
0.161349;
0.204924;
0.159607;
0.160119;
0.155819;
0.161400;
0.166432;
0.166114;
0.159321;
0.157698;
0.162032;
0.159736;
0.162662;
0.159941;
0.151493;
0.174107;
0.163915;
0.162615;
0.163990;
0.150487;
0.158844;
0.172213;
0.164844;
0.161593;
0.158122;
0.153427;
0.152703;
0.158926;
0.151282;
0.155315;
0.158875;
0.163106;
0.161568;
0.151197;
0.153774;
0.156854;
0.155313;
0.158434;
0.162405;
0.166193;
0.158194;
0.155196;
0.164000;
0.174229;
0.155153;
0.165845;
0.161593;
0.169095;
0.157709;
0.158005;
0.157114;
0.158844;
0.164138;
0.162910;
0.160457;
0.150291;
0.157685;
0.162467;
0.154775;
0.156966;
0.157426;
0.158005;
0.159889;
0.161984;
0.163641;
0.155510;
0.153084;
0.155768;
0.158897;
0.162407;
0.167103;
0.163955;
0.164116;
0.159320;
0.149059;
0.155358;
0.172495;
0.163789;
0.155297;
0.160894;
0.156893;
0.237446;
0.157742;
0.150545;
0.171494;
0.164436;
0.155217;
0.157749;
0.160147;
0.157529;
0.156942;
0.164345;
0.167974;
0.169135;
0.157543;
0.155397;
0.156168;
0.156595;
0.161093;
0.166767;
0.164028;
0.171749;
0.157907;
0.156072;
0.162557;
0.151397;
0.158212;
0.158082;
0.180806;
0.163478;
0.156422;
0.158289;
0.161896;
0.164278;
0.152011;
0.170101;
0.175787;
0.159066;
0.152323;
0.161669;
0.163368;
0.156603;
0.158622;
0.177491;
0.171072;
0.158939;
0.150045;
0.158480;
0.055887;
0.059643;
0.057162;
0.061890;
0.059479;
0.060856;
0.054468;
0.046791;
0.051537;
0.061188;
0.053493;
0.051729;
0.054749;
0.054003;
0.054056;
0.052101;
0.059813;
0.061045;
0.061480;
0.052942;
0.059171;
0.059097;
0.051928;
0.167897;
0.153579;
0.162894;
0.162571;
0.172486;
0.162759;
0.152852;
0.153117;
0.166897;
0.162299;
0.156879;
0.165145;
0.173525;
0.152305;
0.170519;
0.145418;
0.167484;
0.164934;
0.161562;
0.161362;
0.158678;
0.156851;
0.159882;
0.189383;
0.158649;
0.158380;
0.163578;
0.185632;
0.157900;
0.154955;
0.161938;
0.162245;
0.162935;
0.154316;
0.162823;
0.171033;
0.156459;
0.159854;
0.154544;
0.170314;
0.153851;
0.173011;
0.165861;
0.162391;
0.161561;
0.152844;
0.171068;
0.152250;
0.152331;
0.157250;
0.168644;
0.165614;
0.150965;
0.153653;
0.169484;
0.160801;
0.151910;
0.173668;
0.179134;
0.164437;
0.158965;
0.172493;
0.151679;
0.153101;
0.165609;
0.198253;
0.168029;
0.155808;
0.164175;
0.157215;
0.164182;
0.152348;
0.157801;
0.171406;
0.167635;
0.166869;
0.177597;
0.159394;
0.158321;
0.157758;
0.164144;
0.159776;
0.173645;
0.160300;
0.163764;
0.154890;
0.157229;
0.163066;
0.191110;
0.183804;
0.165252;
0.170657;
0.217262;
0.169403;
0.156030;
0.169096;
0.171639;
0.176476;
0.158108;
0.161277;
0.172902;
0.163413;
0.185876;
0.177028;
0.190313;
0.204284;
0.163859;
0.162484;
0.164343;
0.173830;
0.172754;
0.159931;
0.159947;
0.173343;
0.164576;
0.162085;
0.167713;
0.163287;
0.165153;
0.164800;
0.153935;
0.162811;
0.174462;
0.204370;
0.162979;
0.165869;
0.164771;
0.170006;
0.169733;
0.161796;
0.175574;
0.184169;
0.156098;
0.159023;
0.179152;
0.167831;
0.177474;
0.188439;
0.167377;
0.150455;
0.170601;
0.165506;
0.165238;
0.168091;
0.154817;
0.192992;
0.161378;
0.153266;
0.153655;
0.155750;
0.161780;
0.160017;
0.169241;
0.179956;
0.160047;
0.164821;
0.173979;
0.156947;
0.155711;
0.174557;
0.161095;
0.160220;
0.164795;
0.166774;
0.159489;
0.157020;
0.159424;
0.168561;
0.161596;
0.157092;
0.152687;
0.157485;
0.159556;
0.166316;
0.193757;
0.177038;
0.158889;
0.162288;
0.155126;
0.155330;
0.154589;
0.164147;
0.183465;
0.162735;
0.164416;
0.163485;
0.165521;
0.152991;
0.158560;
0.165876;
0.157546;
0.171994;
0.155447;
0.161777;
0.162250;
0.157933;
0.161369;
0.184228;
0.162767;
0.163709;
0.161800;
0.165941;
0.158206;
0.150270;
0.165162;
0.164720;
0.168220;
0.155785;
0.177022;
0.162706;
0.161201;
0.160131;
0.177728;
0.166011;
0.178487;
0.163468;
0.155478;
0.160606;
0.163702;
0.157974;
0.170521;
0.168588;
0.156850;
0.155502;
0.157693;
0.161475;
0.160512;
0.151651;
0.166188;
0.175148;
0.167606;
0.161134;
0.154206;
0.161298;
0.159057;
0.165612;
0.167192;
0.167264;
0.162938;
0.156991;
0.170521;
0.157447;
0.152794;
0.172472;
0.171871;
0.163747;
0.156811;
0.156834;
0.161141;
0.177302;
0.159191;
0.164708;
0.173004;
0.161955;
0.156123;
0.160089;
0.166929;
0.165212;
0.168919;
0.171338;
0.159944;
0.154651;
0.151690;
0.150132;
0.153725;
0.160439;
0.169974;
0.168052;
0.163308;
0.157249;
0.159852;
0.157338;
0.159450;
0.164145;
0.170692;
0.165063;
0.159539;
0.163444;
0.155055;
0.162483;
0.161698;
0.176032;
0.170771;
0.158843;
0.157346;
0.162516;
0.170780;
0.154433;
0.172510;
0.168264;
0.173192;
0.154413;
0.163146;
0.150950;
0.168167;
0.163186;
0.164462;
0.170272;
0.165988;
0.168210;
0.155174;
0.159258;
0.158980;
0.169083;
0.179251;
0.165526;
0.175217;
0.162854;
0.173907;
0.150620;
0.155812;
0.169879;
0.184355;
0.159388;
0.152911;
0.164636;
0.157729;
0.166966;
0.166481;
0.167165;
0.179181;
0.164271;
0.164620;
0.158389;
0.154838;
0.163633;
0.162672;
0.172757;
0.164580;
0.156173;
0.153883;
0.159865;
0.164049;
0.151025;
0.203443;
0.158937;
0.169945;
0.161157;
0.163948;
0.151810;
0.167615;
0.163344;
0.160170;
0.170409;
0.157353;
0.165120;
0.158455;
0.157403;
0.157316;
0.174130;
0.175554;
0.157198;
0.163668;
0.163241;
0.164833;
0.167407;
0.172538;
0.173353;
0.163550;
0.160506;
0.165165;
0.177719;
0.156868;
0.159247;
0.164112;
0.159384;
0.153956;
0.155230;
0.178289;
0.157954;
0.163709;
0.153493;
0.171142;
0.269920;
0.171496;
0.163901;
0.157957;
0.160206;
0.171299;
0.166336;
0.161038;
0.158207;
0.165160;
0.166975;
0.153186;
0.169681;
0.161136;
0.161622;
0.158655;
0.162033;
0.164900;
0.174334;
0.158773;
0.167301;
0.169894;
0.175034;
0.165029;
0.166381;
0.154553;
0.164436;
0.165102;
0.179488;
0.161607;
0.164346;
0.160361;
0.160610;
0.154037;
0.161303;
0.157587;
0.173085;
0.162242;
0.152450;
0.152824;
0.155448;
0.163569;
0.160499;
0.156566;
0.160603;
0.189216;
0.157099;
0.157492;
0.156165;
0.157165;
0.157995;
0.172104;
0.172330;
0.158024;
0.157508;
0.173059;
0.166126;
0.157115;
0.164015;
0.170894;
0.183293;
0.166406;
0.156560;
0.152101;
0.153044;
0.174217;
0.183834;
0.192424;
0.173175;
0.171052;
0.170851;
0.191059;
0.199652;
0.205523;
0.170914;
0.153762;
0.158671;
0.178588;
0.158745;
0.157551;
0.170998;
0.170472;
0.158594;
0.160960;
0.164625;
0.163948;
0.170286;
0.163994;
0.169089;
0.169287;
0.162239;
0.173394;
0.155802;
0.165065;
0.185650;
0.176818;
0.165125;
0.166908;
0.188638;
0.155646;
0.149170;
0.186253;
0.174468;
0.158302;
0.165635;
0.171060;
0.173667;
0.178842;
0.192879;
0.177825;
0.165039;
0.157491;
0.151231;
0.151374;
0.165521;
0.181031;
0.169868;
0.153649;
0.161431;
0.158895;
0.175266;
0.154229;
0.157573;
0.150113;
0.165649;
0.170388;
0.154884;
0.170592;
0.153443;
0.182095;
0.187273;
0.189820;
0.186564;
0.171696;
0.163909;
0.178675;
0.153377;
0.166542;
0.186006;
0.174144;
0.171564;
0.186291;
0.172091;
0.162385;
0.182287;
0.182064;
0.150778;
0.161105;
0.165845;
0.168785;
0.181012;
0.205343;
0.163765;
0.172809;
0.160690;
0.153393;
0.174835;
0.165281;
0.168535;
0.168520;
0.169529;
0.158377;
0.149691;
0.162318;
0.165031;
0.155514;
0.202480;
0.151237;
0.165153;
0.173923;
0.155445;
0.158366;
0.190712;
0.169845;
0.155140;
0.155770;
0.158372;
0.183569;
0.173169;
0.195312;
0.167216;
0.175548;
0.161634;
0.176400;
0.177545;
0.170005;
0.194428;
0.174149;
0.174607;
0.176869;
0.159862;
0.161661;
0.187259;
0.163344;
0.170453;
0.176254;
0.163331;
0.163105;
0.188670;
0.168145;
0.164803;
0.158337;
0.192752;
0.175278;
0.174120;
0.159658;
0.192381;
0.168970;
0.166279;
0.165198;
0.164777;
0.152915;
0.183272;
0.174241;
0.175249;
0.161044;
0.170578;
0.159968;
0.234312;
0.187878;
0.183542;
0.164569;
0.179447;
0.161741;
0.183646;
0.165151;
0.179413;
0.170751;
0.180208;
0.183561;
0.177121;
0.184899;
0.179620;
0.172732;
0.161010;
0.172529;
0.147713;
0.163149;
0.176138;
0.169854;
0.162623;
0.165485;
0.167245;
0.181345;
0.173891;
0.175892;
0.165738;
0.192734;
0.174383;
0.157740;
0.171032;
0.152062;
0.164502;
0.164626;
0.164221;
0.162506;
0.153425;
0.162387;
0.156535;
0.154524;
0.183625;
0.175502;
0.169755;
0.163440;
0.157446;
0.153393;
0.054652;
0.052783;
0.054991;
0.051085;
0.061642;
0.062241;
0.058081;
0.088989;
0.080737;
0.061279;
0.063650;
0.065952;
0.077677;
0.087470;
0.066688;
0.062128;
0.051787;
0.051485;
0.053911;
0.052481;
0.050786;
0.054871;
0.129725;
0.161426;
0.159868;
0.173928;
0.171917;
0.181673;
0.194367;
0.187215;
0.233753;
0.177482;
0.185819;
0.161939;
0.169618;
0.173185;
0.157680;
0.182584;
0.204634;
0.159488;
0.158872;
0.158629;
0.155150;
0.164047;
0.158780;
0.168809;
0.161550;
0.165671;
0.159683;
0.154835;
0.155207;
0.190097;
0.161281;
0.175243;
0.165655;
0.152634;
0.157393;
0.156153;
0.155261;
0.155535;
0.163664;
0.170071;
0.168087;
0.173684;
0.157923;
0.157657;
0.156884;
0.172259;
0.160479;
0.164671;
0.166801;
0.156759;
0.157619;
0.157115;
0.151972;
0.156866;
0.170465;
0.163908;
0.168823;
0.157031;
0.155606;
0.163933;
0.157820;
0.159939;
0.173668;
0.211298;
0.161837;
0.163820;
0.157524;
0.203986;
0.165263;
0.157699;
0.159085;
0.159747;
0.166278;
0.159248;
0.152210;
0.173126;
0.167662;
0.161488;
0.168760;
0.163587;
0.175397;
