TEIL:A
FA:008419;87;3310.0;316.0;1022.6304347826087
FA:008630;85;2740.0;301.0;442.29411764705884
FA:008631;81;1928.0;303.0;562.364705882353
FA:008632;80;2632.0;261.0;615.3125
FA:008633;73;3091.0;266.0;690.7012987012987
FA:008996;65;2438.0;293.0;591.0
FA:009004;84;2095.0;297.0;585.2068965517242
FA:009005;80;2709.0;264.0;767.075
FA:009006;78;2443.0;278.0;595.6447368421053
FA:009182;79;1559.0;287.0;398.0
FA:009183;78;2170.0;281.0;619.3076923076923
FA:009184;80;2247.0;283.0;715.358024691358
FA:009185;80;1122.0;287.0;434.2875
FA:009280;80;1052.0;277.0;448.92105263157896
FA:009281;83;1487.0;242.0;391.40506329113924
FA:009282;80;1886.0;253.0;402.9375
FA:009283;80;3132.0;254.0;465.0125
FA:009284;80;3595.0;266.0;620.719512195122
FA:009285;82;3214.0;265.0;763.939024390244
FA:009286;80;816.0;267.0;361.3125
FA:009287;81;2775.0;270.0;520.4444444444445
FA:009472;80;3005.0;276.0;485.65384615384613
FA:009473;80;2660.0;277.0;572.375
FA:009474;79;2567.0;273.0;450.61728395061726
FA:009475;80;3086.0;271.0;628.9888888888889
FA:009574;80;2488.0;310.0;588.675
FA:009575;80;1785.0;310.0;561.320987654321
FA:009576;80;2470.0;274.0;369.3333333333333
TEIL:B
FA:005712;88;2763.0;346.0;636.528735632184
FA:005713;100;2582.0;328.0;517.9514563106796
FA:005714;100;3117.0;324.0;639.7619047619048
FA:005715;100;2752.0;323.0;561.71
FA:005716;101;2457.0;324.0;567.07
FA:005717;100;1243.0;331.0;426.25
FA:005718;100;2527.0;330.0;607.8137254901961
FA:005719;100;2904.0;324.0;551.940594059406
FA:005792;99;2638.0;261.0;625.5196078431372
FA:005793;97;3337.0;82.0;565.659793814433
FA:005794;100;1462.0;328.0;520.6078431372549
FA:005795;100;2709.0;339.0;545.2
FA:005796;100;2526.0;342.0;596.9183673469388
FA:005797;100;1585.0;340.0;586.0625
FA:005798;100;2543.0;339.0;552.4313725490196
FA:005866;100;1643.0;365.0;620.5445544554456
FA:005867;101;2379.0;328.0;743.6504854368932
FA:005868;100;3145.0;327.0;578.4901960784314
FA:005869;101;2437.0;333.0;631.02
FA:005870;100;2695.0;334.0;619.88
FA:005871;100;2209.0;352.0;530.73
FA:005872;100;1506.0;347.0;499.2450980392157
FA:005873;100;2664.0;340.0;555.9902912621359
FA:005945;100;2679.0;334.0;537.48
FA:005946;101;3470.0;335.0;508.81188118811883
FA:005947;100;2096.0;332.0;550.76
FA:005948;100;2318.0;336.0;580.2079207920792
FA:005949;100;3040.0;337.0;539.950495049505
FA:005950;100;1090.0;338.0;465.9387755102041
FA:005951;100;1743.0;337.0;488.234693877551
FA:005952;100;2535.0;330.0;582.0
FA:006022;100;2760.0;345.0;643.2268041237113
FA:006023;100;3052.0;323.0;633.1078431372549
FA:006024;100;3351.0;326.0;546.09
FA:006025;98;2561.0;262.0;586.6145833333334
FA:006026;100;3577.0;330.0;620.18
FA:006027;100;3086.0;333.0;535.2549019607843
FA:006028;100;2546.0;332.0;579.4356435643564
FA:006029;101;2281.0;335.0;528.5643564356436
FA:006100;100;2543.0;330.0;677.8118811881188
FA:006101;100;3041.0;328.0;520.95
FA:006102;100;2870.0;329.0;585.0865384615385
FA:006103;100;2849.0;328.0;567.5656565656566
FA:006104;100;3419.0;328.0;605.3173076923077
FA:006105;100;976.0;328.0;421.41584158415844
FA:006106;100;3041.0;336.0;605.6078431372549
FA:006177;100;1542.0;327.0;545.5454545454545
FA:006178;101;1290.0;326.0;495.3636363636364
FA:006179;100;3327.0;327.0;568.67
FA:006180;100;3298.0;329.0;624.5360824742268
FA:006181;100;1604.0;333.0;529.11
FA:006182;100;3491.0;332.0;591.3232323232323
FA:006183;101;3198.0;340.0;643.4356435643564
FA:006247;100;3549.0;341.0;635.5555555555555
FA:006248;100;1632.0;326.0;547.8921568627451
FA:006249;100;2787.0;310.0;664.3465346534654
FA:006250;99;2890.0;242.0;483.46875
FA:006251;101;2359.0;314.0;569.607476635514
FA:006252;100;2739.0;316.0;596.1442307692307
FA:006320;100;2656.0;310.0;605.3301886792453
FA:006321;100;2670.0;297.0;700.5567010309278
FA:006322;101;1171.0;297.0;468.8229166666667
FA:006323;100;2863.0;285.0;505.86
FA:006324;100;3257.0;289.0;514.7184466019418
FA:006325;100;3439.0;275.0;704.1262135922331
FA:006326;100;2297.0;285.0;549.1326530612245
FA:006398;101;2500.0;291.0;491.0
FA:006399;100;2877.0;291.0;483.94
FA:006400;102;1591.0;280.0;474.2277227722772
FA:006401;99;2566.0;292.0;501.09090909090907
FA:006402;100;2881.0;292.0;477.8137254901961
FA:006403;101;3317.0;294.0;580.9117647058823
FA:006404;100;2004.0;378.0;612.64
FA:006451;100;3202.0;298.0;492.8673469387755
FA:006452;99;2704.0;376.0;610.0990099009902
FA:006482;100;1700.0;307.0;446.35714285714283
FA:006483;100;1730.0;303.0;500.1862745098039
FA:006484;101;2500.0;282.0;500.80392156862746
FA:006485;100;2956.0;284.0;567.6237623762377
FA:006486;99;2790.0;280.0;514.09
FA:006487;100;2896.0;260.0;495.53465346534654
FA:006561;100;2907.0;293.0;493.43
FA:006562;199;3323.0;218.0;570.8743718592965
