-------------------------------------------------------------------------------------------------------------------------------------------------------------------

TEIL: A       Gesamtanzahl gefertigt: 2235

FA: 005724     Anzahl gefertigt: 101        MIN: 0T:0h:5m:28s        MAX: 0T:0h:27m:33s        AVG: 0T:0h:7m:28s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 0.99 %
FA: 005725     Anzahl gefertigt: 100        MIN: 0T:0h:5m:26s        MAX: 0T:0h:29m:55s        AVG: 0T:0h:7m:56s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 005726     Anzahl gefertigt: 100        MIN: 0T:0h:5m:25s        MAX: 0T:0h:50m:26s        AVG: 0T:0h:9m:6s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.00 %
FA: 005727     Anzahl gefertigt: 100        MIN: 0T:0h:5m:24s        MAX: 0T:0h:50m:24s        AVG: 0T:0h:8m:39s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 005799     Anzahl gefertigt: 100        MIN: 0T:0h:5m:30s        MAX: 0T:0h:46m:8s        AVG: 0T:0h:9m:31s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 005800     Anzahl gefertigt: 100        MIN: 0T:0h:5m:56s        MAX: 0T:0h:48m:59s        AVG: 0T:0h:10m:50s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 3.00 %
FA: 005801     Anzahl gefertigt: 100        MIN: 0T:0h:5m:32s        MAX: 0T:0h:45m:25s        AVG: 0T:0h:8m:34s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 3.00 %
FA: 005802     Anzahl gefertigt: 100        MIN: 0T:0h:5m:35s        MAX: 0T:0h:40m:42s        AVG: 0T:0h:10m:0s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 6.00 %
FA: 005803     Anzahl gefertigt: 100        MIN: 0T:0h:5m:33s        MAX: 0T:0h:36m:28s        AVG: 0T:0h:8m:55s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 3.00 %
FA: 005804     Anzahl gefertigt: 99        MIN: 0T:0h:5m:38s        MAX: 0T:0h:40m:56s        AVG: 0T:0h:8m:59s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.01 %
FA: 005805     Anzahl gefertigt: 100        MIN: 0T:0h:5m:34s        MAX: 0T:0h:33m:15s        AVG: 0T:0h:9m:11s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 005806     Anzahl gefertigt: 100        MIN: 0T:0h:5m:35s        MAX: 0T:0h:51m:3s        AVG: 0T:0h:10m:17s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 4.00 %
FA: 005874     Anzahl gefertigt: 100        MIN: 0T:0h:5m:34s        MAX: 0T:0h:48m:29s        AVG: 0T:0h:9m:51s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 3.00 %
FA: 005875     Anzahl gefertigt: 100        MIN: 0T:0h:5m:27s        MAX: 0T:0h:56m:36s        AVG: 0T:0h:10m:27s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.00 %
FA: 005876     Anzahl gefertigt: 100        MIN: 0T:0h:5m:35s        MAX: 0T:0h:28m:24s        AVG: 0T:0h:8m:38s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 3.00 %
FA: 005877     Anzahl gefertigt: 100        MIN: 0T:0h:5m:28s        MAX: 0T:0h:30m:12s        AVG: 0T:0h:9m:10s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.00 %
FA: 005878     Anzahl gefertigt: 100        MIN: 0T:0h:5m:36s        MAX: 0T:0h:43m:30s        AVG: 0T:0h:9m:11s     MIN_FAIL: 1       MAX_FAIL: 2        AVG_FAIL: 4.00 %
FA: 005879     Anzahl gefertigt: 100        MIN: 0T:0h:5m:35s        MAX: 0T:0h:35m:20s        AVG: 0T:0h:10m:8s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 005880     Anzahl gefertigt: 100        MIN: 0T:0h:5m:36s        MAX: 0T:0h:44m:37s        AVG: 0T:0h:11m:23s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 9.00 %
FA: 005953     Anzahl gefertigt: 100        MIN: 0T:0h:5m:34s        MAX: 0T:0h:34m:37s        AVG: 0T:0h:8m:47s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 4.00 %
FA: 005954     Anzahl gefertigt: 100        MIN: 0T:0h:5m:33s        MAX: 0T:0h:50m:19s        AVG: 0T:0h:8m:56s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.00 %
FA: 005955     Anzahl gefertigt: 100        MIN: 0T:0h:5m:36s        MAX: 0T:0h:36m:47s        AVG: 0T:0h:9m:39s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.00 %
FA: 005956     Anzahl gefertigt: 100        MIN: 0T:0h:5m:35s        MAX: 0T:0h:55m:56s        AVG: 0T:0h:11m:2s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 7.00 %
FA: 005957     Anzahl gefertigt: 100        MIN: 0T:0h:5m:35s        MAX: 0T:0h:23m:15s        AVG: 0T:0h:8m:41s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 005958     Anzahl gefertigt: 100        MIN: 0T:0h:5m:36s        MAX: 0T:0h:43m:16s        AVG: 0T:0h:9m:22s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 4.00 %
FA: 005959     Anzahl gefertigt: 101        MIN: 0T:0h:5m:38s        MAX: 0T:0h:58m:59s        AVG: 0T:0h:11m:29s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 3.96 %
FA: 006030     Anzahl gefertigt: 102        MIN: 0T:0h:5m:26s        MAX: 0T:0h:45m:37s        AVG: 0T:0h:9m:18s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 0.98 %
FA: 006031     Anzahl gefertigt: 100        MIN: 0T:0h:5m:21s        MAX: 0T:0h:35m:58s        AVG: 0T:0h:8m:24s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 3.00 %
FA: 006032     Anzahl gefertigt: 100        MIN: 0T:0h:5m:27s        MAX: 0T:0h:36m:18s        AVG: 0T:0h:9m:51s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 4.00 %
FA: 006033     Anzahl gefertigt: 100        MIN: 0T:0h:5m:27s        MAX: 0T:0h:47m:29s        AVG: 0T:0h:9m:1s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.00 %
FA: 006034     Anzahl gefertigt: 100        MIN: 0T:0h:5m:27s        MAX: 0T:0h:41m:46s        AVG: 0T:0h:10m:18s     MIN_FAIL: 1       MAX_FAIL: 2        AVG_FAIL: 3.00 %
FA: 006035     Anzahl gefertigt: 100        MIN: 0T:0h:5m:33s        MAX: 0T:0h:58m:15s        AVG: 0T:0h:10m:30s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.00 %
FA: 006036     Anzahl gefertigt: 101        MIN: 0T:0h:5m:32s        MAX: 0T:0h:52m:27s        AVG: 0T:0h:10m:17s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.97 %
FA: 006107     Anzahl gefertigt: 100        MIN: 0T:0h:5m:26s        MAX: 0T:0h:48m:24s        AVG: 0T:0h:8m:50s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.00 %
FA: 006108     Anzahl gefertigt: 100        MIN: 0T:0h:5m:20s        MAX: 0T:0h:49m:41s        AVG: 0T:0h:9m:0s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 4.00 %
FA: 006109     Anzahl gefertigt: 101        MIN: 0T:0h:5m:45s        MAX: 0T:0h:46m:38s        AVG: 0T:0h:8m:8s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006110     Anzahl gefertigt: 100        MIN: 0T:0h:5m:30s        MAX: 0T:0h:57m:11s        AVG: 0T:0h:8m:24s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006111     Anzahl gefertigt: 100        MIN: 0T:0h:5m:30s        MAX: 0T:0h:46m:35s        AVG: 0T:0h:8m:15s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.00 %
FA: 006112     Anzahl gefertigt: 100        MIN: 0T:0h:5m:33s        MAX: 0T:0h:53m:58s        AVG: 0T:0h:9m:32s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 5.00 %
FA: 006113     Anzahl gefertigt: 100        MIN: 0T:0h:5m:31s        MAX: 0T:0h:53m:10s        AVG: 0T:0h:9m:36s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 7.00 %
FA: 006184     Anzahl gefertigt: 100        MIN: 0T:0h:5m:31s        MAX: 0T:0h:44m:48s        AVG: 0T:0h:10m:3s     MIN_FAIL: 1       MAX_FAIL: 2        AVG_FAIL: 3.00 %
FA: 006185     Anzahl gefertigt: 100        MIN: 0T:0h:5m:24s        MAX: 0T:0h:46m:39s        AVG: 0T:0h:10m:33s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 3.00 %
FA: 006186     Anzahl gefertigt: 100        MIN: 0T:0h:5m:23s        MAX: 0T:0h:49m:31s        AVG: 0T:0h:8m:54s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.00 %
FA: 006187     Anzahl gefertigt: 101        MIN: 0T:0h:5m:26s        MAX: 0T:0h:43m:30s        AVG: 0T:0h:9m:16s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 4.95 %
FA: 006188     Anzahl gefertigt: 100        MIN: 0T:0h:5m:18s        MAX: 0T:0h:36m:31s        AVG: 0T:0h:9m:20s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 10.00 %
FA: 006189     Anzahl gefertigt: 100        MIN: 0T:0h:5m:51s        MAX: 0T:0h:36m:26s        AVG: 0T:0h:8m:5s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006190     Anzahl gefertigt: 101        MIN: 0T:0h:5m:30s        MAX: 0T:0h:34m:24s        AVG: 0T:0h:8m:48s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 3.96 %
FA: 006253     Anzahl gefertigt: 100        MIN: 0T:0h:5m:26s        MAX: 0T:0h:53m:19s        AVG: 0T:0h:8m:42s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006254     Anzahl gefertigt: 100        MIN: 0T:0h:5m:50s        MAX: 0T:0h:42m:29s        AVG: 0T:0h:9m:4s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006255     Anzahl gefertigt: 100        MIN: 0T:0h:5m:31s        MAX: 0T:0h:36m:32s        AVG: 0T:0h:8m:44s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006256     Anzahl gefertigt: 100        MIN: 0T:0h:5m:28s        MAX: 0T:0h:39m:20s        AVG: 0T:0h:9m:58s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006257     Anzahl gefertigt: 100        MIN: 0T:0h:5m:8s        MAX: 0T:0h:28m:41s        AVG: 0T:0h:7m:25s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006258     Anzahl gefertigt: 100        MIN: 0T:0h:5m:16s        MAX: 0T:0h:52m:9s        AVG: 0T:0h:9m:21s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 4.00 %
FA: 006259     Anzahl gefertigt: 100        MIN: 0T:0h:5m:17s        MAX: 0T:0h:41m:34s        AVG: 0T:0h:9m:14s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 4.00 %
FA: 006327     Anzahl gefertigt: 100        MIN: 0T:0h:5m:19s        MAX: 0T:0h:20m:44s        AVG: 0T:0h:7m:23s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006328     Anzahl gefertigt: 101        MIN: 0T:0h:5m:8s        MAX: 0T:0h:41m:26s        AVG: 0T:0h:9m:31s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 0.99 %
FA: 006329     Anzahl gefertigt: 100        MIN: 0T:0h:5m:6s        MAX: 0T:0h:27m:10s        AVG: 0T:0h:7m:46s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006330     Anzahl gefertigt: 102        MIN: 0T:0h:4m:39s        MAX: 0T:0h:55m:36s        AVG: 0T:0h:9m:15s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.94 %
FA: 006331     Anzahl gefertigt: 100        MIN: 0T:0h:5m:0s        MAX: 0T:0h:34m:36s        AVG: 0T:0h:7m:37s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006332     Anzahl gefertigt: 100        MIN: 0T:0h:4m:45s        MAX: 0T:0h:59m:54s        AVG: 0T:0h:10m:52s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 4.00 %
FA: 006333     Anzahl gefertigt: 99        MIN: 0T:0h:5m:3s        MAX: 0T:0h:50m:12s        AVG: 0T:0h:8m:20s     MIN_FAIL: 1       MAX_FAIL: 3        AVG_FAIL: 4.04 %
FA: 006405     Anzahl gefertigt: 100        MIN: 0T:0h:4m:46s        MAX: 0T:0h:44m:40s        AVG: 0T:0h:8m:2s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006406     Anzahl gefertigt: 100        MIN: 0T:0h:5m:5s        MAX: 0T:0h:43m:53s        AVG: 0T:0h:8m:10s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006407     Anzahl gefertigt: 100        MIN: 0T:0h:5m:5s        MAX: 0T:0h:22m:7s        AVG: 0T:0h:7m:55s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006408     Anzahl gefertigt: 100        MIN: 0T:0h:4m:54s        MAX: 0T:0h:48m:56s        AVG: 0T:0h:8m:17s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006409     Anzahl gefertigt: 100        MIN: 0T:0h:4m:53s        MAX: 0T:0h:52m:7s        AVG: 0T:0h:8m:11s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006410     Anzahl gefertigt: 100        MIN: 0T:0h:4m:54s        MAX: 0T:0h:42m:26s        AVG: 0T:0h:7m:53s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006411     Anzahl gefertigt: 100        MIN: 0T:0h:4m:54s        MAX: 0T:0h:34m:8s        AVG: 0T:0h:8m:19s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006449     Anzahl gefertigt: 100        MIN: 0T:0h:4m:57s        MAX: 0T:0h:44m:49s        AVG: 0T:0h:10m:19s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006450     Anzahl gefertigt: 100        MIN: 0T:0h:5m:9s        MAX: 0T:0h:53m:13s        AVG: 0T:0h:10m:10s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006488     Anzahl gefertigt: 100        MIN: 0T:0h:5m:0s        MAX: 0T:0h:43m:24s        AVG: 0T:0h:8m:48s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 4.00 %
FA: 006489     Anzahl gefertigt: 102        MIN: 0T:0h:4m:59s        MAX: 0T:0h:54m:0s        AVG: 0T:0h:12m:36s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.96 %
FA: 006490     Anzahl gefertigt: 100        MIN: 0T:0h:5m:3s        MAX: 0T:0h:42m:40s        AVG: 0T:0h:8m:40s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.00 %
FA: 006491     Anzahl gefertigt: 101        MIN: 0T:0h:4m:42s        MAX: 0T:0h:46m:47s        AVG: 0T:0h:10m:37s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.98 %
FA: 006492     Anzahl gefertigt: 100        MIN: 0T:0h:4m:41s        MAX: 0T:0h:39m:34s        AVG: 0T:0h:7m:18s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006493     Anzahl gefertigt: 100        MIN: 0T:0h:4m:30s        MAX: 0T:0h:44m:4s        AVG: 0T:0h:7m:36s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006569     Anzahl gefertigt: 98        MIN: 0T:0h:3m:25s        MAX: 0T:0h:59m:53s        AVG: 0T:0h:10m:46s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 3.06 %
FA: 006570     Anzahl gefertigt: 100        MIN: 0T:0h:4m:38s        MAX: 0T:0h:48m:1s        AVG: 0T:0h:8m:7s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006571     Anzahl gefertigt: 100        MIN: 0T:0h:4m:38s        MAX: 0T:0h:48m:31s        AVG: 0T:0h:8m:41s     MIN_FAIL: 2       MAX_FAIL: 2        AVG_FAIL: 2.00 %
FA: 006572     Anzahl gefertigt: 100        MIN: 0T:0h:4m:41s        MAX: 0T:0h:55m:13s        AVG: 0T:0h:10m:21s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006573     Anzahl gefertigt: 100        MIN: 0T:0h:4m:40s        MAX: 0T:0h:46m:44s        AVG: 0T:0h:8m:40s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006574     Anzahl gefertigt: 100        MIN: 0T:0h:4m:40s        MAX: 0T:0h:37m:11s        AVG: 0T:0h:7m:39s     MIN_FAIL: 1       MAX_FAIL: 2        AVG_FAIL: 3.00 %
FA: 006575     Anzahl gefertigt: 100        MIN: 0T:0h:4m:42s        MAX: 0T:0h:51m:1s        AVG: 0T:0h:8m:1s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006576     Anzahl gefertigt: 100        MIN: 0T:0h:4m:41s        MAX: 0T:0h:40m:38s        AVG: 0T:0h:6m:39s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006625     Anzahl gefertigt: 101        MIN: 0T:0h:4m:54s        MAX: 0T:0h:46m:23s        AVG: 0T:0h:7m:11s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 0.99 %
FA: 006626     Anzahl gefertigt: 100        MIN: 0T:0h:4m:38s        MAX: 0T:0h:44m:22s        AVG: 0T:0h:10m:11s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006627     Anzahl gefertigt: 100        MIN: 0T:0h:5m:8s        MAX: 0T:0h:51m:44s        AVG: 0T:0h:12m:10s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006653     Anzahl gefertigt: 100        MIN: 0T:0h:4m:59s        MAX: 0T:0h:55m:27s        AVG: 0T:0h:10m:38s     MIN_FAIL: 1       MAX_FAIL: 2        AVG_FAIL: 8.00 %
FA: 006654     Anzahl gefertigt: 99        MIN: 0T:0h:5m:17s        MAX: 0T:0h:34m:28s        AVG: 0T:0h:8m:19s     MIN_FAIL: 1       MAX_FAIL: 2        AVG_FAIL: 4.04 %
FA: 006699     Anzahl gefertigt: 100        MIN: 0T:0h:4m:27s        MAX: 0T:0h:41m:25s        AVG: 0T:0h:8m:45s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006700     Anzahl gefertigt: 100        MIN: 0T:0h:4m:53s        MAX: 0T:0h:49m:22s        AVG: 0T:0h:7m:3s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006701     Anzahl gefertigt: 100        MIN: 0T:0h:3m:46s        MAX: 0T:0h:50m:28s        AVG: 0T:0h:8m:41s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.00 %
FA: 006702     Anzahl gefertigt: 100        MIN: 0T:0h:4m:52s        MAX: 0T:0h:54m:15s        AVG: 0T:0h:10m:5s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006703     Anzahl gefertigt: 99        MIN: 0T:0h:4m:8s        MAX: 0T:0h:41m:7s        AVG: 0T:0h:7m:50s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.02 %
FA: 006704     Anzahl gefertigt: 100        MIN: 0T:0h:4m:39s        MAX: 0T:0h:52m:22s        AVG: 0T:0h:9m:14s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006705     Anzahl gefertigt: 100        MIN: 0T:0h:5m:3s        MAX: 0T:0h:48m:40s        AVG: 0T:0h:8m:57s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006779     Anzahl gefertigt: 100        MIN: 0T:0h:4m:41s        MAX: 0T:0h:36m:56s        AVG: 0T:0h:7m:3s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.00 %
FA: 006780     Anzahl gefertigt: 100        MIN: 0T:0h:4m:35s        MAX: 0T:0h:49m:17s        AVG: 0T:0h:8m:0s     MIN_FAIL: 1       MAX_FAIL: 2        AVG_FAIL: 3.00 %
FA: 006781     Anzahl gefertigt: 100        MIN: 0T:0h:4m:44s        MAX: 0T:0h:54m:35s        AVG: 0T:0h:8m:41s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 3.00 %
FA: 006782     Anzahl gefertigt: 100        MIN: 0T:0h:4m:50s        MAX: 0T:0h:47m:43s        AVG: 0T:0h:9m:34s     MIN_FAIL: 1       MAX_FAIL: 2        AVG_FAIL: 6.00 %
FA: 006783     Anzahl gefertigt: 100        MIN: 0T:0h:4m:58s        MAX: 0T:0h:58m:22s        AVG: 0T:0h:9m:53s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.00 %
FA: 006784     Anzahl gefertigt: 100        MIN: 0T:0h:4m:51s        MAX: 0T:0h:48m:52s        AVG: 0T:0h:7m:48s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.00 %
FA: 006785     Anzahl gefertigt: 101        MIN: 0T:0h:4m:52s        MAX: 0T:0h:48m:45s        AVG: 0T:0h:9m:4s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 0.99 %
FA: 006863     Anzahl gefertigt: 100        MIN: 0T:0h:4m:51s        MAX: 0T:0h:48m:37s        AVG: 0T:0h:8m:7s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006864     Anzahl gefertigt: 99        MIN: 0T:0h:3m:51s        MAX: 0T:0h:36m:51s        AVG: 0T:0h:6m:43s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.01 %
FA: 006865     Anzahl gefertigt: 100        MIN: 0T:0h:4m:45s        MAX: 0T:0h:34m:47s        AVG: 0T:0h:7m:51s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006866     Anzahl gefertigt: 99        MIN: 0T:0h:3m:39s        MAX: 0T:0h:43m:39s        AVG: 0T:0h:8m:22s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.02 %
FA: 006867     Anzahl gefertigt: 99        MIN: 0T:0h:3m:43s        MAX: 0T:0h:45m:26s        AVG: 0T:0h:8m:35s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 4.04 %
FA: 006868     Anzahl gefertigt: 100        MIN: 0T:0h:4m:46s        MAX: 0T:0h:34m:1s        AVG: 0T:0h:7m:43s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006869     Anzahl gefertigt: 98        MIN: 0T:0h:3m:44s        MAX: 0T:0h:44m:21s        AVG: 0T:0h:10m:23s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 7.14 %
FA: 006870     Anzahl gefertigt: 99        MIN: 0T:0h:3m:55s        MAX: 0T:0h:48m:58s        AVG: 0T:0h:9m:4s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.01 %
FA: 006871     Anzahl gefertigt: 98        MIN: 0T:0h:3m:54s        MAX: 0T:0h:41m:13s        AVG: 0T:0h:8m:56s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.04 %
FA: 006930     Anzahl gefertigt: 100        MIN: 0T:0h:4m:35s        MAX: 0T:0h:47m:11s        AVG: 0T:0h:9m:12s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 2.00 %
FA: 006931     Anzahl gefertigt: 100        MIN: 0T:0h:4m:43s        MAX: 0T:0h:49m:43s        AVG: 0T:0h:8m:21s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006932     Anzahl gefertigt: 100        MIN: 0T:0h:4m:42s        MAX: 0T:0h:48m:8s        AVG: 0T:0h:8m:22s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006933     Anzahl gefertigt: 102        MIN: 0T:0h:4m:45s        MAX: 0T:0h:30m:44s        AVG: 0T:0h:7m:55s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006934     Anzahl gefertigt: 98        MIN: 0T:0h:4m:47s        MAX: 0T:0h:46m:24s        AVG: 0T:0h:7m:33s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.02 %
FA: 006992     Anzahl gefertigt: 100        MIN: 0T:0h:4m:47s        MAX: 0T:0h:55m:35s        AVG: 0T:0h:8m:30s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006993     Anzahl gefertigt: 100        MIN: 0T:0h:4m:54s        MAX: 0T:0h:26m:35s        AVG: 0T:0h:7m:9s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006994     Anzahl gefertigt: 100        MIN: 0T:0h:4m:54s        MAX: 0T:0h:44m:18s        AVG: 0T:0h:7m:7s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006995     Anzahl gefertigt: 100        MIN: 0T:0h:4m:57s        MAX: 0T:0h:59m:10s        AVG: 0T:0h:8m:4s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
FA: 006996     Anzahl gefertigt: 100        MIN: 0T:0h:4m:48s        MAX: 0T:0h:33m:32s        AVG: 0T:0h:7m:17s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006997     Anzahl gefertigt: 100        MIN: 0T:0h:4m:56s        MAX: 0T:0h:52m:44s        AVG: 0T:0h:7m:17s     MIN_FAIL: 0       MAX_FAIL: 0        AVG_FAIL: 0.00 %
FA: 006998     Anzahl gefertigt: 100        MIN: 0T:0h:4m:48s        MAX: 0T:0h:33m:4s        AVG: 0T:0h:8m:43s     MIN_FAIL: 1       MAX_FAIL: 1        AVG_FAIL: 1.00 %
