TEIL;FA;COUNT;MIN;MAX;AVG
C;008719              ;100;417.00;1759.00;505.69
C;008720              ;101;418.00;2009.00;513.91
C;008721              ;100;410.00;2681.00;521.36
C;008722              ;100;418.00;2480.00;585.43
C;008723              ;100;420.00;1760.00;553.50
C;008724              ;100;421.00;3245.00;522.31
C;008725              ;101;420.00;1721.00;506.04
C;008726              ;101;406.00;1124.00;523.58
C;008727              ;100;422.00;2489.00;505.28
C;008808              ;100;417.00;3067.00;614.59
C;008809              ;100;432.00;2030.00;558.38
C;008810              ;100;430.00;3295.00;580.81
C;008811              ;100;431.00;1365.00;498.31
C;008812              ;100;425.00;2453.00;613.95
C;008813              ;100;426.00;2034.00;531.37
C;008814              ;99;424.00;3277.00;574.74
C;008815              ;100;426.00;2232.00;528.52
C;008816              ;100;421.00;2561.00;567.94
C;008817              ;100;422.00;2492.00;581.73
C;008818              ;100;423.00;2502.00;550.12
C;008819              ;100;422.00;3058.00;667.42
C;008820              ;100;432.00;1087.00;499.55
C;008821              ;100;425.00;3312.00;585.49
C;008822              ;100;429.00;2342.00;518.61
C;008823              ;100;428.00;2640.00;553.34
C;008824              ;100;427.00;2032.00;568.92
C;008825              ;100;426.00;778.00;459.47
C;008905              ;100;426.00;2252.00;577.74
C;008906              ;100;430.00;2677.00;543.02
C;008907              ;100;435.00;928.00;480.08
C;008908              ;100;426.00;1815.00;519.60
C;008909              ;100;437.00;2186.00;530.46
C;008910              ;100;429.00;2387.00;571.98
C;008911              ;100;437.00;2941.00;568.45
C;008912              ;102;439.00;1281.00;525.49
C;008913              ;100;431.00;2271.00;555.51
C;008914              ;99;426.00;2826.00;590.25
C;008915              ;100;430.00;1876.00;511.36
C;008916              ;100;430.00;2586.00;563.57
C;008917              ;100;433.00;1048.00;529.68
C;008918              ;100;425.00;2798.00;531.45
C;008919              ;101;428.00;1622.00;511.07
C;008920              ;100;434.00;1997.00;513.01
C;008921              ;99;434.00;1043.00;480.29
C;008922              ;100;427.00;1149.00;518.06
C;008923              ;100;427.00;2786.00;574.31
C;008997              ;100;437.00;941.00;482.65
C;009017              ;100;438.00;1693.00;494.56
C;009018              ;100;433.00;2595.00;521.75
C;009019              ;100;440.00;3251.00;603.36
C;009020              ;100;443.00;2329.00;575.93
C;009021              ;100;369.00;2855.00;534.07
C;009022              ;100;362.00;1509.00;444.61
C;009023              ;100;369.00;1497.00;437.63
C;009024              ;99;368.00;1120.00;433.69
C;009025              ;100;442.00;3115.00;548.33
C;009026              ;100;368.00;1049.00;456.76
C;009027              ;100;362.00;1685.00;460.30
C;009028              ;101;365.00;2124.00;462.22
C;009029              ;100;371.00;2637.00;581.39
C;009030              ;100;370.00;2990.00;500.37
C;009031              ;100;360.00;2413.00;492.00
C;009032              ;100;377.00;1485.00;442.87
C;009104              ;100;375.00;2168.00;480.42
C;009105              ;100;374.00;2964.00;557.02
C;009106              ;100;376.00;1625.00;495.31
C;009107              ;100;377.00;1515.00;432.54
C;009108              ;100;365.00;1012.00;496.57
C;009109              ;100;380.00;1810.00;448.50
C;009110              ;100;380.00;2793.00;464.26
C;009111              ;100;372.00;3184.00;557.08
C;009112              ;100;376.00;1644.00;447.44
C;009113              ;100;368.00;2591.00;490.87
C;009114              ;100;376.00;3337.00;528.73
C;009115              ;100;371.00;1798.00;471.39
C;009116              ;100;378.00;2345.00;468.07
C;009117              ;100;378.00;2939.00;574.56
C;009180              ;34;370.00;2200.00;572.91
C;009181              ;15;371.00;1881.00;1010.64
C;009195              ;100;379.00;2110.00;466.80
C;009196              ;100;372.00;3200.00;508.77
C;009197              ;100;390.00;2663.00;580.52
C;009198              ;100;386.00;2346.00;528.02
C;009199              ;100;386.00;1006.00;434.36
C;009200              ;100;372.00;3024.00;627.54
C;009201              ;100;387.00;1363.00;472.02
C;009202              ;99;392.00;2943.00;561.37
C;009203              ;100;384.00;2242.00;517.10
C;009204              ;100;387.00;2760.00;511.72
C;009205              ;100;380.00;962.00;470.44
C;009206              ;100;383.00;2102.00;458.74
C;009207              ;100;387.00;2553.00;521.35
C;009208              ;100;387.00;915.00;442.69
C;009209              ;100;379.00;1879.00;475.04
C;009210              ;100;386.00;2209.00;452.88
C;009296              ;100;389.00;2464.00;528.37
C;009297              ;100;379.00;2324.00;499.88
C;009298              ;100;388.00;2261.00;477.30
C;009299              ;100;391.00;1896.00;469.57
C;009300              ;100;398.00;1938.00;523.84
C;009301              ;100;392.00;2606.00;502.57
C;009302              ;100;399.00;3535.00;556.99
C;009303              ;100;402.00;1187.00;451.94
C;009304              ;100;386.00;2306.00;463.29
C;009305              ;100;393.00;2731.00;488.70
C;009306              ;100;393.00;3355.00;650.75
C;009307              ;100;385.00;2332.00;501.88
C;009308              ;100;398.00;998.00;453.17
C;009309              ;100;396.00;1942.00;471.07
C;009310              ;100;391.00;2090.00;503.24
C;009311              ;100;398.00;1247.00;461.11
C;009384              ;100;397.00;1409.00;477.95
C;009385              ;100;397.00;2424.00;582.94
C;009386              ;100;399.00;3277.00;556.16
C;009387              ;100;406.00;2567.00;556.74
C;009388              ;100;396.00;958.00;460.85
C;009389              ;100;400.00;2688.00;591.47
C;009390              ;100;406.00;2159.00;497.59
C;009391              ;100;406.00;2639.00;554.99
C;009392              ;200;396.00;3106.00;643.05
C;009393              ;100;403.00;1905.00;477.16
C;009394              ;100;391.00;2187.00;503.60
C;009395              ;100;403.00;916.00;457.35
C;009396              ;100;408.00;2179.00;528.30
C;009397              ;100;397.00;2881.00;603.50
C;009398              ;100;404.00;1879.00;475.08
C;009399              ;100;405.00;1971.00;520.79
C;009400              ;100;408.00;1383.00;507.18
C;009401              ;100;406.00;2318.00;522.99
C;009486              ;100;408.00;1420.00;485.46
C;009488              ;100;407.00;3165.00;582.21
C;009489              ;100;412.00;2047.00;484.32
C;009490              ;100;404.00;3302.00;507.66
C;009491              ;100;418.00;3199.00;519.41
C;009492              ;100;416.00;3300.00;547.47
C;009493              ;100;410.00;2090.00;547.10
C;009494              ;100;417.00;2802.00;568.52
C;009495              ;100;412.00;3163.00;588.62
C;009496              ;100;415.00;1598.00;539.33
C;009497              ;100;414.00;2385.00;553.57
C;009498              ;100;408.00;1941.00;492.93
C;009499              ;100;416.00;2721.00;531.05
C;009500              ;100;417.00;1973.00;498.10
C;009501              ;100;407.00;1624.00;561.04
C;009502              ;100;416.00;1718.00;493.68
C;009503              ;100;407.00;2263.00;505.85
C;009585              ;100;417.00;2558.00;568.36
C;009586              ;100;417.00;2513.00;597.03
C;009587              ;100;422.00;968.00;472.33
C;009588              ;100;412.00;1851.00;487.65
C;009589              ;100;423.00;1545.00;511.80
C;009590              ;100;414.00;3531.00;622.75
C;009591              ;100;423.00;2943.00;542.81
C;009592              ;100;418.00;1792.00;518.98
C;009593              ;100;422.00;1968.00;548.97
C;009594              ;100;424.00;2987.00;606.15
C;009595              ;100;427.00;2096.00;533.38
C;009596              ;100;426.00;2893.00;543.12
C;009597              ;100;421.00;2038.00;529.77
C;009598              ;107;422.00;1408.00;500.67
C;009599              ;100;415.00;2160.00;509.89
C;009600              ;100;414.00;2098.00;500.43
C;009674              ;100;424.00;1036.00;466.80
C;009675              ;100;422.00;907.00;482.88
C;009676              ;100;419.00;2734.00;546.37
C;009677              ;100;421.00;2033.00;504.96
C;009678              ;100;430.00;2533.00;531.74
C;009679              ;100;431.00;1888.00;504.21
C;009680              ;100;430.00;3296.00;551.07
C;009681              ;100;423.00;3092.00;584.76
C;009682              ;100;422.00;2315.00;590.19
C;009683              ;100;430.00;2856.00;590.10
C;009684              ;100;428.00;1155.00;538.69
C;009685              ;100;421.00;1944.00;519.48
C;009686              ;99;429.00;2156.00;509.14
C;009687              ;100;427.00;2486.00;551.85
C;009688              ;100;422.00;2861.00;648.25
C;009689              ;100;418.00;1334.00;507.40
D;005722              ;100;329.00;2516.00;581.83
D;005723              ;100;327.00;3292.00;533.40
D;005724              ;101;328.00;1653.00;448.05
D;005725              ;100;326.00;1795.00;476.00
D;005726              ;100;325.00;3026.00;546.23
D;005727              ;100;324.00;3024.00;519.90
D;005799              ;100;330.00;2768.00;571.42
D;005800              ;100;356.00;2939.00;650.03
D;005801              ;100;332.00;2725.00;514.49
D;005802              ;100;335.00;2442.00;600.81
D;005803              ;100;333.00;2188.00;535.82
D;005804              ;99;338.00;2456.00;539.02
D;005805              ;100;334.00;1995.00;551.98
D;005806              ;100;335.00;3063.00;617.57
D;005874              ;100;334.00;2909.00;591.94
D;005875              ;100;327.00;3396.00;627.17
D;005876              ;100;335.00;1704.00;518.76
D;005877              ;100;328.00;1812.00;550.63
D;005878              ;100;336.00;2610.00;551.98
D;005879              ;100;335.00;2120.00;608.58
D;005880              ;100;336.00;2677.00;683.69
D;005953              ;100;334.00;2077.00;527.97
D;005954              ;100;333.00;3019.00;536.47
D;005955              ;100;336.00;2207.00;579.33
D;005956              ;100;335.00;3356.00;662.53
D;005957              ;100;335.00;1395.00;521.52
D;005958              ;100;336.00;2596.00;562.27
D;005959              ;101;338.00;3539.00;689.07
D;006030              ;102;326.00;2737.00;558.17
D;006031              ;100;321.00;2158.00;504.19
D;006032              ;100;327.00;2178.00;591.41
D;006033              ;100;327.00;2849.00;541.31
D;006034              ;100;327.00;2506.00;618.22
D;006035              ;100;333.00;3495.00;630.37
D;006036              ;101;332.00;3147.00;617.68
D;006107              ;100;326.00;2904.00;530.13
D;006108              ;100;320.00;2981.00;540.85
D;006109              ;101;345.00;2798.00;488.99
D;006110              ;100;330.00;3431.00;504.21
D;006111              ;100;330.00;2795.00;495.60
D;006112              ;100;333.00;3238.00;572.25
D;006113              ;100;331.00;3190.00;576.62
D;006184              ;100;331.00;2688.00;603.51
D;006185              ;100;324.00;2799.00;633.36
D;006186              ;100;323.00;2971.00;534.53
D;006187              ;101;326.00;2610.00;556.36
D;006188              ;100;318.00;2191.00;560.51
D;006189              ;100;351.00;2186.00;485.15
D;006190              ;101;330.00;2064.00;528.72
D;006253              ;100;326.00;3199.00;522.38
D;006254              ;100;350.00;2549.00;544.81
D;006255              ;100;331.00;2192.00;524.87
D;006256              ;100;328.00;2360.00;598.71
D;006257              ;100;308.00;1721.00;445.12
D;006258              ;100;316.00;3129.00;561.76
D;006259              ;100;317.00;2494.00;554.59
D;006327              ;100;319.00;1244.00;443.24
D;006328              ;101;308.00;2486.00;571.82
D;006329              ;100;306.00;1630.00;466.61
D;006330              ;102;279.00;3336.00;555.25
D;006331              ;100;300.00;2076.00;457.21
D;006332              ;100;285.00;3594.00;652.43
D;006333              ;99;303.00;3012.00;500.44
D;006405              ;100;286.00;2680.00;482.12
D;006406              ;100;305.00;2633.00;490.01
D;006407              ;100;305.00;1327.00;475.19
D;006408              ;100;294.00;2936.00;497.92
D;006409              ;100;293.00;3127.00;491.55
D;006410              ;100;294.00;2546.00;473.54
D;006411              ;100;294.00;2048.00;499.12
D;006449              ;100;297.00;2689.00;619.88
D;006450              ;100;309.00;3193.00;610.35
D;006488              ;100;300.00;2604.00;528.88
D;006489              ;102;299.00;3240.00;756.18
D;006490              ;100;303.00;2560.00;520.29
D;006491              ;101;282.00;2807.00;637.28
D;006492              ;100;281.00;2374.00;438.26
D;006493              ;100;270.00;2644.00;456.50
D;006569              ;98;205.00;3593.00;646.12
D;006570              ;100;278.00;2881.00;487.35
D;006571              ;100;278.00;2911.00;521.71
D;006572              ;100;281.00;3313.00;621.80
D;006573              ;100;280.00;2804.00;520.49
D;006574              ;100;280.00;2231.00;459.47
D;006575              ;100;282.00;3061.00;481.11
D;006576              ;100;281.00;2438.00;399.95
D;006625              ;101;294.00;2783.00;431.41
D;006626              ;100;278.00;2662.00;611.92
D;006627              ;100;308.00;3104.00;730.25
D;006653              ;100;299.00;3327.00;638.21
D;006654              ;99;317.00;2068.00;499.22
D;006699              ;100;267.00;2485.00;525.51
D;006700              ;100;293.00;2962.00;423.88
D;006701              ;100;226.00;3028.00;521.15
D;006702              ;100;292.00;3255.00;605.25
D;006703              ;99;248.00;2467.00;470.71
D;006704              ;100;279.00;3142.00;554.81
D;006705              ;100;303.00;2920.00;537.98
D;006779              ;100;281.00;2216.00;423.80
D;006780              ;100;275.00;2957.00;480.98
D;006781              ;100;284.00;3275.00;521.71
D;006782              ;100;290.00;2863.00;574.93
D;006783              ;100;298.00;3502.00;593.82
D;006784              ;100;291.00;2932.00;468.19
D;006785              ;101;292.00;2925.00;544.43
D;006863              ;100;291.00;2917.00;487.86
D;006864              ;99;231.00;2211.00;403.74
D;006865              ;100;285.00;2087.00;471.80
D;006866              ;99;219.00;2619.00;502.59
D;006867              ;99;223.00;2726.00;515.05
D;006868              ;100;286.00;2041.00;463.10
D;006869              ;98;224.00;2661.00;623.13
D;006870              ;99;235.00;2938.00;544.79
D;006871              ;98;234.00;2473.00;536.61
D;006930              ;100;275.00;2831.00;552.35
D;006931              ;100;283.00;2983.00;501.51
D;006932              ;100;282.00;2888.00;502.12
D;006933              ;102;285.00;1844.00;475.62
D;006934              ;98;287.00;2784.00;453.96
D;006992              ;100;287.00;3335.00;510.76
D;006993              ;100;294.00;1595.00;429.59
D;006994              ;100;294.00;2658.00;427.33
D;006995              ;100;297.00;3550.00;484.40
D;006996              ;100;288.00;2012.00;437.40
D;006997              ;100;296.00;3164.00;437.16
D;006998              ;100;288.00;1984.00;523.14
D;007054              ;100;286.00;1765.00;410.76
D;007055              ;100;276.00;3533.00;490.24
D;007056              ;100;285.00;2814.00;452.66
D;007057              ;100;276.00;3364.00;601.97
D;007058              ;100;288.00;1334.00;417.17
D;007059              ;100;294.00;2780.00;463.27
D;007089              ;2;1835.00;1845.00;1840.00
D;007116              ;100;294.00;1530.00;428.80
D;007117              ;100;286.00;2655.00;509.61
D;007118              ;100;287.00;1880.00;451.46
D;007119              ;100;288.00;2952.00;503.58
D;007120              ;100;276.00;1688.00;421.93
D;007121              ;100;290.00;2883.00;551.69
D;007189              ;100;286.00;1084.00;390.70
D;007190              ;100;277.00;2746.00;549.67
D;007191              ;100;287.00;2056.00;398.73
D;007192              ;100;278.00;3485.00;561.50
D;007193              ;100;287.00;2765.00;560.88
D;007194              ;100;292.00;1480.00;422.74
D;007195              ;100;291.00;2818.00;489.21
D;007268              ;100;281.00;3102.00;637.41
D;007269              ;100;294.00;3439.00;502.13
D;007270              ;100;284.00;2822.00;564.85
D;007271              ;100;286.00;1807.00;448.49
D;007272              ;100;291.00;2801.00;435.35
D;007273              ;100;292.00;2777.00;526.79
D;007274              ;99;232.00;2708.00;456.45
D;007275              ;100;288.00;3331.00;550.36
D;007348              ;100;287.00;2291.00;440.21
D;007349              ;100;285.00;3078.00;600.43
D;007350              ;100;286.00;2966.00;465.22
D;007351              ;100;290.00;3013.00;457.51
D;007352              ;100;289.00;3036.00;479.40
D;007353              ;100;291.00;2696.00;535.39
D;007354              ;100;290.00;2138.00;423.46
D;007429              ;100;275.00;3128.00;414.96
D;007430              ;100;286.00;2891.00;409.45
D;007431              ;100;287.00;1844.00;463.23
D;007432              ;101;287.00;1447.00;454.55
D;007433              ;100;278.00;1757.00;406.88
D;007434              ;100;288.00;3442.00;432.28
D;007435              ;99;242.00;2451.00;477.82
D;007436              ;100;286.00;2188.00;590.00
D;007510              ;100;287.00;2833.00;558.97
D;007511              ;100;281.00;1477.00;468.77
D;007512              ;100;290.00;2880.00;429.20
D;007513              ;98;225.00;1506.00;448.24
D;007514              ;100;293.00;1955.00;432.44
D;007515              ;100;296.00;3280.00;508.42
D;007516              ;100;316.00;2970.00;487.22
D;007517              ;100;305.00;1899.00;478.18
D;007598              ;100;293.00;3138.00;421.51
D;007599              ;100;285.00;2252.00;481.32
D;007600              ;100;290.00;3516.00;480.87
D;007601              ;100;285.00;1456.00;400.01
D;007602              ;101;295.00;2700.00;476.56
D;007603              ;100;301.00;1991.00;468.76
D;007604              ;100;303.00;2346.00;474.14
D;007684              ;100;333.00;2597.00;554.23
D;007685              ;100;291.00;3419.00;633.27
D;007686              ;100;293.00;1638.00;429.42
D;007687              ;100;291.00;3223.00;510.86
D;007688              ;100;293.00;1533.00;435.60
D;007689              ;100;293.00;2781.00;490.62
D;007690              ;100;284.00;2092.00;496.95
D;007778              ;100;287.00;3227.00;468.67
D;007779              ;100;287.00;2113.00;472.30
D;007780              ;100;276.00;1690.00;405.08
D;007781              ;100;288.00;3282.00;496.67
D;007782              ;100;290.00;800.00;363.46
D;007783              ;100;291.00;2807.00;502.31
D;007784              ;100;300.00;2247.00;422.18
D;007785              ;100;295.00;2099.00;498.35
D;007843              ;99;284.00;2938.00;624.21
D;007844              ;99;297.00;2977.00;580.02
D;007845              ;100;290.00;2046.00;494.02
D;007846              ;100;291.00;2209.00;405.08
D;007886              ;100;291.00;3267.00;514.05
D;007887              ;100;292.00;2242.00;414.28
D;007888              ;100;292.00;2905.00;507.55
D;007889              ;100;296.00;2000.00;458.62
D;007948              ;100;285.00;1582.00;362.96
D;007949              ;100;274.00;1750.00;384.72
D;007950              ;99;287.00;2018.00;387.09
D;007951              ;100;278.00;3357.00;489.70
D;007952              ;100;289.00;2803.00;439.52
D;007953              ;100;287.00;1898.00;412.25
D;007954              ;100;291.00;2252.00;415.46
D;007955              ;100;284.00;2873.00;589.53
D;008037              ;100;286.00;2263.00;397.90
D;008038              ;100;286.00;3044.00;463.94
D;008039              ;100;288.00;1872.00;410.15
D;008040              ;100;278.00;1336.00;358.60
D;008041              ;100;288.00;1469.00;389.31
D;008042              ;100;288.00;3177.00;548.46
D;008043              ;99;231.00;2653.00;480.08
D;008044              ;100;293.00;1663.00;434.87
D;008122              ;100;273.00;2721.00;480.67
D;008123              ;100;288.00;2807.00;422.51
D;008124              ;100;286.00;1624.00;439.29
D;008125              ;100;286.00;1719.00;389.59
D;008126              ;100;290.00;3039.00;450.13
D;008127              ;101;280.00;2790.00;473.93
D;008128              ;99;283.00;3302.00;540.70
D;008129              ;100;291.00;2633.00;537.47
D;008191              ;100;286.00;3000.00;438.79
D;008192              ;99;287.00;1230.00;420.79
D;008193              ;100;289.00;2838.00;442.81
D;008194              ;100;276.00;1647.00;415.76
D;008195              ;100;289.00;947.00;347.28
D;008196              ;100;289.00;1598.00;390.29
D;008197              ;100;288.00;1162.00;370.97
D;008270              ;100;279.00;2770.00;454.95
D;008271              ;100;286.00;3124.00;534.99
D;008272              ;100;272.00;3343.00;463.81
D;008273              ;100;287.00;2420.00;455.69
D;008274              ;100;286.00;2013.00;491.77
D;008275              ;100;287.00;773.00;365.25
D;008276              ;99;289.00;2656.00;479.71
D;008277              ;100;290.00;1702.00;437.93
D;008278              ;100;290.00;1654.00;394.01
D;008279              ;100;288.00;1028.00;383.82
D;008368              ;98;292.00;3152.00;482.62
D;008369              ;99;293.00;2819.00;394.81
D;008370              ;99;291.00;2734.00;470.37
D;008371              ;97;286.00;2108.00;465.59
D;008372              ;99;289.00;1313.00;405.52
D;008373              ;98;288.00;1227.00;439.29
D;008374              ;99;280.00;1983.00;477.14
D;008375              ;97;290.00;2585.00;475.91
D;008472              ;100;273.00;1755.00;361.41
D;008473              ;100;272.00;2672.00;434.42
D;008474              ;100;287.00;1786.00;381.28
D;008475              ;100;287.00;1168.00;399.18
D;008476              ;100;288.00;2481.00;396.94
D;008477              ;100;289.00;1156.00;368.05
D;008478              ;100;291.00;1212.00;364.19
D;008479              ;100;292.00;1135.00;396.82
D;008480              ;100;294.00;3092.00;422.59
D;008481              ;100;293.00;2956.00;476.96
D;008576              ;100;294.00;2661.00;407.23
D;008577              ;100;293.00;1444.00;442.55
D;008578              ;100;285.00;1913.00;430.94
D;008579              ;100;273.00;3159.00;477.49
D;008580              ;100;288.00;1780.00;468.19
D;008581              ;100;288.00;2155.00;400.96
D;008582              ;100;287.00;1121.00;366.53
D;008583              ;100;288.00;3310.00;406.52
D;008584              ;100;290.00;1238.00;407.28
D;008585              ;100;293.00;2783.00;472.77
D;008664              ;100;295.00;2825.00;477.79
D;008665              ;100;295.00;2566.00;403.10
D;008666              ;100;297.00;2879.00;523.99
D;008667              ;100;296.00;2494.00;469.40
D;008668              ;99;297.00;1204.00;431.00
D;008669              ;100;299.00;2908.00;461.32
D;008746              ;99;304.00;2119.00;430.33
D;008747              ;100;283.00;1884.00;430.38
D;008748              ;100;283.00;1921.00;465.18
D;008749              ;100;284.00;2820.00;450.59
D;008750              ;100;284.00;2185.00;423.63
D;008751              ;100;287.00;2870.00;425.53
D;008752              ;100;288.00;1575.00;442.85
D;008753              ;100;291.00;1869.00;383.30
D;008754              ;100;290.00;2670.00;493.40
D;008845              ;100;290.00;2781.00;413.23
D;008846              ;100;282.00;3567.00;573.13
D;008847              ;100;301.00;2493.00;534.58
D;008848              ;100;301.00;2724.00;485.21
D;008849              ;101;300.00;1804.00;485.50
D;008850              ;100;285.00;985.00;345.00
D;008851              ;100;286.00;1031.00;387.31
D;008852              ;100;287.00;2601.00;456.79
D;008853              ;100;292.00;3168.00;487.58
D;008942              ;100;289.00;818.00;343.03
D;008943              ;100;288.00;3063.00;430.03
D;008944              ;100;289.00;2326.00;392.46
D;008945              ;100;290.00;2424.00;434.05
D;008946              ;100;283.00;2852.00;538.93
D;008947              ;100;286.00;1589.00;379.22
D;008948              ;100;285.00;1377.00;369.06
D;008949              ;100;287.00;2925.00;389.65
D;008950              ;100;286.00;2532.00;440.65
D;009051              ;100;286.00;1530.00;438.65
D;009052              ;101;286.00;3485.00;501.14
D;009053              ;99;286.00;1844.00;443.27
D;009054              ;100;289.00;2656.00;403.54
D;009055              ;100;289.00;1281.00;410.71
D;009056              ;100;301.00;2646.00;469.62
D;009057              ;100;294.00;1501.00;404.95
D;009058              ;100;292.00;2460.00;446.16
D;009059              ;100;294.00;1676.00;428.04
D;009130              ;100;281.00;1497.00;407.07
D;009131              ;100;273.00;2400.00;421.54
D;009132              ;100;286.00;2775.00;464.74
D;009133              ;100;286.00;2817.00;497.49
D;009134              ;100;288.00;3152.00;386.80
D;009135              ;100;289.00;2674.00;460.91
D;009136              ;100;275.00;3270.00;630.03
D;009137              ;100;288.00;2769.00;551.35
D;009225              ;100;291.00;2746.00;467.59
D;009226              ;100;273.00;1739.00;448.32
D;009227              ;100;286.00;2389.00;439.11
D;009228              ;99;275.00;2322.00;500.30
D;009229              ;100;289.00;2535.00;430.87
D;009230              ;100;287.00;2852.00;471.36
D;009231              ;100;290.00;2404.00;479.95
D;009232              ;100;291.00;2597.00;432.46
D;009233              ;100;301.00;2395.00;421.79
D;009329              ;100;288.00;3423.00;560.58
D;009330              ;100;291.00;3161.00;575.47
D;009331              ;100;279.00;3258.00;464.29
D;009332              ;100;290.00;2302.00;415.65
D;009333              ;100;287.00;3004.00;453.98
D;009334              ;100;297.00;1703.00;456.00
D;009335              ;100;286.00;1391.00;456.83
D;009420              ;100;297.00;2784.00;475.43
D;009421              ;100;314.00;2960.00;540.36
D;009422              ;100;301.00;3555.00;668.77
D;009423              ;100;299.00;3344.00;591.37
D;009424              ;100;301.00;2647.00;589.62
D;009425              ;100;290.00;2548.00;515.09
D;009426              ;100;292.00;3099.00;528.41
D;009427              ;100;292.00;1755.00;493.55
D;009428              ;100;291.00;1930.00;394.54
D;009524              ;100;284.00;3085.00;526.58
D;009525              ;100;284.00;3513.00;470.22
D;009526              ;100;285.00;1271.00;381.93
D;009527              ;100;288.00;3381.00;588.04
D;009528              ;102;295.00;1305.00;460.84
D;009529              ;100;279.00;3379.00;488.57
D;009530              ;100;292.00;954.00;404.02
D;009531              ;100;294.00;1305.00;417.93
D;009532              ;100;296.00;3427.00;425.22
D;009617              ;100;297.00;3196.00;491.63
D;009618              ;100;297.00;2734.00;552.40
D;009619              ;100;298.00;1700.00;423.54
D;009620              ;100;297.00;3555.00;500.74
D;009621              ;100;273.00;2892.00;489.37
D;009622              ;100;276.00;1907.00;416.11
D;009623              ;100;261.00;2774.00;396.68
D;009624              ;100;277.00;2973.00;501.96
D;009625              ;100;260.00;3580.00;565.27
D;009705              ;100;274.00;2535.00;463.44
D;009706              ;100;262.00;2438.00;501.82
D;009707              ;100;274.00;1957.00;418.12
D;009708              ;100;264.00;2392.00;438.16
D;009709              ;100;275.00;3229.00;554.47
D;009710              ;101;275.00;1978.00;479.27
D;009711              ;100;278.00;2742.00;422.23
E;005705              ;99;358.00;1628.00;528.35
E;005706              ;95;358.00;3075.00;604.99
E;005707              ;100;361.00;2239.00;624.10
E;005708              ;100;359.00;2829.00;565.57
E;005709              ;100;366.00;2004.00;525.80
E;005710              ;99;361.00;3010.00;614.90
E;005711              ;100;362.00;1998.00;524.14
E;005785              ;102;359.00;2961.00;595.17
E;005786              ;100;357.00;2622.00;535.71
E;005787              ;100;356.00;2699.00;667.21
E;005788              ;100;357.00;1447.00;484.79
E;005789              ;100;362.00;1850.00;487.02
E;005790              ;100;346.00;3027.00;692.82
E;005791              ;100;348.00;2865.00;575.50
E;005859              ;100;352.00;2970.00;624.51
E;005860              ;100;347.00;2025.00;617.90
E;005861              ;100;347.00;2426.00;523.76
E;005862              ;100;347.00;1739.00;503.48
E;005863              ;100;345.00;2464.00;484.26
E;005864              ;100;363.00;3509.00;578.07
E;005865              ;100;344.00;1325.00;556.28
E;005936              ;99;352.00;2627.00;638.06
E;005937              ;100;345.00;1757.00;515.43
E;005938              ;100;347.00;2572.00;550.25
E;005939              ;100;364.00;2767.00;581.12
E;005940              ;100;362.00;1915.00;551.41
E;005941              ;100;349.00;1730.00;500.87
E;005942              ;100;350.00;2484.00;535.13
E;005943              ;100;373.00;1848.00;515.03
E;005944              ;100;394.00;2795.00;592.24
E;006016              ;100;365.00;3108.00;699.29
E;006017              ;100;363.00;1898.00;499.89
E;006018              ;100;333.00;1595.00;466.04
E;006019              ;100;333.00;3066.00;517.08
E;006020              ;100;334.00;3153.00;516.24
E;006021              ;100;337.00;868.00;451.08
E;006092              ;99;335.00;2547.00;598.66
E;006093              ;101;336.00;2386.00;535.05
E;006094              ;99;331.00;3088.00;565.48
E;006095              ;100;315.00;1814.00;469.77
E;006096              ;100;333.00;1694.00;479.91
E;006097              ;100;332.00;3535.00;535.68
E;006098              ;100;319.00;2701.00;496.24
E;006099              ;100;333.00;2722.00;492.74
E;006170              ;100;335.00;2042.00;552.01
E;006171              ;100;335.00;2710.00;500.41
E;006172              ;100;335.00;3351.00;590.59
E;006173              ;100;339.00;3320.00;547.07
E;006174              ;100;340.00;1778.00;512.88
E;006175              ;100;342.00;2684.00;512.72
E;006176              ;100;338.00;1981.00;505.73
E;006241              ;100;338.00;2153.00;604.02
E;006242              ;100;337.00;3315.00;609.87
E;006243              ;99;356.00;1398.00;471.13
E;006244              ;100;343.00;2858.00;513.78
E;006245              ;100;342.00;3254.00;503.08
E;006246              ;100;342.00;2519.00;497.11
E;006313              ;100;332.00;2843.00;686.47
E;006314              ;100;331.00;3309.00;508.12
E;006315              ;100;293.00;2092.00;507.16
E;006316              ;100;308.00;1576.00;444.63
E;006317              ;100;299.00;2875.00;473.24
E;006318              ;100;314.00;2993.00;514.98
E;006319              ;100;304.00;1342.00;501.49
E;006390              ;100;315.00;2211.00;431.39
E;006391              ;100;300.00;2618.00;447.41
E;006392              ;100;317.00;1312.00;421.78
E;006393              ;100;281.00;2037.00;420.74
E;006394              ;100;316.00;1999.00;479.70
E;006395              ;100;318.00;2356.00;549.67
E;006396              ;100;340.00;2700.00;505.41
E;006397              ;100;339.00;1588.00;509.96
E;006475              ;100;341.00;1659.00;488.74
E;006476              ;100;334.00;1835.00;517.44
E;006477              ;100;297.00;2635.00;551.06
E;006478              ;100;312.00;2264.00;494.51
E;006479              ;100;313.00;3205.00;462.36
E;006480              ;100;312.00;2271.00;617.05
E;006481              ;100;313.00;3098.00;500.65
E;006553              ;100;314.00;2008.00;444.09
E;006554              ;100;275.00;2485.00;531.26
