TEIL;FA;COUNT;MIN;MAX;AVG
F;006806              ;90;284.00;1944.00;410.30
F;006807              ;90;284.00;3268.00;541.06
F;006808              ;90;288.00;732.00;341.00
F;006809              ;90;284.00;1182.00;356.97
F;006810              ;90;286.00;944.00;391.30
F;006811              ;90;286.00;3425.00;433.73
F;006812              ;90;286.00;769.00;350.58
F;006813              ;90;260.00;2608.00;442.32
F;006890              ;90;297.00;2303.00;460.91
F;006891              ;90;297.00;3069.00;534.22
F;006892              ;90;299.00;1733.00;454.78
F;006893              ;90;299.00;2273.00;466.54
F;006894              ;90;300.00;909.00;407.93
F;006895              ;90;300.00;2292.00;456.83
F;006896              ;90;300.00;2335.00;442.99
F;006897              ;90;301.00;2296.00;505.98
F;006948              ;90;289.00;2067.00;432.42
F;006949              ;90;288.00;2804.00;403.27
F;006950              ;90;288.00;1039.00;401.01
F;006951              ;90;289.00;1521.00;415.78
F;006952              ;90;292.00;2212.00;438.21
F;006953              ;90;291.00;1426.00;418.62
F;007011              ;90;291.00;1895.00;479.74
F;007012              ;90;297.00;2616.00;442.52
F;007013              ;90;297.00;1803.00;420.00
F;007014              ;90;294.00;3079.00;416.73
F;007015              ;90;297.00;1522.00;398.48
F;007016              ;90;294.00;3140.00;449.24
F;007075              ;90;286.00;3253.00;463.56
F;007076              ;90;285.00;3123.00;404.11
F;007077              ;90;284.00;2910.00;475.76
F;007078              ;90;287.00;1745.00;461.18
F;007079              ;90;292.00;2697.00;634.73
F;007080              ;90;288.00;1222.00;365.76
F;007081              ;90;284.00;3209.00;527.47
F;007137              ;90;287.00;3102.00;598.25
F;007138              ;90;287.00;1772.00;439.31
F;007139              ;90;285.00;1208.00;417.76
F;007140              ;90;286.00;1435.00;445.60
F;007141              ;90;286.00;3282.00;521.47
F;007142              ;89;286.00;1517.00;421.90
F;007143              ;90;287.00;1586.00;458.44
F;007214              ;90;289.00;2167.00;446.59
F;007215              ;90;284.00;2354.00;418.99
F;007216              ;90;283.00;2532.00;494.22
F;007217              ;90;290.00;1258.00;395.43
F;007218              ;90;291.00;2919.00;433.81
F;007219              ;90;291.00;3433.00;466.92
F;007220              ;90;292.00;1011.00;371.62
F;007295              ;90;290.00;2489.00;399.35
F;007296              ;91;281.00;2096.00;517.06
F;007297              ;90;286.00;782.00;368.62
F;007298              ;90;286.00;3510.00;462.77
F;007299              ;90;286.00;2934.00;386.90
F;007300              ;90;285.00;3181.00;446.41
F;007301              ;90;287.00;2006.00;570.12
F;007302              ;90;293.00;2717.00;471.24
F;007372              ;90;285.00;2839.00;433.36
F;007373              ;90;289.00;1754.00;466.28
F;007374              ;90;284.00;3068.00;562.76
F;007375              ;90;284.00;2475.00;485.90
F;007376              ;91;285.00;3480.00;488.07
F;007377              ;90;291.00;3134.00;579.38
F;007378              ;90;294.00;2094.00;434.24
F;007379              ;90;289.00;559.00;350.70
F;007380              ;90;287.00;3354.00;485.16
F;007454              ;88;293.00;1666.00;409.55
F;007455              ;92;284.00;2541.00;477.91
F;007456              ;90;283.00;1964.00;456.90
F;007457              ;90;288.00;2498.00;483.78
F;007458              ;90;288.00;1307.00;388.56
F;007459              ;90;287.00;2049.00;446.51
F;007460              ;90;287.00;1149.00;421.40
F;007461              ;90;287.00;1951.00;470.34
F;007537              ;90;289.00;1966.00;477.66
F;007538              ;90;288.00;2261.00;436.16
F;007539              ;90;286.00;3375.00;480.16
F;007540              ;90;286.00;2907.00;423.07
F;007541              ;90;284.00;2928.00;418.44
F;007542              ;90;293.00;1703.00;407.36
F;007543              ;90;288.00;2136.00;465.88
F;007544              ;90;290.00;1848.00;411.81
F;007545              ;90;291.00;1388.00;421.07
F;007556              ;90;288.00;1759.00;525.16
F;007626              ;90;288.00;2394.00;490.74
F;007627              ;90;285.00;1493.00;443.40
F;007628              ;90;286.00;2766.00;538.91
F;007629              ;90;279.00;1169.00;371.52
F;007630              ;90;281.00;864.00;408.56
F;007631              ;90;281.00;1419.00;442.44
F;007632              ;90;282.00;1205.00;355.96
F;007633              ;90;278.00;1171.00;377.33
F;007634              ;90;280.00;1272.00;397.30
F;007635              ;90;279.00;990.00;357.91
F;007717              ;90;281.00;2293.00;471.49
F;007718              ;90;279.00;1821.00;349.74
F;007719              ;90;281.00;2867.00;427.32
F;007720              ;90;277.00;842.00;337.77
F;007721              ;90;275.00;1784.00;377.77
F;007722              ;90;275.00;2514.00;437.50
F;007723              ;89;276.00;1106.00;360.36
F;007724              ;90;269.00;1526.00;443.12
F;007725              ;89;285.00;689.00;353.37
F;007726              ;90;284.00;3190.00;451.24
F;007727              ;90;271.00;1761.00;440.83
F;007728              ;90;278.00;2326.00;422.07
F;007729              ;90;280.00;1558.00;450.70
F;007804              ;90;280.00;561.00;329.07
F;007805              ;90;279.00;1682.00;403.46
F;007806              ;90;274.00;1106.00;397.26
F;007807              ;90;277.00;1974.00;416.78
F;007808              ;90;277.00;2961.00;500.96
F;007809              ;89;279.00;1893.00;398.10
F;007810              ;90;277.00;1767.00;376.08
F;007811              ;90;279.00;2821.00;476.01
F;007812              ;90;276.00;2170.00;410.21
F;007857              ;90;261.00;2034.00;553.61
F;007858              ;90;278.00;3304.00;555.53
F;007859              ;90;280.00;3439.00;466.51
F;007860              ;90;265.00;3394.00;393.07
F;007861              ;90;283.00;2047.00;485.71
F;007899              ;90;286.00;1730.00;411.22
F;007900              ;90;288.00;976.00;328.69
F;007901              ;90;286.00;2695.00;384.07
F;007902              ;90;271.00;3408.00;420.51
F;007975              ;90;280.00;2476.00;489.26
F;007976              ;90;279.00;1170.00;373.80
F;007977              ;90;281.00;1334.00;406.60
F;007978              ;90;281.00;2282.00;402.18
F;007979              ;90;268.00;1789.00;382.33
F;007980              ;90;281.00;2021.00;457.30
F;007981              ;90;281.00;805.00;359.80
F;007982              ;85;292.00;3012.00;593.72
F;008000              ;86;285.00;2844.00;394.00
F;008001              ;90;285.00;1227.00;373.67
F;008064              ;90;269.00;1822.00;383.62
F;008065              ;90;281.00;1222.00;410.35
F;008066              ;90;279.00;2032.00;413.04
F;008067              ;90;278.00;3537.00;523.72
F;008068              ;90;283.00;1082.00;378.70
F;008069              ;89;283.00;2834.00;495.99
F;008070              ;89;285.00;986.00;407.14
F;008071              ;90;284.00;1926.00;512.54
F;008072              ;90;285.00;1243.00;434.80
F;008147              ;90;284.00;3464.00;476.78
F;008148              ;90;284.00;3257.00;575.75
F;008149              ;90;281.00;2675.00;436.81
F;008150              ;90;284.00;3243.00;435.72
F;008151              ;90;283.00;1693.00;405.01
F;008152              ;90;284.00;2196.00;380.08
F;008153              ;90;284.00;3501.00;496.56
F;008154              ;90;286.00;2505.00;460.31
F;008212              ;90;282.00;3213.00;485.32
F;008213              ;90;283.00;1162.00;380.50
F;008214              ;90;282.00;1370.00;393.63
F;008215              ;90;282.00;948.00;381.33
F;008303              ;90;284.00;852.00;365.05
F;008304              ;90;284.00;1625.00;428.78
F;008305              ;90;284.00;2126.00;441.81
F;008306              ;90;285.00;1236.00;379.14
F;008307              ;90;284.00;2104.00;440.39
F;008308              ;90;285.00;2757.00;441.66
F;008309              ;90;285.00;3015.00;435.20
F;008310              ;90;285.00;1135.00;375.75
F;008311              ;90;285.00;2527.00;461.39
F;008312              ;90;287.00;1434.00;417.40
F;008313              ;89;288.00;1523.00;457.25
F;008314              ;87;287.00;2689.00;406.45
F;008399              ;88;286.00;2830.00;470.74
F;008400              ;88;282.00;1931.00;424.88
F;008401              ;87;283.00;1404.00;429.18
F;008402              ;90;281.00;1266.00;421.26
F;008403              ;88;285.00;1833.00;422.56
F;008404              ;89;283.00;2140.00;415.78
F;008405              ;89;283.00;881.00;356.21
F;008406              ;89;282.00;2047.00;420.66
F;008407              ;90;288.00;2918.00;446.08
F;008503              ;89;290.00;2062.00;410.29
F;008504              ;90;291.00;3513.00;519.75
F;008505              ;90;289.00;1790.00;390.84
F;008506              ;90;282.00;2985.00;470.17
F;008507              ;90;286.00;1065.00;370.59
F;008508              ;90;285.00;2122.00;471.98
F;008509              ;90;283.00;1312.00;379.07
F;008510              ;90;287.00;1364.00;388.47
F;008511              ;90;286.00;3436.00;461.28
F;008512              ;90;285.00;1764.00;410.56
F;008513              ;90;285.00;3486.00;445.69
F;008514              ;90;289.00;2658.00;479.30
F;008609              ;90;286.00;2614.00;428.80
F;008610              ;90;286.00;3293.00;439.98
F;008611              ;90;286.00;1584.00;395.40
F;008612              ;90;286.00;2206.00;539.09
F;008613              ;90;284.00;2070.00;427.41
F;008614              ;90;284.00;3064.00;427.27
F;008615              ;91;292.00;2097.00;489.62
F;008616              ;90;289.00;2624.00;464.33
F;008617              ;90;292.00;2049.00;431.29
F;008618              ;90;292.00;1430.00;407.82
F;008619              ;90;290.00;3291.00;457.38
F;008685              ;90;285.00;1308.00;398.78
F;008686              ;90;285.00;2487.00;417.84
F;008687              ;89;288.00;1364.00;431.22
F;008688              ;91;282.00;2625.00;385.15
F;008689              ;90;281.00;2776.00;432.21
F;008690              ;90;284.00;1582.00;382.63
F;008691              ;90;283.00;2901.00;470.31
F;008778              ;90;277.00;2920.00;490.11
F;008779              ;90;282.00;1150.00;356.66
F;008780              ;90;284.00;2339.00;428.98
F;008781              ;90;281.00;2129.00;482.99
F;008782              ;90;284.00;1080.00;380.41
F;008783              ;90;282.00;1974.00;363.61
F;008784              ;90;286.00;2061.00;472.51
F;008785              ;90;285.00;2754.00;440.98
F;008786              ;90;284.00;1458.00;404.61
F;008787              ;90;284.00;2731.00;447.52
F;008788              ;90;284.00;3193.00;512.03
F;008877              ;90;287.00;1810.00;469.71
F;008878              ;90;283.00;1960.00;383.23
F;008879              ;90;283.00;2656.00;405.86
F;008880              ;92;284.00;1951.00;511.30
F;008881              ;88;283.00;2860.00;413.17
F;008882              ;90;283.00;1468.00;424.10
F;008883              ;90;285.00;1426.00;402.58
F;008884              ;90;283.00;2411.00;417.62
F;008885              ;89;286.00;1339.00;451.26
F;008886              ;90;286.00;3466.00;457.14
F;008974              ;90;285.00;1806.00;462.58
F;008975              ;90;286.00;1421.00;397.60
F;008976              ;90;284.00;2523.00;478.89
F;008977              ;90;284.00;2489.00;453.42
F;008978              ;90;287.00;1866.00;394.69
F;008979              ;90;286.00;797.00;361.64
F;008980              ;90;285.00;1210.00;372.90
F;008981              ;90;287.00;1447.00;403.93
F;008982              ;90;286.00;680.00;343.70
F;008983              ;89;280.00;1181.00;415.03
F;008984              ;90;287.00;2037.00;460.21
F;009078              ;90;283.00;1514.00;449.73
F;009079              ;90;284.00;605.00;337.70
F;009080              ;90;283.00;947.00;368.78
F;009081              ;90;286.00;1947.00;425.84
F;009082              ;90;288.00;951.00;394.99
F;009083              ;90;291.00;2800.00;425.72
F;009084              ;90;287.00;835.00;389.12
F;009085              ;90;289.00;729.00;356.78
F;009086              ;90;286.00;1660.00;470.52
F;009159              ;90;391.00;2341.00;673.89
F;009160              ;90;390.00;2406.00;519.98
F;009161              ;90;389.00;2790.00;560.32
F;009162              ;90;367.00;2116.00;520.77
F;009163              ;90;390.00;2244.00;487.09
F;009164              ;90;390.00;1619.00;482.84
F;009165              ;90;391.00;2677.00;606.12
F;009166              ;90;289.00;2279.00;418.57
F;009167              ;90;289.00;2619.00;465.24
F;009168              ;90;287.00;935.00;388.30
F;009169              ;90;288.00;2197.00;408.50
F;009170              ;90;286.00;2503.00;533.04
F;009257              ;89;373.00;3045.00;529.49
F;009258              ;90;400.00;1988.00;591.93
F;009259              ;90;399.00;1562.00;500.50
F;009260              ;90;399.00;3279.00;546.19
F;009261              ;90;399.00;2424.00;482.86
F;009262              ;90;399.00;739.00;454.12
F;009263              ;90;375.00;2569.00;546.01
F;009264              ;90;401.00;2128.00;493.74
F;009265              ;90;286.00;1419.00;377.22
F;009266              ;89;288.00;1059.00;407.97
F;009267              ;91;288.00;2655.00;447.09
F;009268              ;90;288.00;939.00;352.07
F;009356              ;90;408.00;1932.00;527.95
F;009357              ;90;382.00;3237.00;570.77
F;009358              ;90;407.00;1578.00;491.04
F;009359              ;91;408.00;2898.00;535.01
F;009360              ;90;416.00;779.00;452.06
F;009361              ;90;290.00;1553.00;415.08
F;009362              ;90;294.00;859.00;362.52
F;009363              ;90;290.00;1449.00;395.34
F;009364              ;90;290.00;2098.00;434.87
F;009365              ;90;418.00;1051.00;479.34
F;009451              ;90;417.00;2239.00;499.51
F;009452              ;90;392.00;2060.00;561.93
F;009453              ;90;420.00;2458.00;545.13
F;009454              ;90;428.00;3144.00;535.64
F;009455              ;90;400.00;1766.00;515.06
F;009456              ;90;288.00;1415.00;406.09
F;009457              ;90;288.00;2294.00;430.53
F;009458              ;89;288.00;2450.00;488.51
F;009459              ;90;427.00;2234.00;524.54
F;009460              ;90;402.00;1756.00;528.21
F;009554              ;90;428.00;2821.00;546.64
F;009555              ;89;427.00;2682.00;631.11
F;009556              ;90;428.00;1197.00;510.81
F;009557              ;90;428.00;2774.00;614.07
F;009558              ;90;402.00;2729.00;617.62
F;009559              ;90;286.00;2474.00;443.49
F;009560              ;90;287.00;2868.00;502.16
F;009561              ;90;287.00;1422.00;397.69
F;009562              ;90;287.00;802.00;350.17
F;009563              ;90;286.00;1592.00;433.85
F;009646              ;90;440.00;2413.00;570.64
F;009647              ;90;447.00;1094.00;530.26
F;009648              ;91;439.00;1273.00;548.31
F;009649              ;90;453.00;2703.00;655.22
F;009650              ;90;418.00;1629.00;523.16
F;009651              ;89;439.00;1773.00;533.45
F;009652              ;90;432.00;2071.00;553.31
F;009653              ;90;276.00;2644.00;460.22
F;009654              ;90;288.00;1627.00;398.79
F;009655              ;90;289.00;1139.00;395.67
F;009656              ;90;264.00;1457.00;387.86
F;009727              ;90;281.00;2671.00;443.71
F;009728              ;90;275.00;1380.00;407.16
F;009729              ;90;443.00;1207.00;553.83
F;009730              ;90;445.00;1821.00;525.22
F;009731              ;90;417.00;2395.00;563.62
F;009732              ;90;275.00;2264.00;583.70
G;005757              ;47;303.00;1745.00;537.51
G;005758              ;90;308.00;1620.00;505.86
G;005759              ;90;305.00;2695.00;466.54
G;005760              ;89;304.00;1812.00;430.12
G;005761              ;90;303.00;2731.00;430.61
G;005829              ;89;303.00;1396.00;485.44
G;005830              ;90;304.00;1663.00;436.56
G;005831              ;90;304.00;2766.00;525.34
G;005832              ;90;303.00;1572.00;392.39
G;005833              ;90;306.00;2237.00;432.81
G;005834              ;90;305.00;1176.00;415.40
G;005835              ;90;307.00;1735.00;399.10
G;005905              ;90;306.00;3067.00;501.44
G;005906              ;90;302.00;2351.00;458.29
G;005907              ;90;303.00;1244.00;435.06
G;005908              ;90;303.00;3058.00;462.08
G;005909              ;90;302.00;2540.00;419.27
G;005910              ;90;300.00;2017.00;402.16
G;005911              ;91;302.00;1577.00;466.06
G;005986              ;90;305.00;2304.00;490.96
G;005987              ;90;300.00;1177.00;434.83
G;005988              ;90;301.00;1868.00;419.03
G;005989              ;90;299.00;2572.00;412.60
G;005990              ;90;304.00;3157.00;512.33
G;005991              ;91;303.00;2047.00;459.01
G;005992              ;90;302.00;3371.00;477.90
G;005993              ;90;304.00;2415.00;468.29
G;006060              ;89;303.00;2491.00;454.06
G;006061              ;90;305.00;928.00;412.34
G;006062              ;90;304.00;2115.00;464.12
G;006063              ;90;300.00;1581.00;486.36
G;006064              ;90;302.00;2402.00;447.38
G;006065              ;90;300.00;1770.00;429.12
G;006066              ;90;292.00;2289.00;434.67
G;006067              ;90;292.00;2765.00;415.34
G;006068              ;90;294.00;1665.00;475.03
G;006140              ;90;291.00;892.00;379.83
G;006141              ;90;289.00;2149.00;396.16
G;006142              ;90;293.00;2612.00;417.76
G;006143              ;90;293.00;920.00;399.17
G;006144              ;90;290.00;1392.00;396.78
G;006145              ;89;294.00;1643.00;494.69
G;006146              ;91;290.00;2498.00;407.63
G;006147              ;90;290.00;2674.00;475.96
G;006148              ;90;291.00;1466.00;460.60
G;006215              ;90;301.00;2459.00;482.25
G;006216              ;90;297.00;1619.00;487.38
G;006217              ;90;351.00;2322.00;532.89
G;006218              ;90;295.00;2173.00;471.79
G;006219              ;71;47.00;680.00;405.15
G;006220              ;89;223.00;2333.00;594.15
G;006221              ;90;298.00;2573.00;610.74
G;006284              ;91;297.00;3058.00;460.12
G;006285              ;90;299.00;1327.00;409.57
G;006286              ;89;293.00;2406.00;564.69
G;006287              ;90;337.00;2614.00;601.39
G;006288              ;90;328.00;1197.00;473.91
G;006289              ;90;330.00;3070.00;529.18
G;006290              ;91;292.00;1877.00;461.27
G;006359              ;89;285.00;1964.00;583.72
G;006360              ;91;289.00;1893.00;540.13
G;006361              ;90;284.00;2376.00;467.53
G;006362              ;90;279.00;2595.00;466.07
G;006363              ;90;276.00;1387.00;437.48
G;006364              ;90;280.00;2649.00;548.36
G;006365              ;90;275.00;1938.00;398.53
G;006366              ;90;275.00;2803.00;422.02
G;006441              ;90;279.00;3002.00;460.37
G;006442              ;90;280.00;1430.00;410.32
G;006443              ;90;257.00;1718.00;472.36
G;006444              ;90;280.00;2806.00;485.41
G;006445              ;90;282.00;2651.00;417.12
G;006446              ;90;283.00;1349.00;458.35
G;006447              ;90;282.00;2246.00;401.16
G;006448              ;90;282.00;3015.00;466.50
G;006521              ;90;263.00;1825.00;444.60
G;006522              ;90;282.00;1085.00;358.12
G;006523              ;90;285.00;3229.00;454.85
G;006524              ;90;284.00;1341.00;395.09
G;006525              ;90;284.00;2207.00;448.87
G;006526              ;90;282.00;2712.00;489.00
G;006527              ;90;284.00;3065.00;466.08
G;006528              ;90;282.00;2900.00;428.74
G;006529              ;90;284.00;1294.00;434.97
G;006601              ;90;287.00;1690.00;499.41
G;006602              ;90;283.00;3208.00;477.56
G;006603              ;89;286.00;1517.00;451.26
G;006604              ;91;283.00;1483.00;528.50
G;006605              ;90;259.00;2658.00;530.22
G;006606              ;90;283.00;3040.00;626.99
G;006607              ;88;286.00;3564.00;552.75
G;006608              ;90;284.00;2823.00;556.19
G;006640              ;90;285.00;3044.00;633.66
G;006641              ;90;286.00;2631.00;471.17
G;006642              ;90;286.00;1354.00;450.09
G;006662              ;90;281.00;2053.00;455.57
G;006663              ;93;281.00;1741.00;435.07
G;006731              ;90;284.00;1403.00;419.83
G;006732              ;90;258.00;3142.00;448.50
G;006733              ;91;283.00;3573.00;396.20
G;006734              ;90;284.00;2359.00;435.23
G;006735              ;90;284.00;3590.00;480.02
G;006736              ;90;285.00;1838.00;519.08
G;006737              ;90;285.00;2000.00;535.77
G;006738              ;90;288.00;2191.00;512.38
G;006739              ;90;286.00;1576.00;442.02
G;006814              ;90;287.00;3491.00;454.11
G;006815              ;90;283.00;3356.00;478.76
G;006816              ;91;286.00;2765.00;460.87
G;006817              ;90;283.00;1516.00;422.08
G;006818              ;90;283.00;1549.00;438.80
G;006819              ;90;286.00;2338.00;461.69
G;006820              ;90;287.00;2285.00;439.22
G;006821              ;90;288.00;2796.00;491.83
G;006822              ;90;288.00;1284.00;431.23
G;006898              ;90;286.00;2298.00;452.84
G;006899              ;90;298.00;2065.00;474.27
G;006900              ;90;302.00;2983.00;497.82
G;006901              ;90;297.00;1415.00;430.81
G;006902              ;90;301.00;3383.00;454.89
G;006903              ;90;303.00;1581.00;441.34
G;006904              ;90;300.00;2267.00;477.07
G;006905              ;90;301.00;1777.00;417.80
G;006954              ;90;302.00;2360.00;461.97
G;006955              ;90;283.00;1618.00;455.37
G;006956              ;90;290.00;2417.00;429.50
G;006957              ;90;289.00;1331.00;398.04
G;006958              ;90;289.00;3342.00;379.51
G;006959              ;89;283.00;3562.00;467.99
G;007017              ;90;295.00;1033.00;407.53
G;007018              ;90;288.00;1650.00;445.19
G;007019              ;90;294.00;2789.00;440.00
G;007020              ;90;295.00;1323.00;373.30
G;007021              ;90;296.00;1639.00;419.09
G;007022              ;90;279.00;2720.00;483.29
G;007082              ;90;283.00;1790.00;541.27
G;007083              ;90;285.00;3439.00;633.45
G;007084              ;90;286.00;2279.00;370.80
G;007085              ;90;286.00;1551.00;435.54
G;007086              ;90;287.00;2906.00;430.38
G;007087              ;90;289.00;3437.00;634.11
G;007088              ;90;287.00;3074.00;412.60
G;007144              ;90;285.00;2662.00;466.76
G;007145              ;90;284.00;1160.00;382.26
G;007146              ;90;283.00;2246.00;533.86
G;007147              ;90;291.00;2789.00;450.49
G;007148              ;90;282.00;1878.00;569.31
G;007149              ;90;288.00;2908.00;503.61
G;007221              ;90;288.00;1728.00;449.87
G;007222              ;90;286.00;1729.00;464.68
G;007223              ;90;285.00;2783.00;416.66
G;007224              ;90;283.00;3202.00;509.35
G;007225              ;90;289.00;1371.00;376.51
G;007226              ;90;289.00;3275.00;502.56
G;007227              ;90;293.00;1272.00;399.41
G;007228              ;90;289.00;1108.00;388.21
G;007303              ;90;289.00;2697.00;431.17
G;007304              ;91;285.00;3448.00;427.09
G;007305              ;90;284.00;2584.00;489.27
G;007306              ;90;285.00;3192.00;458.07
G;007307              ;90;289.00;1666.00;470.86
G;007308              ;90;288.00;3144.00;431.99
G;007309              ;90;287.00;3251.00;560.18
G;007310              ;90;288.00;1917.00;521.95
G;007311              ;90;289.00;1034.00;375.42
G;007381              ;90;288.00;3294.00;499.07
G;007382              ;90;289.00;1397.00;423.57
G;007383              ;90;284.00;2358.00;466.44
G;007384              ;90;284.00;3148.00;472.70
G;007385              ;90;291.00;2417.00;411.21
G;007386              ;90;287.00;1764.00;468.15
G;007387              ;90;287.00;3086.00;452.79
G;007388              ;90;291.00;2047.00;435.29
G;007462              ;90;284.00;2471.00;474.24
G;007463              ;90;285.00;2845.00;417.27
G;007464              ;90;285.00;1764.00;440.84
G;007465              ;90;274.00;1915.00;490.88
G;007466              ;90;288.00;1974.00;444.07
G;007467              ;90;297.00;2256.00;486.77
G;007468              ;90;289.00;3088.00;520.27
G;007469              ;90;289.00;2057.00;550.46
G;007546              ;90;289.00;2335.00;568.90
G;007547              ;90;289.00;2937.00;465.48
G;007548              ;90;293.00;2535.00;434.30
G;007549              ;90;284.00;2141.00;395.84
G;007550              ;90;283.00;3076.00;441.94
G;007551              ;90;291.00;2132.00;444.89
G;007552              ;90;287.00;1449.00;386.40
G;007553              ;90;289.00;1919.00;408.28
G;007554              ;90;288.00;3321.00;549.99
G;007636              ;90;282.00;954.00;357.31
G;007637              ;90;283.00;1013.00;374.31
G;007638              ;90;285.00;1509.00;403.23
G;007639              ;90;279.00;1454.00;416.73
G;007640              ;90;278.00;1065.00;401.88
G;007641              ;90;282.00;1995.00;408.58
G;007642              ;90;273.00;2451.00;468.84
G;007643              ;90;279.00;1288.00;379.70
G;007644              ;90;281.00;1051.00;366.50
G;007730              ;90;279.00;798.00;341.83
G;007731              ;90;279.00;902.00;396.60
G;007732              ;90;281.00;1617.00;413.00
G;007733              ;90;277.00;2269.00;452.33
G;007734              ;90;278.00;1877.00;400.02
G;007735              ;90;277.00;3089.00;450.30
G;007736              ;90;276.00;1237.00;389.69
G;007737              ;90;276.00;2816.00;472.96
G;007738              ;90;278.00;2232.00;444.57
G;007739              ;90;278.00;2779.00;483.10
G;007813              ;90;278.00;3512.00;384.88
G;007814              ;90;277.00;2030.00;393.27
G;007815              ;90;276.00;2722.00;403.53
G;007816              ;90;278.00;1242.00;411.67
G;007817              ;90;278.00;1703.00;406.28
G;007818              ;90;280.00;3180.00;460.93
G;007819              ;90;280.00;1558.00;442.21
G;007820              ;90;278.00;2835.00;479.96
G;007821              ;90;279.00;3394.00;468.73
G;007822              ;91;278.00;3420.00;453.36
G;007862              ;90;282.00;1518.00;444.47
G;007863              ;90;279.00;2737.00;405.06
G;007864              ;90;280.00;3006.00;462.11
G;007865              ;90;279.00;3128.00;468.41
G;007903              ;90;277.00;2304.00;398.59
G;007904              ;90;281.00;2821.00;528.89
G;007905              ;90;280.00;1503.00;378.84
G;007906              ;90;281.00;1178.00;388.80
G;007907              ;90;282.00;1630.00;452.32
G;007984              ;90;263.00;1135.00;356.17
G;007985              ;88;279.00;1353.00;383.17
G;007986              ;90;279.00;1812.00;370.57
G;007987              ;90;267.00;1705.00;395.73
G;007988              ;90;281.00;2179.00;414.73
G;007989              ;90;281.00;3315.00;392.77
G;007990              ;90;282.00;2459.00;560.47
G;007991              ;90;283.00;3095.00;412.88
G;007992              ;90;282.00;1847.00;408.71
G;008002              ;90;266.00;1589.00;384.77
G;008003              ;90;282.00;1860.00;383.40
G;008073              ;90;278.00;2631.00;426.79
G;008074              ;90;278.00;3106.00;447.98
G;008075              ;90;280.00;1163.00;424.24
G;008076              ;90;280.00;1674.00;445.42
G;008077              ;90;281.00;1793.00;433.57
G;008078              ;91;282.00;2738.00;531.57
G;008079              ;91;281.00;1344.00;421.15
G;008080              ;90;283.00;1596.00;442.69
G;008081              ;90;283.00;2261.00;426.49
G;008155              ;90;281.00;1346.00;408.91
G;008156              ;90;280.00;2301.00;374.64
G;008157              ;90;282.00;3219.00;523.98
G;008158              ;90;285.00;3563.00;478.14
G;008159              ;90;285.00;1629.00;417.02
G;008160              ;90;282.00;2418.00;451.72
G;008161              ;90;287.00;1347.00;458.98
G;008162              ;90;287.00;2191.00;421.13
G;008216              ;90;286.00;1322.00;498.47
G;008217              ;91;284.00;2579.00;531.49
G;008218              ;90;281.00;1128.00;411.10
G;008219              ;90;282.00;2166.00;395.07
G;008220              ;90;283.00;782.00;351.00
G;008221              ;90;283.00;2090.00;416.84
G;008315              ;90;283.00;2148.00;518.46
G;008316              ;90;282.00;2590.00;425.51
G;008317              ;90;282.00;873.00;394.51
G;008318              ;90;282.00;1523.00;388.08
G;008319              ;90;280.00;2151.00;440.92
G;008320              ;90;284.00;1440.00;378.60
G;008321              ;90;284.00;1841.00;490.89
G;008322              ;90;287.00;1607.00;416.78
G;008323              ;90;289.00;998.00;407.53
G;008324              ;90;288.00;1231.00;372.76
G;008325              ;90;286.00;2167.00;379.70
G;008408              ;86;287.00;2043.00;459.09
G;008409              ;89;286.00;2204.00;404.19
G;008410              ;89;283.00;1001.00;380.21
G;008411              ;89;285.00;2202.00;466.09
G;008412              ;88;282.00;3393.00;426.20
G;008413              ;90;285.00;1384.00;395.12
G;008414              ;88;284.00;1295.00;376.61
G;008415              ;89;283.00;2660.00;401.90
G;008416              ;87;284.00;1959.00;404.34
G;008417              ;88;285.00;2648.00;434.88
G;008515              ;90;281.00;2927.00;393.93
G;008516              ;90;284.00;760.00;348.51
G;008517              ;90;282.00;2436.00;467.82
G;008518              ;90;283.00;2524.00;453.38
G;008519              ;90;282.00;2171.00;443.08
G;008520              ;90;282.00;3035.00;458.31
G;008521              ;90;284.00;921.00;367.02
G;008522              ;90;284.00;1631.00;407.56
G;008523              ;90;284.00;2560.00;444.97
G;008524              ;90;285.00;2218.00;507.10
G;008525              ;90;282.00;1587.00;407.60
G;008620              ;90;281.00;1980.00;397.79
G;008621              ;90;281.00;2720.00;400.48
G;008622              ;90;282.00;2409.00;432.66
G;008623              ;90;282.00;1001.00;359.73
G;008624              ;90;282.00;3478.00;455.62
G;008625              ;90;285.00;2169.00;437.49
G;008626              ;90;282.00;2698.00;431.22
G;008627              ;90;283.00;1587.00;454.24
G;008628              ;90;282.00;2654.00;431.63
G;008629              ;90;274.00;3579.00;409.38
G;008692              ;90;280.00;1645.00;457.43
G;008693              ;90;283.00;1634.00;400.50
G;008694              ;90;277.00;2614.00;401.88
G;008695              ;90;282.00;1025.00;357.73
G;008696              ;90;284.00;1639.00;435.36
G;008697              ;90;284.00;2581.00;445.60
G;008698              ;180;272.00;2500.00;404.21
G;008790              ;90;286.00;2359.00;439.34
G;008791              ;90;286.00;1032.00;367.48
G;008792              ;90;286.00;2117.00;431.99
G;008793              ;90;284.00;3033.00;429.69
G;008794              ;90;286.00;1587.00;389.19
G;008795              ;90;282.00;2692.00;438.78
G;008796              ;90;285.00;1011.00;364.41
